create_time,idppe,idbeacon,bluetooth_channel,rssi_1,rssi_2,rssi_3,rssi_4,az_1,az_2,az_3,az_4,el_1,el_2,el_3,el_4,x,y,z
1751124359.069404,d500a44f-2051-d64b-3d63-8985cc792954,06229ad7-b2cb-0dcd-e243-dfb67598e662,5,-66.0,-74.0,-66.0,-67.0,-2.786195936647591,-1.8970503382444706,0.13706810761641625,-1.578538935032084,0.4038791651129313,0.24087990789668395,0.16172744799292318,0.1152060018461172,-2.10439133644104,7.973325729370117,1.2016308307647705
1751124360.019314,d500a44f-2051-d64b-3d63-8985cc792954,d7eb5a64-c43b-e21e-1500-211face9ad51,26,-75.0,-76.0,-75.0,-75.0,-2.7763470343042598,-1.818664585773787,-0.0162737784731472,-1.5169669169455609,0.3506460370316644,0.2094888952327837,0.3263271152214968,0.1408747135652778,-2.2249512672424316,7.955312252044678,1.226637840270996
1751124361.021514,d500a44f-2051-d64b-3d63-8985cc792954,20c9365b-08c2-2b20-97b3-7e3333e16e0c,6,-69.0,-85.0,-67.0,-76.0,-2.761121209720059,-1.8890246359834078,-0.009576993596033949,-1.5394598423543158,0.3468304928483943,0.15606227185356578,0.23168123297825258,0.16201228971626397,-2.3449110984802246,7.9453253746032715,1.22452175617218
1751124362.04788,d500a44f-2051-d64b-3d63-8985cc792954,696a785f-c359-715a-e04e-98b6c4c559a3,10,-79.0,-83.0,-67.0,-68.0,-2.633581359851728,-1.8585832399852027,-0.0017286578635704335,-1.604605289991507,0.34364155718010614,0.12805133492281567,0.17036536105432476,0.1600588610566909,-2.4651031494140625,7.936115264892578,1.2273749113082886
1751124363.020436,d500a44f-2051-d64b-3d63-8985cc792954,912879d8-7a41-bbed-d74a-c40b96bfce32,16,-67.0,,-70.0,-83.0,-2.673805744956285,,-0.0857479281461533,-1.5650918357399468,0.3029662323239717,,0.1234056334934974,0.20611007617877292,,,
1751124364.019207,d500a44f-2051-d64b-3d63-8985cc792954,cfca4da0-8b25-be96-5bd3-925140ef22fd,19,-68.0,-87.0,-74.0,-75.0,-2.7103965130695373,-1.8187768380137337,-0.11376624702654993,-1.5742335356558073,0.3847577683547032,0.15670417690005894,0.10417815970010012,0.13290079314266026,-2.5754776000976562,7.93311309814453,1.236750602722168
1751124365.068114,d500a44f-2051-d64b-3d63-8985cc792954,500cb364-9da5-3b04-eb29-3ea4295be1c5,28,-74.0,-89.0,-75.0,-82.0,-2.597208438315644,-1.8028700431387996,-0.05240035760839909,-1.5206812277178943,0.6160920913114594,0.20881566475396848,0.16613865808826,0.19137465606455314,-2.6811928749084473,7.930171966552734,1.1740092039108276
1751124366.013404,d500a44f-2051-d64b-3d63-8985cc792954,e3645563-3fd2-9d61-a90a-ce6e629db3de,36,-73.0,-88.0,-78.0,-78.0,-2.788578666874885,-1.7532771899515618,-0.1166118346512996,-1.488066292796021,0.8496126364965751,0.23423552071401796,0.20785181682119835,0.25291167022749844,-2.7577686309814453,7.958710670471191,1.0981669425964355
1751124367.02164,d500a44f-2051-d64b-3d63-8985cc792954,fa6e3317-3c2f-2a32-7c0a-53b5fad0b037,26,-76.0,-80.0,-75.0,-76.0,-2.737282455854433,-1.7100418349185618,-0.009546899875716053,-1.4813520642137676,0.8948745905400987,0.18293201929008165,0.3005261442647002,0.20306395252394027,-2.8111355304718018,7.9624152183532715,1.0454607009887695
1751124368.016074,d500a44f-2051-d64b-3d63-8985cc792954,e58712d4-e17d-8e25-da09-3c436dd80b29,35,-67.0,-84.0,-79.0,-78.0,-2.4714534390098843,-1.7594077867809241,-0.07187685360847558,-1.47630071341616,0.6099190170627102,0.21045600553788918,0.33962181512025413,0.14450804759571612,-2.86091685295105,7.966578483581543,1.050278663635254
1751124369.048675,d500a44f-2051-d64b-3d63-8985cc792954,0714b847-9b50-02b0-1ada-550cccf369df,30,-82.0,-78.0,-76.0,-71.0,-2.4847074591229905,-1.7524180541839023,-0.04622022598276121,-1.5177287141753781,0.6251941101270777,0.19089210791978764,0.3955185370552774,0.15638363217335424,-2.9065661430358887,7.96372413635254,1.1436866521835327
1751124370.015726,d500a44f-2051-d64b-3d63-8985cc792954,3326ecd7-8003-1bf2-fe6e-10a7a560ac04,33,-74.0,-86.0,-82.0,-79.0,-2.479803514291719,-1.701298543901777,-0.12294083698187291,-1.4982512860689199,0.784725914959285,0.10836529807922039,0.40805383656919864,0.09881529395635871,-2.9239087104797363,7.995656967163086,1.161178708076477
1751124371.013369,d500a44f-2051-d64b-3d63-8985cc792954,5bf5be61-aa04-de6e-db7e-2d474a7e066f,34,-72.0,-94.0,-76.0,,-2.4926708434145457,-1.744603540597283,-0.23244309678709696,,0.9507803339333145,0.11474895346878917,0.3557413965662858,,-2.93707275390625,8.04386901855469,1.1245976686477661
1751124372.0488,d500a44f-2051-d64b-3d63-8985cc792954,1868ccf7-a0c1-45bd-46f9-f7f150da46ab,19,-73.0,-79.0,-73.0,-72.0,-2.4692552658461326,-1.7966180061637296,-0.2124728507209198,-1.5175129981270818,1.0317572755656181,0.17808440031586492,0.3470511024551937,0.08325988654250358,,,
1751124373.015325,d500a44f-2051-d64b-3d63-8985cc792954,315ef651-6704-eb33-5505-81f5ae9fb8fc,22,-72.0,-80.0,-71.0,-72.0,-2.45968865857835,-1.7736345264821822,-0.1969383657663786,-1.5691013579191153,1.1966217941646002,0.17772489021346105,0.33745017369886265,0.09063016821454105,-2.966787338256836,8.087358474731445,1.1113390922546387
1751124374.016288,d500a44f-2051-d64b-3d63-8985cc792954,31867128-0d30-1c8e-1227-10f43abf5af1,27,-78.0,-79.0,-95.0,-72.0,-2.499916772108433,-1.7519461420387403,-0.19815383248789076,-1.5672235630345006,1.2252288048039586,0.14068557919361172,0.37692764198619316,0.1105250717890042,-2.9983482360839844,8.13374137878418,1.074601411819458
1751124375.016634,d500a44f-2051-d64b-3d63-8985cc792954,d7ea9e6b-b93c-f64b-8b5b-5957491bd4b1,9,-64.0,-75.0,-73.0,-69.0,-2.5020201367373778,-1.7557976056072129,-0.18843089766412047,-1.5822712221417754,0.9157786074634848,0.10940842498869081,0.2987580716169966,0.12576061691118404,,,
1751124376.013299,d500a44f-2051-d64b-3d63-8985cc792954,62e1194f-64c8-6fc2-30e9-48b196994cf4,23,-71.0,-82.0,-73.0,-70.0,-2.536850555370088,-1.821053174955479,0.0875058807817146,-1.5766341090624048,1.0343632452712879,0.11656048557653151,0.3166080086917935,0.09298912140672759,-3.0247488021850586,8.147223472595215,1.0501670837402344
1751124377.04764,d500a44f-2051-d64b-3d63-8985cc792954,0812bc35-1c28-2082-0c16-f9c11b3a1921,20,-72.0,-80.0,-66.0,-72.0,-2.5796230530056325,-1.7196193611468134,0.16475939031495113,-1.5905141051897342,0.9609896951301877,0.11116937368047844,0.2878227327069677,0.09307247834884706,-3.0489466190338135,8.11757755279541,1.05604887008667
1751124378.016549,d500a44f-2051-d64b-3d63-8985cc792954,1a9dfbf6-c385-93a3-6771-df619784f547,24,-68.0,-82.0,-70.0,,-2.603296424567565,-1.7457060892885756,0.2168548159785362,,0.8973599856274151,0.11918639570086326,0.41011042943149867,,-3.0660603046417236,8.061737060546875,1.0642101764678955
1751124379.049693,d500a44f-2051-d64b-3d63-8985cc792954,45ea2252-7914-c42f-35b3-9607a2f69347,9,-75.0,-81.0,-68.0,-66.0,-2.59337348634593,-1.7244790975039899,0.21086510037083894,-1.5555995306665775,0.6255917200778265,0.14800078336535502,0.30868051049592743,0.1212739228437003,-3.07294511795044,8.00742721557617,1.1064342260360718
1751124380.015874,d500a44f-2051-d64b-3d63-8985cc792954,46832275-017f-cfb1-49e1-08afc4d8cf96,35,-82.0,-92.0,-72.0,-78.0,-2.613875565681796,-1.670359003621672,0.12691507227659815,-1.5361334209947526,0.5127680656295965,0.16626692258426096,0.1791484663294061,0.1745713080086437,,,
