numObj,x,y,z,velocity,x_static,y_static,z_static,velocity_static,timestamp
8,"[2.39208, 2.46244, 2.53279, 2.60315, 2.46244, 2.39208, 2.46244, 2.53279]","[-0.064315, -0.0652153, -0.0976145, -0.167964, -0.0664505, -0.0629229, -0.0640517, -0.0644706]","[0.235277, 0.287192, 0.276789, 0.363528, 0.344508, 0.110191, 0.217491, 0.24513]","[0.147187, 0.147187, 0.147187, 0.147187, 0.294373, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:25:58
19,"[2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.60315, 2.6735, 2.53279, 2.60315, 2.6735, 2.60315, 2.6735]","[0, 0, 0, 0.0313603, -0.0637596, -0.0321427, -0.0322968, -0.0316505, 0, 0, -0.0324576, -0.0333709, 0, 0, 0.0646777, 0.0647352, -0.127363, -0.160867, -0.161177]","[0.192849, 0.203259, 0.1474, 0.0819072, 0.195712, 0.235512, 0.254634, 0.158216, 0.159461, 0.244519, 0.273016, 0.357945, 0.181385, 0.270376, 0.257602, 0.260949, 0.178539, 0.221795, 0.230109]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, -0.294373, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:25:59
15,"[2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.46244, 2.53279, 2.60315, 2.46244, 2.53279, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735]","[0, 0, 0, 0.0651536, 0.0653696, -0.065425, -0.0654321, -0.0956391, 0.0326925, 0.0325601, 0.0337778, 0.0334146, 0, 0.0318621, 0.0317603]","[0.397407, 0.396132, 0.360929, 0.283972, 0.295065, 0.297835, 0.298187, 0.191376, 0.297585, 0.284033, 0.388866, 0.361428, 0.257441, 0.195475, 0.178579]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:00
10,"[2.46244, 2.53279, 2.39208, 2.46244, 2.53279, 2.46244, 2.39208, 2.46244, 2.53279, 2.60315]","[-0.0634949, -0.0955663, -0.0705529, -0.0682332, -0.0658276, -0.064337, -0.0667251, -0.0646283, -0.0637514, -0.12595]","[0.173465, 0.187413, 0.480865, 0.411086, 0.317124, 0.236695, 0.355784, 0.254686, 0.195066, 0.0991569]","[0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:01
4,"[2.46244, 2.53279, 2.46244, 2.53279]","[0, 0.0320265, -0.0327355, -0.0324319]","[0.271786, 0.219887, 0.301835, 0.270171]","[0.147187, 0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:02
12,"[2.46244, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.46244, 2.60315, 2.6735]","[0, 0, -0.1301, -0.128155, -0.0326057, -0.0328222, -0.0995399, -0.12806, -0.127355, -0.067128, -0.129856, -0.129134]","[0.214419, 0.211618, 0.270969, 0.209885, 0.288787, 0.310204, 0.338089, 0.206403, 0.178208, 0.371575, 0.264151, 0.242758]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373]","[]","[]","[]","[]",28/06/2025 12:26:03
14,"[2.46244, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.46244, 2.53279, 2.60315, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735]","[-0.0648931, -0.13082, -0.128167, -0.127661, -0.0664422, -0.0654382, -0.0632703, -0.12647, -0.125686, -0.0639168, -0.0640812, -0.128728, -0.125855, -0.126021]","[0.269898, 0.289995, 0.210326, 0.19096, 0.34416, 0.298491, 0.151902, 0.134155, 0.0753571, 0.207737, 0.219563, 0.229722, 0.0913006, 0.104687]","[0, 0, 0, 0, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:04
21,"[2.39208, 2.46244, 2.53279, 2.60315, 2.60315, 2.6735, 2.53279, 2.60315, 2.6735, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.39208, 2.46244, 2.53279, 2.60315, 2.81421, 2.88457]","[0.0320266, 0.0319089, 0.031896, -0.193221, 0.0984789, -0.125814, -0.0965264, -0.127879, -0.12778, -0.129037, -0.128844, 0.0631556, 0.0315433, 0.031542, 0.0316554, 0.031821, 0.0317453, 0.0317076, 0.03182, 1.34938, 1.2459]","[0.219908, 0.202745, 0.200766, -0.217433, 0.306085, 0.0877323, 0.234, 0.199536, 0.195717, 0.239703, 0.233538, 0.139562, 0.135253, 0.134952, 0.159167, 0.188847, 0.175932, 0.169124, 0.188679, -0.956266, -0.935329]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:05
9,"[2.53279, 2.60315, 3.09563, 2.46244, 2.53279, 2.60315, 2.60315, 3.02528, 3.09563]","[0, 0.0316126, -0.0628563, -0.032058, 0.0634021, 0.0951896, -0.162345, -0.0627955, -0.0630374]","[0.159905, 0.150508, -0.100175, 0.224237, 0.164912, 0.165323, 0.258797, -0.0900498, -0.125524]","[0, 0, 0, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:06
0,"[]","[]","[]","[]","[0.59802, -0.128874, -0.132556]","[1.02823, 2.4287, 2.52585]","[0.12502, 0.38521, 0.132556]","[0, 0, 0]",28/06/2025 12:26:07
26,"[2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 3.23635, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.88457, 2.88457, 3.23635, 3.09563, 3.09563, 2.39208, 2.46244, 2.53279, 2.60315]","[0, 0.0626303, 0.0315186, 0.0315904, 0.0634603, 0, -0.0326256, 0.0322968, 0.0315087, 0.0316963, 0.0318095, 0.721567, -0.0332079, 0.062847, 0.0317096, 0.0318858, 0.0320327, 1.26008, 0.491128, 0.71837, 0.97608, -0.223057, -0.033015, -0.0331352, -0.0948857, -0.0947832]","[0.192292, 0.0534333, 0.129369, 0.145801, 0.170325, 0.270838, 0.290831, 0.254633, 0.126933, 0.167025, 0.186939, 0.114323, 0.344587, 0.0987023, 0.169482, 0.199191, 0.220748, -0.938759, 1.16193, 0.0761721, -1.01433, 0.149337, 0.327933, 0.338428, 0.144938, 0.137354]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:09
15,"[2.46244, 2.53279, 2.60315, 2.60315, 2.6735, 2.46244, 2.60315, 2.6735, 2.74386, 2.6735, 2.53279, 2.60315, 2.46244, 2.53279, 2.60315]","[0.032013, 0.064026, 0.0633424, -0.284965, -0.127805, -0.0679814, -0.126505, -0.0957194, -0.0960058, -0.128506, 0.0630492, 0.0629954, 0.0638525, 0.0635539, 0.063608]","[0.217999, 0.215667, 0.15916, 0.67912, 0.196681, 0.402517, 0.136152, 0.195646, 0.210122, 0.222261, 0.127005, 0.12013, 0.20291, 0.17868, 0.183318]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:10
10,"[2.53279, 2.60315, 2.6735, 2.53279, 2.60315, 2.60315, 2.6735, 2.53279, 2.60315, 2.6735]","[0.0632008, 0.063572, 0.0634074, -0.126654, -0.0632726, 0.0628382, 0.0626017, 0.0637393, 0.0634361, 0.0630186]","[0.144552, 0.180249, 0.165417, 0.144448, 0.152141, 0.0972777, 0.0440989, 0.194105, 0.168101, 0.123144]","[0, 0, 0, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:11
22,"[2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.46244, 2.53279, 2.60315, 2.6735, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735]","[0, 0.0315481, 0.0315096, -0.0980411, -0.131913, -0.0323137, 0, 0.0316187, 0.0316152, 0.0320038, 0.0319258, 0.0318135, 0.0318989, 0.0325021, -0.125884, -0.126346, -0.12685, -0.0318049, -0.0636351, -0.0950155, -0.12709, -0.127622]","[0.256266, 0.136383, 0.127153, 0.29167, 0.316454, 0.256636, 0.176491, 0.151767, 0.151047, 0.216694, 0.20531, 0.187609, 0.201221, 0.27786, 0.0938026, 0.126677, 0.154678, 0.18618, 0.185597, 0.153988, 0.166273, 0.189395]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:12
21,"[2.46244, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.53279, 2.60315, 2.6735, 2.53279, 2.60315, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.88457]","[0, 0.0320304, 0, -0.0949668, -0.0657722, -0.0658162, -0.0657639, -0.0962758, -0.0956563, -0.0959111, -0.0995274, -0.12953, -0.0964647, 0.0628532, 0.0314981, 0, 0, 0.0632048, 0.0316397, 0, 1.32443]","[0.158731, 0.220434, 0.221169, 0.150655, 0.314553, 0.316598, 0.314162, 0.222853, 0.1923, 0.205454, 0.337733, 0.254733, 0.231309, 0.0996883, 0.124274, 0.318042, 0.281009, 0.144987, 0.156057, 0.194962, -0.952052]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:26:13
