numObj,x,y,z,velocity,numObj_static,x_static,y_static,z_static,velocity_static,timestamp
9,"[3.26814, 3.3658, 3.36667, 3.22895, 3.39913, 3.32634, 3.34472, 3.40416, 3.44547]","[2.63173, 2.6735, 2.49322, 2.6735, 2.63173, 2.58996, 2.63173, 2.6735, 2.71528]","[1.42805, 1.34105, 1.44757, 1.64346, 1.07979, 1.12024, 1.23811, 1.24046, 1.29198]","[0, 0, 0.147187, 0.147187, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:52:20
2,"[2.83696, 2.76846]","[2.77024, 2.81421]","[1.98077, 2.16575]","[0.147187, 0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:52:21
8,"[3.13426, 3.20865, 3.25418, 3.30812, 3.25045, 3.19593, 3.26709, 3.31201]","[2.41407, 2.45364, 2.49322, 2.45364, 2.63173, 2.41407, 2.45364, 2.49322]","[1.66348, 1.64667, 1.6853, 1.43643, 1.46785, 1.54169, 1.52745, 1.5686]","[0, 0, 0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:52:22
12,"[3.27393, 3.34903, 3.40665, 3.16421, 3.18308, 3.28892, 3.3533, 3.13284, 3.23566, 3.29014, 2.91795, 3.01965]","[2.58996, 2.63173, 2.6735, 2.41407, 2.58996, 2.63173, 2.6735, 2.58996, 2.63173, 2.6735, 2.37449, 2.41407]","[1.26523, 1.2264, 1.23362, 1.60577, 1.479, 1.37952, 1.37201, 1.58265, 1.50018, 1.51726, 1.91491, 1.86346]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:52:23
6,"[3.56337, 3.46678, 3.02235, 2.90401, 3.45739, 3.54907]","[2.35471, 2.53279, 2.54818, 2.58996, 2.49322, 2.53279]","[1.18482, 1.35686, 1.67052, 1.97134, 1.21506, 1.12415]","[0, 0, 0.147187, 0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:52:24
3,"[3.41199, 3.34232, 3.34762]","[2.49322, 2.58996, 2.63173]","[1.33726, 1.07161, 1.23025]","[0, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:52:25
11,"[3.1342, 3.05964, 3.18526, 3.37024, 3.21637, 3.11788, 3.08849, 3.28842, 3.06659, 3.05655, 3.23394]","[2.58996, 2.77024, 2.81421, 2.85819, 2.45364, 2.63173, 2.81421, 2.85819, 2.63173, 2.81421, 2.63173]","[1.57994, 1.61569, 1.48626, 1.17707, 1.63154, 1.73172, 1.67812, 1.38935, 1.82102, 1.73562, 1.50389]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:52:26
2,"[3.02942, 3.05145]","[2.63173, 2.81421]","[1.8822, 1.74458]","[0.147187, 0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:52:29
2,"[3.33281, 3.44003]","[2.49322, 2.53279]","[1.52391, 1.42332]","[0.147187, 0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:52:30
8,"[2.84607, 3.47543, 3.19714, 3.299, 3.37251, 3.10628, 3.20918, 3.32821]","[2.41407, 2.53279, 2.41407, 2.45364, 2.49322, 2.41407, 2.45364, 2.49322]","[2.11912, 1.33455, 1.53918, 1.45725, 1.43391, 1.71516, 1.64563, 1.53392]","[0, 0, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:52:31
