numObj,x,y,z,velocity,x_static,y_static,z_static,velocity_static,timestamp
0,"[]","[]","[]","[]","[0.292554, 0.307182]","[1.36848, 1.41215]","[-0.147083, 0.307182]","[0, 0]",28/06/2025 11:36:40
0,"[]","[]","[]","[]","[0.307182]","[1.44311]","[-0.0773244]","[0]",28/06/2025 11:36:41
4,"[1.33675, 1.2664, 1.33675, 1.40711]","[-0.97416, -0.935285, -0.980575, -0.917888]","[-0.188997, -0.24235, -0.210378, -0.181661]","[0, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:36:42
10,"[1.12569, 1.19604, 0.984975, 1.05533, 1.12569, 1.19604, 1.12569, 1.19604, 1.05533, 1.12569]","[-1.01317, -0.953697, -1.24418, -1.13441, -1.07115, -1.00711, -1.00655, -1.00505, -1.22525, -1.15623]","[-0.106, -0.0866606, 0.142739, 0.00900626, -0.0792226, -0.0603448, -0.0542091, -0.0323285, -0.084907, -0.140668]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:36:44
11,"[1.2664, 1.33675, 1.40711, 1.2664, 1.33675, 1.40711, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711]","[-0.956393, -0.919117, -0.927612, -0.921163, -0.941396, -0.892707, -1.14448, -1.07064, -0.96875, -0.931504, -0.883735]","[-0.106364, -0.1867, -0.218005, -0.194767, -0.259812, -0.272676, -0.0966201, -0.0756233, -0.168542, -0.230736, -0.24514]","[0, 0, 0, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:36:45
6,"[0.914619, 0.844264, 0.914619, 0.984975, 1.05533, 1.12569]","[-1.33638, -1.2355, -1.22165, -1.22246, -1.15953, -1.16121]","[0.089572, 0.120191, 0.0678738, -0.0720727, -0.302487, -0.304823]","[0, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:36:46
7,"[1.05533, 1.12569, 0.984975, 1.05533, 1.12569, 1.05533, 1.12569]","[-1.23995, -1.14303, -1.48668, -1.20645, -1.1086, -1.31782, -1.10102]","[-0.290095, -0.277848, -0.236399, -0.245903, -0.212198, -0.252387, -0.193655]","[0, 0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373]","[]","[]","[]","[]",28/06/2025 11:36:47
0,"[]","[]","[]","[]","[0.292554]","[1.35864]","[-0.22012]","[0]",28/06/2025 11:36:48
5,"[1.12569, 1.12569, 1.19604, 1.05533, 1.12569]","[-1.0845, -1.01656, -1.07037, -1.23763, -1.27347]","[-0.143372, -0.124221, -0.0736337, -0.126168, -0.197696]","[0, 0.147187, 0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:36:49
5,"[1.12569, 1.05533, 1.12569, 1.19604, 1.2664]","[-1.08367, -1.03515, -1.09644, -1.03406, -0.913911]","[-0.140281, -0.194336, -0.181345, -0.191011, -0.164175]","[0, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:36:50
