numObj,x,y,z,velocity,timestamp
2,"[4.28557, 4.58004]","[0.145108, 0]","[1.7817, 1.11498]","[0, -0.147187]",10/11/2025 21:34:49
6,"[4.34383, 4.35916, 4.38085, 4.25068, 4.27954, 4.291]","[0, 0, 0, 0, 0, 0]","[1.18568, 1.38237, 1.53943, 1.4854, 1.61206, 1.77453]","[0, 0, 0, 0.147187, 0.147187, 0.147187]",10/11/2025 21:34:50
9,"[4.41525, 4.44671, 4.4807, 4.38092, 4.40547, 4.48095, 4.59379, 4.37102, 4.37509]","[0.142909, 0.145108, 0.147307, 0.142909, 0.145108, 0, 0, 0, 0.145108]","[1.18253, 1.32941, 1.45656, 1.30398, 1.46029, 1.46326, 1.33615, 1.34438, 1.54893]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373]",10/11/2025 21:34:52
1,"[5.03077]","[0.316599]","[0.501302]","[-0.147187]",10/11/2025 21:34:54
2,"[4.50828, 4.59753]","[0.145108, 0.147307]","[1.10272, 1.03003]","[-0.147187, -0.147187]",10/11/2025 21:34:55
3,"[4.30464, 4.04877, 4.36944]","[0.145108, 0.138512, 0.145108]","[1.73513, 1.79842, 1.56478]","[0.147187, -0.147187, -0.147187]",10/11/2025 21:34:57
7,"[4.30881, 4.44788, 4.23434, 4.32567, 4.45569, 4.54768, 4.63463]","[0.145108, 0.147307, 0.145108, 0.147307, 0.145108, 0.147307, 0.29901]","[1.72475, 1.55391, 1.90025, 1.86732, 1.29901, 1.23163, 1.14849]","[0, 0, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]",10/11/2025 21:34:58
5,"[4.59659, 4.65432, 4.49795, 4.59825, 4.69831]","[0.147307, 0.149505, 0.290216, 0.294613, 0.149505]","[1.03426, 1.0969, 1.1162, 0.994628, 0.889813]","[0, 0, -0.147187, -0.147187, -0.147187]",10/11/2025 21:34:59
7,"[4.13684, 4.21081, 4.21763, 4.29577, 4.08586, 4.18855, 4.25474]","[0.415536, 0.422132, 0.415536, 0.422132, 0.40894, 0.415536, 0.422132]","[1.5362, 1.53805, 1.29806, 1.28172, 1.47167, 1.38904, 1.41197]","[0, 0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",10/11/2025 21:35:00
10,"[4.34972, 4.44256, 4.32597, 4.34127, 4.24428, 4.30335, 4.33022, 4.17968, 4.23906, 4.30686]","[0.142909, 0.290216, 0.562843, 0.714546, 0.422132, 0.428728, 0.580432, 0.422132, 0.428728, 0.435324]","[1.40454, 1.3195, 1.11528, 1.24739, 1.44312, 1.48681, 1.57288, 1.62072, 1.66126, 1.6802]","[0, 0, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156]",10/11/2025 21:35:01
10,"[4.36693, 4.46453, 4.53192, 4.32443, 4.40426, 4.46861, 5.04467, 4.33611, 4.41248, 7.0541]","[0.285819, 0.290216, 0.44192, 0.285819, 0.290216, 0.44192, 0.1583, 0.290216, 0.44192, 0.226456]","[1.3272, 1.24313, 1.21916, 1.45973, 1.4422, 1.43395, 0.431769, 1.63572, 1.59834, 1.64367]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373]",10/11/2025 21:35:02
4,"[4.45962, 4.41555, 4.48835, 4.52501]","[0.294613, 0.290216, 0.294613, 0.29901]","[1.49831, 1.40725, 1.40992, 1.52416]","[0, -0.147187, -0.147187, -0.147187]",10/11/2025 21:35:04
3,"[4.57832, 4.61666, 4.67245]","[0.147307, 0.149505, 0.151704]","[1.11232, 1.24592, 1.30826]","[-0.147187, -0.147187, -0.147187]",10/11/2025 21:35:05
