numObj,x,y,z,velocity,x_static,y_static,z_static,velocity_static,timestamp
26,"[3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 3.9399, 4.01025, 4.01025, 3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 4.01025, 4.01025, 4.08061, 4.08061, 4.08061, 4.08061, 3.72883, 3.79919, 3.86954, 3.65848, 3.72883, 3.79919, 3.86954]","[-0.0330992, -0.0331612, -0.0333702, -0.0390149, 0, 0.683323, 0.11871, 0.876808, 0, -0.0331037, -0.0686001, -0.164364, -0.252419, 0.919311, 0.110763, 0.0711624, 0.836842, 0.0758007, 0.786569, -0.0667035, -0.0662052, -0.0658415, -0.067868, -0.100472, -0.0662979, -0.0662347]","[0.335322, 0.34065, 0.357888, 0.641533, -1.31683, -0.656842, -0.657377, -0.862622, 0.333408, 0.335713, 0.423168, -0.960688, 1.44534, -0.890806, -0.558336, -0.497004, -0.832036, -0.600027, -0.786566, 0.35491, 0.334041, 0.317765, 0.398581, 0.363464, 0.338045, 0.335324]","[0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:29:31
17,"[3.72883, 3.79919, 3.86954, 4.01025, 4.01025, 3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 3.72883, 3.79919, 3.86954, 3.9399, 4.01025, 3.79919, 3.86954]","[-0.032476, -0.0642188, -0.0941594, 0.0951322, -0.324535, -0.0325991, -0.0322999, -0.0639976, -0.0632958, -0.135759, -0.0643285, -0.064238, -0.0636849, -0.104134, -0.110837, 0, 0]","[0.275028, 0.228956, 0.0758517, -0.852673, 0.200182, 0.2881, 0.254999, 0.213636, 0.154513, 0.80559, 0.236147, 0.23023, 0.189713, 0.446613, 0.559401, 0.103417, 0.159229]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:29:32
20,"[3.65848, 3.72883, 3.79919, 3.86954, 4.01025, 4.01025, 4.08061, 3.72883, 3.79919, 3.65848, 3.72883, 3.79919, 3.86954, 3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 4.01025, 4.01025]","[0, -0.0332679, -0.0333835, -0.0339646, 0.149152, 0.659155, 0.0812251, 0, 0, 0, 0, -0.0322714, -0.032461, 0, 0, -0.0326826, -0.0329439, -0.0710714, 0.174193, 0.694809]","[0.366689, 0.34958, 0.358953, 0.40207, -1.1367, -0.699181, -0.691464, 0.373732, 0.295827, 0.284329, 0.273847, 0.251591, 0.273384, 0.335744, 0.319044, 0.296601, 0.321532, 0.494644, -1.20187, -0.749325]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:29:33
12,"[3.65848, 3.86954, 3.86954, 3.79919, 3.86954, 2.11066, 3.72883, 3.79919, 4.22132, 4.29168, 3.58812, 3.65848]","[0, -0.0946587, -0.788441, -0.0949903, -0.0984794, 0.317895, 0.0629837, 0.0320356, 0.589772, 0.584839, 0, -0.0340585]","[0.517289, 0.127517, -0.906069, 0.152272, 0.306101, -0.0207539, 0.118593, 0.221155, 0.300491, 0.275477, 0.349896, 0.408504]","[0, 0, 0, 0.147187, 0.147187, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:29:34
31,"[3.72883, 3.79919, 3.86954, 3.9399, 3.9399, 4.01025, 3.72883, 3.79919, 3.86954, 3.9399, 3.9399, 4.01025, 4.01025, 4.15097, 4.22132, 3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 3.9399, 4.01025, 4.15097, 4.22132, 3.72883, 3.79919, 3.86954, 3.65848, 3.72883, 3.79919, 3.86954]","[0.0321323, 0, 0, 0.0809647, 0.830187, 0.075819, 0.0324181, 0.0329077, 0.0554559, 0.078015, 0.79722, 0.0734699, 0.788827, 0.603047, 0.55175, 0.0327799, 0.0326227, 0.0332119, 0.0517116, 0.0398951, 0.772802, 0.0698604, 0.616703, 0.562539, -0.0645935, -0.0652376, -0.0658838, -0.0316139, -0.0319355, -0.0647993, -0.0675468]","[0.234165, 0.285433, 0.844178, -0.687578, -0.76729, -0.600379, 0.268624, 0.318212, 0.971817, -0.640259, -0.73389, -0.552045, -0.72464, 0.357732, 0.304911, 0.306158, 0.29053, 0.344929, 0.921555, -0.6705, -0.706026, -0.461536, 0.406366, 0.355431, 0.252611, 0.288343, 0.319711, 0.150785, 0.206758, 0.26462, 0.387151]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:29:35
19,"[3.65848, 3.72883, 3.79919, 3.86954, 4.22132, 3.65848, 3.72883, 3.79919, 3.86954, 3.65848, 3.72883, 3.79919, 3.58812, 3.65848, 3.72883, 3.79919, 3.86954, 3.86954, 4.22132]","[0.0323324, 0.0323161, 0.0323817, 0.0351815, 0.614375, -0.034229, -0.0670315, -0.0664858, -0.0995324, 0.0321242, 0.0319603, 0.0317518, 0, 0, 0.0322454, 0.0320481, 0.106197, 1.08515, 0.595178]","[0.258824, 0.256918, 0.264511, 0.476874, 0.398632, 0.419859, 0.367867, 0.34598, 0.337874, 0.23311, 0.210422, 0.177079, 0.305698, 0.263392, 0.248431, 0.222891, 0.485477, -0.92641, 0.325314]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:29:36
22,"[3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 4.01025, 3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 3.9399, 4.01025, 4.01025, 3.72883, 3.79919, 3.9399, 3.9399, 4.01025, 4.01025, 3.79919, 3.79919]","[0, 0.0319714, 0, 0, 0.799368, 0.870429, 0.0322293, 0.0322285, 0, 0, 0.744596, 0, 0, 0.76523, 0.032713, 0, 0.719255, 0.0363982, 0, 0.724051, -0.0954063, -0.094812]","[0.205459, 0.212051, 0.2616, 0.259147, -0.736206, -0.80265, 0.246458, 0.246363, 0.305263, 0.560639, -0.669824, -0.733553, -0.703107, -0.623163, 0.299617, 0.357805, -0.632824, -0.537975, -0.61518, -0.640197, 0.178382, 0.139527]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.147187]","[]","[]","[]","[]",28/06/2025 12:29:37
24,"[3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 3.9399, 4.01025, 3.65848, 3.79919, 3.86954, 3.79919, 3.86954, 3.72883, 3.79919, 3.9399, 4.01025, 4.22132, 3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 4.01025, 4.22132]","[0, 0, 0, -0.0314339, 0.71992, 0.0879919, 0.0473756, -0.0344005, -0.0967929, -0.0642936, -0.0981212, -0.0980325, 0.032107, 0.0318082, 0.0457385, 0.0458948, 0.578279, 0, 0.0323922, 0.0320653, 0, 0.0441658, 0.08449, 0.581237]","[0.332605, 0.271093, 0.238113, 0.106702, -0.710015, -0.779578, -0.850151, 0.430886, 0.245251, 0.233889, 0.294368, 0.291378, 0.230835, 0.186726, -0.81829, -0.821473, 0.237429, 0.298726, 0.265707, 0.225245, -0.232156, -0.784429, -0.736814, 0.255384]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:29:38
25,"[3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 3.9399, 4.01025, 4.01025, 3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 4.01025, 4.01025, 4.22132, 3.65848, 3.72883, 3.9399, 3.9399, 3.79919, 3.86954, 3.72883, 3.79919, 3.86954]","[0.0641708, 0.0321127, -0.0979285, -0.0654418, 0.0379735, 0.770714, 0.0756838, 0.768915, 0.0322203, 0, -0.0332894, 0.745587, 0.740986, 0.737412, 0.0397791, 0.546856, 0.032379, 0, 0.710906, 0.0380663, -0.0646812, -0.0646033, -0.0637877, -0.0648872, -0.0652687]","[0.225726, 0.231592, 0.287826, 0.298668, -0.603875, -0.703503, -0.597769, -0.70131, 0.245351, 0.235693, 0.351348, -0.67118, -0.664834, -0.579772, -0.666816, 0.278277, 0.26421, 0.26727, -0.619531, -0.607402, 0.257807, 0.253199, 0.197924, 0.269565, 0.289942]","[0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:29:39
5,"[3.72883, 3.72883, 3.79919, 3.79919, 4.22132]","[-0.096037, -0.0990732, -0.101931, 0.068613, 0.577804]","[0.211637, 0.324469, 0.399294, 0.423586, 0.234395]","[0, 0.147187, 0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:29:40
