numObj,x,y,z,velocity,timestamp
6,"[6.05056, 6.12091, 6.19127, 6.26163, 6.05056, 6.12091]","[0, 0, 0.0315911, 0, 0, 0]","[0.228717, 0.197344, 0.145954, 0.169332, 0.13317, 0.128512]","[0.147187, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187]",13/08/2025 21:54:00
3,"[6.12091, 6.05056, 6.12091]","[-0.0318584, 0, 0]","[0.19489, 0.231039, 0.239447]","[0, 0.147187, 0.147187]",13/08/2025 21:54:02
2,"[6.05056, 6.12091]","[0.0315948, 0.0317256]","[0.146743, 0.172407]","[-0.147187, -0.147187]",13/08/2025 21:54:03
2,"[6.05056, 6.12091]","[0.0319863, 0.032065]","[0.2142, 0.225198]","[0.147187, 0.147187]",13/08/2025 21:54:04
9,"[6.05056, 6.12091, 6.19127, 6.05056, 6.12091, 5.9802, 6.05056, 6.12091, 6.19127]","[0.031868, 0.0319263, 0.0645127, 0.063549, 0.0633264, 0.0317387, 0.0317131, 0.0317106, 0.0636623]","[0.196418, 0.205382, 0.247721, 0.178255, 0.157577, 0.174756, 0.170128, 0.169673, 0.187857]","[0, 0, 0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:54:05
1,"[6.19127]","[0.0633928]","[0.164027]","[-0.147187]",13/08/2025 21:54:06
8,"[6.05056, 6.12091, 6.19127, 6.05056, 6.12091, 6.05056, 6.12091, 6.19127]","[0, 0, 0.0320927, 0, 0, 0.0319204, 0.0320733, 0.0321477]","[0.182467, 0.186805, 0.228928, 0.178062, 0.191838, 0.204493, 0.226329, 0.236161]","[0, 0, 0, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:54:07
16,"[5.9802, 6.05056, 6.12091, 6.19127, 5.9802, 6.05056, 6.12091, 6.19127, 6.26163, 5.9802, 6.05056, 6.12091, 6.19127, 6.26163, 6.05056, 6.12091]","[0.0319065, 0.0317878, 0.0635257, 0.0638278, 0.032141, 0.0320366, 0.0319814, 0.0648779, 0.0675443, 0.032498, 0.0322358, 0.0644109, 0.0646291, 0.0657083, 0, 0]","[0.20238, 0.183303, 0.176204, 0.201025, 0.235296, 0.221292, 0.213499, 0.269047, 0.387061, 0.277418, 0.247255, 0.241399, 0.254732, 0.311553, 0.219063, 0.250382]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187]",13/08/2025 21:54:08
7,"[6.05056, 6.12091, 6.19127, 6.05056, 6.12091, 6.19127, 6.12091]","[0.0319547, 0.0319925, 0.0647987, 0.0322009, 0.0322015, 0.0324319, 0.0325018]","[0.20961, 0.215085, 0.264589, 0.242926, 0.243004, 0.270171, 0.277824]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373]",13/08/2025 21:54:09
16,"[6.05056, 6.12091, 6.19127, 6.26163, 6.12091, 6.19127, 6.05056, 6.12091, 6.19127, 6.26163, 6.33198, 6.05056, 6.12091, 6.19127, 6.26163, 6.33198]","[0.064238, 0.0317762, 0.0636985, 0.0641271, 0, 0, 0.0631127, 0.0628708, 0.0631264, 0.0636057, 0.0643246, 0.06366, 0.0633824, 0.06329, 0.0638859, 0.0986096]","[0.230228, 0.181317, 0.190824, 0.222745, 0.240045, 0.24556, 0.134641, 0.102443, 0.136226, 0.183125, 0.235898, 0.187666, 0.163036, 0.15392, 0.205437, 0.310236]","[0, 0, 0, 0, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:54:10
7,"[6.05056, 6.19127, 6.19127, 6.05056, 5.9802, 6.05056, 6.12091]","[0, 0.0319748, -0.0319428, 0, 0, 0, 0]","[0.183716, 0.212533, 0.207849, 0.15793, 0.182503, 0.179462, 0.185176]","[0, 0.294373, -0.44156, -0.294373, -0.147187, -0.147187, -0.147187]",13/08/2025 21:54:11
