numObj,x,y,z,velocity,timestamp
24,"[2.02843, 2.08355, 2.15388, 2.2136, 2.29042, 2.36072, 2.42914, 2.03548, 2.07576, 2.13831, 2.19478, 2.28349, 2.35369, 2.42154, 2.0645, 2.12697, 2.18491, 2.29217, 2.35199, 2.41824, 2.09458, 2.15553, 2.20941, 2.34732]","[0.127519, 0.131916, 0.0681567, 0.0703553, 0.36277, 0.373763, 0.384756, 0.0637595, 0.0659581, 0.0681567, 0.0703553, 0.36277, 0.373763, 0.384756, 0.0659581, 0.0681567, 0.0703553, 0.290216, 0.373763, 0.384756, 0.0659581, 0.0681567, 0.0703553, 0.373763]","[0.179075, 0.310359, 0.33614, 0.40458, 0.113161, 0.0966379, 0.121794, 0.12485, 0.376493, 0.424041, 0.496662, 0.210909, 0.206096, 0.227337, 0.434047, 0.477689, 0.538425, 0.228331, 0.224696, 0.260179, 0.251557, 0.325363, 0.426871, 0.269158]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",10/11/2025 21:13:24
18,"[1.96352, 2.01203, 2.07001, 2.16814, 1.95934, 2.03145, 2.09762, 2.14717, 2.22113, 2.14314, 2.21743, 2.30196, 1.92727, 1.91521, 2.13409, 2.2209, 2.29805, 2.35766]","[-0.0615609, -0.0637595, -0.0659581, -0.0681567, -0.0615609, -0.0637595, -0.131916, -0.136313, -0.0703553, -0.136313, -0.140711, 0.217662, 0, 0, -0.136313, 0, 0.145108, 0.224258]","[0.146602, 0.332445, 0.406919, 0.226657, 0.194686, 0.178862, 0.193562, 0.35763, 0.360944, 0.38106, 0.36314, 0.209803, 0.66968, 0.887047, 0.428862, 0.369174, 0.297189, 0.336463]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",10/11/2025 21:13:25
4,"[2.09904, 2.19446, 1.80152, 1.77902]","[0, 0.0703553, -0.0615609, -0.0637595]","[0.592342, 0.498051, 0.794635, 0.99693]","[0.147187, 0.147187, -0.147187, -0.147187]",10/11/2025 21:13:27
9,"[2.07992, 2.14001, 2.05125, 2.1554, 2.09445, 2.15668, 2.08085, 2.14036, 2.20187]","[-0.0659581, -0.0681567, -0.136313, -0.0703553, -0.0659581, -0.0681567, -0.0659581, -0.0681567, 0]","[0.3528, 0.41538, 0.72845, 0.646504, 0.252626, 0.317691, 0.347263, 0.413576, 0.469493]","[0, 0, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",10/11/2025 21:13:28
8,"[2.08116, 2.14168, 2.24098, 2.04012, 2.10302, 2.16984, 2.24257, 2.31681]","[0, -0.0681567, -0.140711, 0, 0, -0.0681567, -0.140711, -0.145108]","[0.351676, 0.406699, 0.163892, -0.0273106, 0.179385, 0.209741, 0.140466, 0.0416656]","[0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",10/11/2025 21:13:30
2,"[2.13803, 2.15964]","[0, 0.0681567]","[0.43087, 0.296902]","[0.147187, -0.147187]",10/11/2025 21:13:34
10,"[2.15627, 1.73232, 1.76873, 1.88825, 2.06371, 2.13773, 2.19562, 2.08755, 2.15827, 2.22326]","[0, -0.0593623, -0.0615609, 0, 0, 0, 0, 0, 0, 0.0703553]","[0.327635, 0.777173, 0.865172, 0.772887, 0.442719, 0.432341, 0.497923, 0.311459, 0.314159, 0.347616]","[0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]",10/11/2025 21:13:35
11,"[1.83348, 1.93936, 1.81238, 1.91642, 2.11519, 2.1574, 1.80551, 1.86339, 1.95824, 2.14443, 2.2055]","[0, 0, 0, 0.0637595, -0.0681567, 0, 0, 0, 0.0637595, 0, 0.0703553]","[0.720451, 0.633825, 0.771992, 0.697225, 0.527387, 0.643643, 0.590424, 0.639123, 0.569274, 0.397826, 0.446638]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",10/11/2025 21:13:36
22,"[2.2438, 2.30716, 2.3591, 2.01249, 2.04702, 2.23853, 2.2967, 2.34822, 2.16902, 2.23175, 2.29195, 2.34599, 2.16511, 2.23533, 2.29473, 2.15825, 2.22823, 1.96585, 2.02599, 2.07814, 2.1356, 2.17921]","[0.140711, 0.217662, 0.224258, -0.0637595, -0.131916, 0.211066, 0.217662, 0.224258, 0.20447, 0.211066, 0.217662, 0.224258, 0.20447, 0.211066, 0.290216, 0.20447, 0.211066, 0, 0, -0.0659581, -0.0681567, -0.140711]","[0.119376, 0.14157, 0.326218, 0.329668, 0.497178, 0.114553, 0.261167, 0.397009, 0.101746, 0.208311, 0.300036, 0.40997, 0.16526, 0.165598, 0.201028, 0.238713, 0.243094, 0.127093, 0.241224, 0.363141, 0.437473, 0.547625]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156, 0.588746, 0.588746, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",10/11/2025 21:13:37
13,"[2.22089, 2.28691, 2.35316, 2.05295, 2.1141, 2.22332, 2.29373, 2.29716, 2.08808, 2.14959, 2.22984, 2.3021, 2.37047]","[0.211066, 0.217662, 0.224258, 0, 0, 0.211066, 0.217662, 0.290216, 0, 0.0681567, 0.211066, 0.217662, 0.224258]","[0.30291, 0.336305, 0.36662, 0.490198, 0.536109, 0.284517, 0.286063, 0.171036, 0.30793, 0.362536, 0.227934, 0.20828, 0.229431]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",10/11/2025 21:13:38
