numObj,x,y,z,velocity,x_static,y_static,z_static,velocity_static,timestamp
40,"[1.19604, 1.2664, 1.2664, 1.33675, 1.33675, 1.40711, 1.40711, 1.47746, 1.47746, 1.54782, 1.61817, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817]","[0, 0.0649619, -0.272248, 0.0970134, -0.296627, 0.128182, -0.337845, -0.220581, 0.127109, -0.157165, -0.0940565, -0.0666985, -0.0335195, -0.0952603, -0.0953372, -0.12671, -0.220571, -0.220654, -0.18944, -0.0955945, -0.0956461, -0.126532, -0.220631, -0.220821, -0.221479, -0.0321707, 0, 0.0629841, 0.0944308, 0.125758, 0.125534, 0.0634547, -0.032628, -0.0325049, 0, 0.0315504, 0.0631701, 0.126643, 0.0627519, 0.0632342]","[0.311683, 0.27369, -0.377137, 0.254143, -0.544675, 0.210855, -0.716282, 0.0207006, 0.16718, 0.0586414, 0.0598061, 0.354707, 0.369615, 0.1697, 0.174327, 0.147427, 0.0183707, 0.0327789, 0.092737, 0.188958, 0.191752, 0.137694, 0.0295428, 0.0506384, 0.091701, 0.239119, 0.0989437, 0.118647, 0.107125, 0.0825584, 0.0571479, -0.169817, 0.291079, 0.278153, 0.141614, 0.136897, 0.141178, 0.143879, -0.0820027, -0.148133]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:23:04
40,"[1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.47746, 1.54782, 1.54782, 1.61817, 1.61817, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.89959, 1.96995, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817]","[-0.0959832, -0.0634567, -0.0316289, 0.0314381, 0.0938984, -0.820876, 0.0939273, -0.324672, 0.0941342, -0.335402, -0.0334925, -0.0325603, 0.0315824, 0.0631384, 0.0944866, 0.0939706, 0.0938908, 0.0938975, -0.0626236, -0.06256, 0.0317641, 0.0635623, 0.0947011, 0.0941137, 0.0940086, 0.0939432, -0.126126, -0.126009, -0.255758, -0.220535, -0.220587, -0.220548, -0.0328469, -0.0642592, -0.15832, -0.127205, -0.0946338, -0.252685, -0.220539, -0.220541]","[0.209019, 0.169995, 0.153869, 0.107948, 0.0149651, 1.22212, -0.0289341, 0.67019, -0.0722589, 0.708197, 0.367527, 0.284058, 0.144067, 0.137611, 0.112465, 0.0419092, 0.00792311, -0.0142705, -0.0514119, 0.0247618, 0.179234, 0.179408, 0.13095, 0.0691878, 0.0506176, 0.0342676, 0.112296, 0.103759, 0.15361, -0.00360486, -0.0219588, -0.0113356, 0.312546, 0.231632, 0.133827, 0.171546, 0.125456, -0.0059978, -0.00743103, 0.00843649]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:23:05
32,"[1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.2664, 1.33675, 1.40711, 1.40711, 1.47746, 1.54782, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782]","[0, 0, -0.0315183, -0.0626854, -0.189723, -0.221179, -0.220557, -0.0954523, -0.0944139, -0.0944344, -0.125798, -0.188658, -0.220556, -0.188622, -0.126481, -0.126438, -0.126237, -0.220822, -0.220818, -0.188976, 0.0313204, 0.0313268, 0.159601, -0.211939, 0.125377, 0.125335, 0, 0.0314225, 0, -0.0942063, 0.125519, 0.125353]","[0.0960059, 0.126641, 0.1293, 0.0679018, -0.107431, -0.0757829, -0.0145524, 0.181029, 0.105456, 0.107483, 0.0863009, 0.0208412, 0.0141092, 0.00758822, 0.134755, 0.132263, 0.119741, 0.0506857, 0.0503862, 0.0613656, 0.0645603, 0.0676791, 0.183716, -0.470492, 0.0280673, 0.0106298, 0.0417287, 0.103262, 0.0860082, -0.0821194, 0.0550967, 0.0199831]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:23:06
31,"[1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.54782, 1.61817, 1.2664, 1.33675, 1.47746, 1.54782, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817]","[-0.188617, -0.157107, -0.19224, -0.259368, -0.224431, -0.191597, -0.0625454, -0.0314858, -0.0316789, -0.0633178, 0.125331, 0.0625781, -0.911203, 0.0626274, -0.031655, -0.0639255, 0.125532, 0.0941251, -0.0938966, -0.0940279, -0.157384, -0.220583, -0.220569, -0.188682, -0.0939006, -0.0626548, -0.0943049, -0.0944517, -0.221745, -0.22063, -0.188617]","[0.00264299, 0.0519826, 0.193304, 0.225091, -0.18509, -0.175561, -0.0122148, 0.121114, 0.16373, 0.156718, 0.00692954, -0.0345043, -1.20692, -0.0525767, 0.159091, 0.208382, 0.0568827, 0.0709105, 0.0136287, 0.054499, 0.0786576, 0.0210395, -0.0178532, -0.0262969, -0.0164099, 0.0602955, 0.0939351, 0.109162, 0.103748, 0.0293935, 0.0015592]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:23:07
40,"[1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.40711, 1.47746, 1.47746, 1.54782, 1.61817, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817]","[-0.0680599, -0.0323444, 0.0318708, 0.0640166, -0.263707, 0.0331193, -0.234605, 0.125345, -0.220538, -0.221387, -0.106262, -0.102245, -0.0952986, -0.0948523, -0.0632588, -0.220659, -0.220534, -0.188617, -0.110306, -0.138908, -0.128593, -0.0951762, -0.127449, -0.220572, -0.220583, -0.188723, 0, 0, 0, -0.0627339, 0.125384, 0.125339, 0.125339, 0, 0, 0, -0.0315769, 0.125383, 0.125338, 0.125328]","[0.405215, 0.260221, 0.196849, 0.214997, -0.28699, 0.337064, 0.345146, -0.01629, 0.00667426, -0.0871547, 0.486632, 0.406494, 0.172024, 0.142514, 0.150712, 0.0334302, -0.00244589, -0.001395, 0.551706, 0.444614, 0.225215, 0.164476, 0.182206, 0.0186569, 0.0209755, 0.0333524, 0.103013, 0.0736964, 0.0768127, 0.0784475, -0.0298925, -0.0132679, -0.0132644, 0.144028, 0.106207, 0.112422, 0.142867, -0.029621, 0.0128347, 0.00132864]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:23:08
35,"[1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.47746, 1.54782, 1.61817, 1.68853, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.47746, 1.54782, 1.61817, 1.68853, 1.19604, 1.2664, 1.33675, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.68853]","[0.0628785, 0.0629692, 0.0630532, 0.0629536, 0.0625581, -0.351719, -0.220585, -0.188875, -0.157109, 0.0317115, 0.0633379, 0.0633257, 0.0945308, 0.06256, 0.0626025, -0.0625772, 0.0318299, 0.0636103, 0.0636029, 0.0631052, 0.0625409, 0.0625452, -0.188884, -0.188709, -0.15691, -0.156894, 0, 0.0315286, 0.0941848, -0.630154, -0.167912, -0.189602, -0.188617, -0.156915, -0.156944]","[0.10362, 0.116648, 0.12749, 0.114509, -0.0235341, -0.615695, 0.0214947, 0.051989, 0.0522855, 0.169838, 0.158718, 0.157508, 0.11652, -0.0247551, -0.0443941, 0.0340879, 0.190308, 0.183512, 0.182885, 0.133756, 0.00203284, -0.0119162, 0.0529575, -0.0311503, -0.0146904, -0.00408698, 0.186883, 0.131799, 0.0793062, 1.13266, 0.362726, 0.101386, 0.00247033, 0.0168275, 0.0255008]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:23:09
37,"[1.19604, 1.2664, 1.33675, 1.33675, 1.40711, 1.40711, 1.47746, 1.47746, 1.54782, 1.61817, 1.68853, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.33675, 1.40711, 1.47746, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.68853, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.68853]","[-0.0983867, -0.032124, 0.0317784, -0.313022, -0.263382, 0.0636929, 0.0626538, -0.365853, 0.0625831, 0.0625786, 0.0940037, -0.100084, -0.100226, -0.0643629, -0.0950668, -0.128317, -0.223706, -0.220834, -0.222277, -0.127976, -0.162219, -0.223863, -0.0312637, -0.0312928, 0, 0.0625563, 0.0939614, 0.0939388, 0.0939069, -0.097946, -0.0312613, -0.0313609, -0.0313971, 0.0625508, 0.0625462, 0.0625423, 0.093894]","[0.303113, 0.233078, 0.181709, -0.419382, -0.282877, 0.190367, 0.0600495, -0.666205, 0.0367443, 0.0347684, 0.0495669, 0.353183, 0.356991, 0.23836, 0.157414, 0.215702, 0.167232, 0.0517887, 0.124303, 0.203237, 0.255874, 0.171255, -0.0234041, 0.0491061, 0.0611132, -0.0222747, -0.0394984, -0.0328732, -0.0200968, 0.288427, -0.0199033, 0.082167, 0.0951325, 0.0179352, -0.0131946, -0.0070783, 0.0114353]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:23:10
33,"[1.2664, 1.33675, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.68853, 1.2664, 1.33675, 1.40711, 1.54782, 1.61817, 1.2664, 1.2664, 1.33675, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.68853, 1.19604, 1.19604, 1.2664, 1.2664, 1.33675, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.68853]","[0.062558, 0.0627923, -0.308813, -0.159134, -0.0946901, -0.157, -0.156964, -0.157091, 0.062594, 0.0313415, -0.125929, -0.189173, -0.188824, 0.0628508, -0.661002, 0.0625427, -0.349137, -0.16212, -0.0958056, -0.157024, -0.157032, -0.15692, -0.301963, 0.0942711, 0.0626356, -0.899119, 0.0626049, -0.336074, -0.160554, -0.0949978, -0.156894, -0.156895, -0.156913]","[-0.0234283, 0.089477, -0.604894, -0.167344, -0.130068, 0.0367441, 0.0300424, 0.0500691, 0.04124, 0.0742497, -0.097522, 0.0762528, 0.0466282, -0.0993074, 1.09491, 0.00791235, -0.751292, -0.253563, -0.200122, -0.0406384, -0.0419069, -0.0185565, 0.744311, -0.0900621, -0.0549899, 1.20328, 0.0452387, -0.710442, -0.21307, -0.152783, 0.00344217, -0.00456054, 0.0159073]","[0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:23:11
30,"[1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.54782, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.19604, 1.2664, 1.33675, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.47746, 1.54782, 1.54782]","[-0.102492, -0.10597, -0.157652, -0.157142, -0.158448, 0, 0.0636839, -0.265694, -0.0656372, -0.0968938, -0.0964388, -0.0966659, -0.0672043, -0.0339249, -0.0988462, -0.0979006, -0.131908, -0.134101, -0.125365, -0.12542, -0.125582, -0.134833, -0.133442, -0.125434, -0.125872, -0.126269, 0, -0.389003, 0.0942355, -0.276322]","[0.41203, 0.481408, -0.0977697, 0.0560619, 0.139622, 0.208672, 0.189637, -0.310783, 0.308176, 0.249362, 0.230168, 0.23996, 0.374472, 0.399311, 0.317594, 0.286867, 0.316334, 0.362734, -0.0241581, 0.03831, 0.0634203, 0.37669, 0.349563, 0.0410672, 0.0928058, 0.121863, 0.135034, -0.43622, 0.085788, -0.411907]","[0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:23:12
35,"[1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.19604, 1.47746, 1.54782, 1.61817, 1.2664, 1.33675, 1.40711, 1.40711, 1.47746, 1.54782, 1.61817, 1.12569, 1.19604, 1.2664, 1.33675, 1.40711, 1.47746, 1.54782, 1.61817, 1.61817]","[-0.031833, 0, 0, -0.104939, 0.0938968, 0.0938879, -0.157525, -0.066623, -0.0997223, -0.0319908, 0, 0.0317657, -0.221451, -0.220576, -0.22056, -0.101021, -0.221486, -0.220713, -0.220723, 0.0313302, 0.0314505, 0.165805, -0.21617, 0.094001, 0.0939012, 0.0939033, -0.0668669, 0.0626674, 0.0314113, 0.0315403, -0.0332424, 0.0939206, 0.0939092, 0.0938927, -0.366771]","[0.190815, 0.157151, 0.167473, 0.462324, -0.0137433, -0.000982387, 0.0892641, 0.351642, 0.343236, 0.214835, 0.192236, 0.179503, 0.0903367, 0.019531, 0.0154574, 0.377464, 0.0920443, 0.0400621, 0.0410827, 0.0692297, 0.111512, -0.327955, 1.11844, -0.0490038, -0.0168326, -0.0181133, 0.361438, -0.0635476, 0.0997492, 0.134566, 0.347469, -0.0263535, 0.021269, 0.0101029, -0.799382]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:23:13
