create_time,idppe,idbeacon,bluetooth_channel,rssi_1,rssi_2,rssi_3,rssi_4,az_1,az_2,az_3,az_4,el_1,el_2,el_3,el_4,x,y,z
1761084282.210566,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,40a946ce-4b18-11a7-597f-0796ccd11b63,5,-69.0,-74.0,-72.0,-71.0,2.8653972822021117,-1.047169588005152,1.6984778568332195,3.0338081326876702,0.743073343141146,0.548042533084564,0.6295800701263291,0.43994938510161435,-1.7206019163131714,4.517206192016602,0.8682438135147095
1761084284.212837,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,8d3bd4b0-a390-e37e-eb2f-bb00a8952745,7,-84.0,-76.0,-77.0,-77.0,2.850119259660545,-1.1409521400020197,1.6293986539498722,3.0065149925721024,0.675913813350555,0.5042402576345129,0.36893935713844594,0.47776307678743146,-1.985180377960205,4.378541946411133,0.65495502948761
1761084285.211776,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,4cf3fb97-6ea7-05c8-f7b1-f474955a963f,23,-70.0,-75.0,-69.0,-69.0,2.7410036908456004,-1.1117001117466438,1.614533421377268,3.0227299151851583,0.6028834780949388,0.6845652253097319,0.19818011455889847,0.42477033228405786,-2.144954204559326,4.308685302734375,0.5490597486495972
1761084286.208235,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,4371cd41-3257-c787-6de3-5d1fa85dad27,23,-85.0,-76.0,-70.0,-72.0,2.6572110555717834,-1.0924071075456738,1.5752171742044279,3.135928109951194,0.47011058326362964,0.6680799252670052,0.21371722938501614,0.45610611764485254,-2.3493754863739014,4.25160789489746,0.4762958884239197
1761084288.211822,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,8aff7010-8ba8-f5e6-9ac4-56818b5d8c3e,13,-73.0,-76.0,-59.0,-70.0,2.66253258406198,-1.0836630175805622,1.5861228188683028,-3.127968187769057,0.3448153787200722,0.5649804373545497,0.2550864408631708,0.42012221736500166,-2.641315460205078,4.23530912399292,0.43173742294311523
1761084289.20506,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,2e013944-064b-5e0f-d9e8-bd8f502c9154,16,-68.0,-74.0,-63.0,-71.0,2.6875439277555677,-1.1320823488334564,1.600248225290083,3.1179139557056805,0.21869038311511646,0.7171400796571997,0.256122194145373,0.4509943463800136,-3.041614055633545,4.253929615020752,0.42796242237091064
1761084290.210687,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,93a45772-f1e4-2e02-27b2-b503786881dd,22,-69.0,-74.0,-61.0,-65.0,2.6890374284948844,-1.272681941213372,1.503116881380495,-3.1404917027951544,0.18481752069710097,0.6240358347899749,0.3213883828484858,0.57618175947845,-3.46900749206543,4.30445671081543,0.4515739977359772
1761084291.209275,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,f2b6fa69-0651-8f54-49e7-a4030b310194,10,-74.0,-79.0,-61.0,-68.0,2.6972942931385657,-0.982206034270413,1.475121199369364,-3.109283982193279,0.18906005282689486,0.6329775978869977,0.3000654839751437,0.6211136147048583,-3.81759238243103,4.35572052001953,0.501979649066925
1761084293.211864,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,c9b00fe0-b985-8700-9f87-8590962de0d5,16,-76.0,-88.0,-67.0,NaN,2.666673799557053,-0.9799740389608177,1.5911087890611488,NaN,0.2886729468849755,0.6469633215096035,0.3269933382576938,NaN,NaN,NaN,NaN
1761084294.206634,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,553d4ad3-e180-8d1f-c351-4caee0ab7f20,0,-68.0,-71.0,-68.0,-75.0,2.7001033954563813,-0.9877945446598899,1.3727317102035235,3.129248369305058,0.2886765421524471,0.722630718876616,0.47893326977041234,0.3312104538438343,-4.390210151672363,4.465738773345947,0.6398513913154602
1761084295.212234,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,b200b1e1-740e-aa08-8449-552f3574f06a,11,-68.0,-95.0,-65.0,-67.0,2.587129971486348,-0.9872753614053787,1.4199250552485998,3.0993820829442553,0.3658297836706422,0.6585294301238175,0.5559529537599399,0.262320917964371,-4.62578296661377,4.517618656158447,0.711890697479248
1761084297.212257,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,15599cec-e2a2-3281-e9d0-24002f175294,26,-71.0,-81.0,-75.0,-65.0,2.6530613179612215,-1.203863328642689,1.4084947678499795,-3.0992936659960644,0.33691248147477565,0.6122336369451254,0.47358048242692113,0.332807618128582,-5.04357671737671,4.619797706604004,0.839771807193756
1761084298.211825,2c08d2cc-7a1c-9d34-25ea-6265acb43d72,f0903e2b-f864-7bf1-2c31-1ffea7dffa49,34,-72.0,-79.0,-72.0,-78.0,2.5865861539917536,-1.1749162323321272,1.4637143477883363,-3.1254333910435195,0.30128021832735613,0.5859178769496164,0.46865503256984686,0.309999274578221,-5.24700689315796,4.665430068969727,0.902943253517151
