numObj,x,y,z,velocity,x_static,y_static,z_static,velocity_static,timestamp
7,"[0.211066, 0.281421, 0.211066, 0.281421, 0.211066, 0.281421, 0.211066]","[-0.385979, 0.0986437, -0.783852, -0.739234, -0.461554, -0.675559, -0.425253]","[0.0882988, 0.311311, 0.229506, 0.228241, 0.187913, 0.032681, 0.175002]","[0, 0.44156, -0.44156, -0.44156, -0.294373, -0.294373, -0.147187]","[]","[]","[]","[]",28/06/2025 12:19:34
7,"[0.140711, 0.140711, 0.211066, 0.211066, 0.281421, 0.211066, 0.211066]","[0.094112, -0.651679, 0.0939923, -0.818484, 0.125394, 0.127991, -0.400517]","[-0.0689323, 1.08862, -0.0470836, 1.17535, -0.0324788, -0.203793, 0.765047]","[0.147187, 0.147187, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:19:35
0,"[]","[]","[]","[]","[0.344864, 0.143078, 0.651411, 0.841245, 0, 0.554688, 0.680754, 0.756393, 0.887099, 0.826158, -1.81957, -1.90228, -1.04357, -0.892256]","[0.514468, 0.90209, 0.954123, 1.03885, 1.46937, 1.38837, 1.70391, 1.96737, 1.99246, 2.5388, 2.49918, 2.53032, 3.16803, 3.32505]","[0.131649, 0.0478675, 0.309558, 0, 0.154437, -0.400605, -0.491651, 0.110463, 0, -0.13992, -0.162013, -0.672874, 0.528288, 0.180424]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28/06/2025 12:19:36
9,"[0.140711, 0.211066, 1.12569, 1.19604, 0.211066, 0.140711, 0.211066, 0.140711, 0.211066]","[-0.334751, -0.307405, 0.635749, 0.636971, -0.301251, -0.319577, -0.282936, -0.31062, -0.277516]","[-0.706012, -0.59845, 0.0101411, 0.058378, -0.568781, -0.800581, -0.670429, -0.773185, -0.646078]","[0.147187, 0.147187, 0.147187, 0.147187, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:19:37
0,"[]","[]","[]","[]","[0.752693, 0.680754, 0.756393, 0.887099, -1.68249, -1.6128, 0.913122, -1.04357, -1.06531]","[0.876436, 1.72889, 1.96737, 1.99246, 2.07299, 2.20122, 2.77202, 3.16803, 3.27372]","[0.309558, -0.394948, 0.110463, 0, 0.13992, -0.286811, 0.462252, 0.528288, 0.180424]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",28/06/2025 12:19:38
0,"[]","[]","[]","[]","[0.680754, 0.756393, 0.887099, 0.826158, 0.913122, -1.81957, -1.04357, -1.06531]","[1.72889, 1.96737, 1.99246, 2.54265, 2.77202, 2.49918, 3.13409, 3.19938]","[-0.394948, 0.110463, 0, 0, 0.462252, 0.162013, 0.702129, 0.716757]","[0, 0, 0, 0, 0, 0, 0, 0]",28/06/2025 12:19:39
2,"[0.351777, 0.351777]","[-1.39458, -0.126493]","[-1.00083, 0.135459]","[-0.294373, -0.294373]","[]","[]","[]","[]",28/06/2025 12:19:40
2,"[1.19604, 1.19604]","[0.398765, 0.431375]","[0.262295, 0.238847]","[0, -0.147187]","[]","[]","[]","[]",28/06/2025 12:19:41
0,"[]","[]","[]","[]","[0, 0.0368211, -0.304374, -0.132374, 0.139729, 0.809086, 0.680754, 0.894338, 0.756393, 0.887099, 0.826158, 0.913122, -1.90228, -1.04357, -1.06531]","[0.625402, 0.693915, 0.935347, 1.19712, 1.32207, 1.33733, 1.67346, 1.75221, 1.97047, 1.98918, 2.50802, 2.77202, 2.53032, 3.19231, 3.25882]","[0.099054, 0.11006, 0.0515496, -0.391338, -0.139729, 0.418814, -0.587007, -0.103099, 0, -0.114146, 0.418228, 0.462252, -0.672874, 0.352998, 0.360353]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28/06/2025 12:19:42
0,"[]","[]","[]","[]","[-0.383183, -0.447169, -0.47911, 0.309558, -0.600938, -1.09447, 0.680754, 0.984975, 0.756393, 0.887099, -1.57145, 1.40711, -1.04357, -1.06531]","[0.579694, 0.876104, 0.933813, 1.15359, 1.34751, 1.01852, 1.70391, 1.70291, 1.96737, 1.99246, 2.15838, 2.39709, 3.16803, 3.25882]","[0.11006, -0.0515496, -0.110312, 0.0625959, -0.0773244, -0.400605, -0.491651, -0.103099, 0.110463, 0, 0.13992, 0.44024, 0.528288, 0.360353]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28/06/2025 12:19:43
