create_time,idppe,idbeacon,bluetooth_channel,rssi_1,rssi_2,rssi_3,rssi_4,az_1,az_2,az_3,az_4,el_1,el_2,el_3,el_4,x_ble,y_ble,z_ble,numObj,x,y,z,velocity,timestamp,real_xyz,distance
2025-08-13 21:47:52,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,02a02468-7279-5ad9-0a91-fb194d9c9f29,25,-90.0,-82.0,-67.0,-71.0,2.5988425539605164,0.9270351901800046,1.3502647506153969,3.1101822664289624,0.1531009199451817,0.1680641568459009,0.5483247282915714,0.157553741932551,,,,8,"[4.85452, 4.92487, 4.85452, 4.78416, 4.85452, 4.92487, 4.99523, 5.06558]","[0, 0.0316351, 0.0628685, -0.0315603, -0.0316382, -0.031519, -0.0631134, -0.064122]","[0.124809, 0.155133, 0.102081, 0.139159, 0.155763, 0.129485, 0.134727, 0.222389]","[0, 0, 0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",2025-08-13 21:47:52,"[5.944, -4.462, 1.78]",4.9641454450892155
2025-08-13 21:47:53,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,23f47eb7-3a5c-07d2-136a-1d757fe17d09,30,-74.0,-88.0,-67.0,-68.0,2.6408842801929437,0.943319621297512,1.413014684852062,3.139252267623832,0.1837859286041019,0.1738056325504891,0.6827863668596135,0.1556566724195467,1.946016550064087,-4.72105360031128,1.6565539836883545,22,"[4.78416, 4.85452, 4.92487, 4.99523, 5.06558, 4.78416, 4.85452, 4.92487, 4.99523, 5.06558, 4.85452, 4.92487, 4.99523, 4.85452, 4.92487, 4.99523, 5.06558, 4.78416, 4.85452, 4.92487, 4.99523, 5.06558]","[0, 0, 0.0318996, 0.0319977, 0.0637448, 0, -0.0313793, -0.0315154, 0, 0.0312837, -0.0316537, -0.0317814, 0, 0.0632851, 0.0634435, 0.0635775, 0.0956335, 0.0316499, 0.0317538, 0.0638075, 0.063997, 0.096268]","[0.139505, 0.169555, 0.201331, 0.215829, 0.194545, 0.146742, 0.0889834, 0.128588, 0.141644, 0.042744, 0.158832, 0.182219, 0.194842, 0.153424, 0.168787, 0.180718, 0.191072, 0.158088, 0.177428, 0.199462, 0.213593, 0.222495]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",2025-08-13 21:47:53,"[5.944, -4.462, 1.78]",4.9641454450892155
2025-08-13 21:47:54,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,d4f6573c-acde-bc49-3491-08614fbd700e,10,-71.0,-76.0,-68.0,-68.0,2.451743383782208,0.9716569868765002,1.444435724657253,-3.140642171396744,0.110643465944215,0.1823046950505567,0.679114600085694,0.1319056946789737,,,,18,"[4.78416, 4.85452, 4.92487, 4.99523, 4.78416, 4.85452, 4.92487, 4.99523, 4.78416, 4.85452, 4.92487, 4.99523, 4.85452, 4.92487, 4.99523, 4.85452, 4.92487, 4.99523]","[0.0315701, 0.0316476, 0.0317841, 0.031965, 0.031666, 0.0634801, 0.0635302, 0.0632509, 0.0317956, 0.0637624, 0.063825, 0.0959884, -0.0320322, -0.0319654, -0.0320643, 0, -0.0324149, -0.0327828]","[0.141371, 0.157627, 0.18268, 0.211111, 0.161244, 0.17213, 0.176606, 0.149887, 0.184628, 0.195935, 0.200812, 0.209276, 0.220682, 0.21117, 0.225107, 0.24138, 0.268266, 0.306441]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",2025-08-13 21:47:54,"[5.944, -4.462, 1.78]",4.9641454450892155
2025-08-13 21:47:55,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,8a33aeca-a2db-5886-5fdf-9ee2f82de5bb,30,-77.0,-80.0,-68.0,,2.4508954332911266,0.975920441465608,1.4607598368750023,,0.201680273890076,0.195802327824378,0.6611909933172427,,1.9674378633499143,-4.710131645202637,1.6610491275787354,14,"[4.78416, 4.85452, 4.92487, 4.99523, 4.85452, 4.92487, 4.99523, 5.06558, 4.85452, 4.92487, 4.78416, 4.85452, 4.92487, 4.99523]","[0.0316604, 0.0318449, 0.0320263, -0.0320074, -0.0315013, -0.0317301, -0.0317846, -0.0316253, 0.0633158, 0.0633882, 0.0633812, 0.0637182, 0.0317082, 0.0315023]","[0.160149, 0.192735, 0.219861, 0.217204, 0.125083, 0.173224, 0.182751, 0.153144, 0.156519, 0.163592, 0.162924, 0.192418, 0.169224, 0.125352]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",2025-08-13 21:47:55,"[5.944, -4.462, 1.78]",4.9641454450892155
2025-08-13 21:47:56,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,a5cffd01-12fd-4f98-5744-e3df6d11c792,33,-73.0,-78.0,-67.0,,2.5202505396634063,1.004861811979826,1.5176225872059386,,0.2479000171748896,0.2399117489718992,0.6677569504058058,,1.9917595386505127,-4.69806671142578,1.6611772775650024,12,"[4.85452, 4.92487, 4.99523, 4.78416, 4.85452, 4.92487, 4.99523, 4.92487, 4.99523, 4.85452, 4.92487, 4.99523]","[0.0315921, 0.0316781, 0.0316608, 0, -0.0638578, -0.0317582, 0, -0.0318979, 0, 0.0947242, 0.0631507, 0.0634753]","[0.146168, 0.163574, 0.160232, 0.0909389, 0.203317, 0.178212, 0.177181, 0.201064, 0.218482, 0.132783, 0.139007, 0.171696]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187]",2025-08-13 21:47:56,"[5.944, -4.462, 1.78]",4.9641454450892155
2025-08-13 21:47:57,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,cf81c5ad-1090-4b94-7774-f4f5fdf673c1,3,-70.0,-81.0,-71.0,,2.4336179094031283,0.9984830085368684,1.5689187982263908,,0.3093963016179134,0.2678130052776301,0.5046511501011984,,2.029625177383423,-4.678106307983398,1.6569784879684448,19,"[4.78416, 4.85452, 4.92487, 4.92487, 4.99523, 5.06558, 4.71381, 4.78416, 4.85452, 4.92487, 4.99523, 4.78416, 4.85452, 4.92487, 4.99523, 5.06558, 4.92487, 4.99523, 5.06558]","[0.0316519, 0.063563, 0.128183, -0.36055, -0.0316502, -0.0325942, 0.0316353, 0.0317539, 0.0318836, 0.0641079, 0.0318979, 0.0319888, 0.0321043, 0.0645392, -0.0314905, -0.0317259, -0.0628308, -0.0316345, -0.0319103]","[0.158476, 0.179469, 0.210897, -0.783228, 0.15815, 0.287596, 0.15516, 0.177448, 0.198861, 0.221419, 0.201062, 0.214563, 0.230482, 0.249338, 0.122327, 0.172457, 0.0960583, 0.155014, 0.202968]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",2025-08-13 21:47:57,"[5.944, -4.462, 1.78]",4.9641454450892155
2025-08-13 21:47:58,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,fcbb723f-82c9-ead5-9135-83536f87fa2b,16,,-74.0,-80.0,,,1.0582805623890714,1.5899513792514006,,,0.3513373270716217,0.4496770803258332,,2.115123748779297,-4.644420623779297,1.6462433338165283,19,"[4.78416, 4.85452, 4.92487, 4.99523, 4.78416, 4.85452, 4.92487, 4.99523, 5.06558, 4.99523, 4.78416, 4.85452, 4.92487, 4.71381, 4.78416, 4.85452, 4.92487, 4.99523, 5.06558]","[0.0318591, 0.0319432, 0.0319112, 0, 0.0318991, 0, 0, 0, 0, 0, 0.0632978, 0.063424, 0.0635114, 0.0316212, 0.063501, 0.063751, 0.0640149, 0.0324093, 0.16179]","[0.195004, 0.207906, 0.203103, 0.11766, 0.201245, 0.205607, 0.184357, 0.164903, 0.159281, 0.195049, 0.154716, 0.166972, 0.174937, 0.152287, 0.174011, 0.19503, 0.214879, 0.267639, 0.245619]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",2025-08-13 21:47:58,"[5.944, -4.462, 1.78]",4.9641454450892155
2025-08-13 21:48:00,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,19ea1d96-647c-65cb-3832-8ef87fad2913,5,,-90.0,-69.0,-68.0,,1.1858885891813082,1.6231567369869446,3.113375396575968,,0.2899496330220458,0.3875471632804521,0.6881321301157295,2.3433048725128174,-4.63301134109497,1.602023720741272,8,"[4.85452, 4.92487, 4.99523, 4.85452, 4.92487, 4.99523, 4.85452, 4.92487]","[0.0634177, 0.0638388, 0, 0.0641963, 0.0650191, 0, 0.0644151, 0.0629529]","[0.166381, 0.201864, 0.319322, 0.227449, 0.276803, 0.468718, 0.241664, 0.114409]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, -0.147187]",2025-08-13 21:48:00,"[5.944, -4.462, 1.78]",4.9641454450892155
2025-08-13 21:48:01,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,bcef8ede-8e36-f89d-3596-d727cdc993f9,8,,-74.0,-68.0,-87.0,,1.0068314859220486,1.5971296636536,3.0209248245983025,,0.2473629907410751,0.4122368969828997,0.7078685506381978,2.582028388977051,-4.622434616088867,1.5538570880889893,4,"[4.85452, 4.92487, 4.85452, 4.92487]","[-0.0322195, -0.0321273, -0.0322573, -0.0321312]","[0.245244, 0.233509, 0.249886, 0.234018]","[0, 0, 0.147187, 0.147187]",2025-08-13 21:48:01,"[5.944, -4.462, 1.78]",4.9641454450892155
2025-08-13 21:48:03,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,283c729f-5dea-3332-d4c5-1cd4732ad0a3,30,-74.0,-78.0,-71.0,,2.678471603186104,1.0782537379324475,1.5600153180700378,,0.1471061110418997,0.174891702932537,0.4667464781746415,,2.94481348991394,-4.70570707321167,1.515221118927002,1,[4.85452],[0.0319195],[0.204351],[0.147187],2025-08-13 21:48:03,"[5.944, -4.462, 1.78]",4.9641454450892155
