create_time,idppe,idbeacon,bluetooth_channel,rssi_1,rssi_2,rssi_3,rssi_4,az_1,az_2,az_3,az_4,el_1,el_2,el_3,el_4,x_ble,y_ble,z_ble,numObj,x,y,z,velocity,timestamp,real_xyz,distance
2025-08-13 22:18:58,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,d5779a31-7768-1fd9-a127-b739f6fb134f,5,-74.0,,,-80.0,2.0941421020896382,,,2.401945467191034,0.400117749678817,,,0.571346990256493,,,,2,"[6.54305, 6.6134]","[-0.866063, -0.820724]","[0.17612, 0.187988]","[0.147187, 0.147187]",2025-08-13 22:18:58,"[5.95, -0.4, 1.78]",6.442895311892007
2025-08-13 22:18:59,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,a61a5e44-d930-f67f-bca6-5ec9c527e350,5,-74.0,-79.0,-75.0,-77.0,2.1113365353516254,1.1337305792321064,1.5269649563099363,2.512649345280102,0.3616660311748441,0.99348279043219,0.3875150056102895,0.4455734819811573,2.49234414100647,-4.68330192565918,-0.1431586891412735,7,"[6.54305, 6.6134, 6.33198, 6.54305, 6.6134, 6.54305, 6.6134]","[-0.820781, -0.825364, -0.776132, -0.810482, -0.809933, -0.816059, -0.81869]","[0.188263, 0.209361, 0.193135, 0.127367, 0.123219, 0.163389, 0.177716]","[0, 0, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187]",2025-08-13 22:18:59,"[5.95, -0.4, 1.78]",6.442895311892007
2025-08-13 22:19:00,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,2857c6ba-c384-bc0f-4278-9f7396dc54f4,7,-80.0,-78.0,-77.0,-74.0,2.092921841678164,1.1612729912257058,1.5398605149403182,2.4837636348326666,0.2640531544506562,0.94376376998831,0.3423321474511414,0.4886854993661734,2.572930335998535,-4.63289737701416,-0.3182612955570221,1,[6.54305],[-0.81434],[0.153244],[0.147187],2025-08-13 22:19:00,"[5.95, -0.4, 1.78]",6.442895311892007
2025-08-13 22:19:02,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,a758e922-7b1a-6af6-fd98-8118cdd3efb8,25,-84.0,-84.0,-74.0,-73.0,2.102660489152365,1.1658080882460018,1.5304265330948217,2.3663251549790063,0.307556922832023,0.9937313965199488,0.2557349372333618,0.4770539435681706,2.7290284633636475,-4.524646282196045,-0.392090618610382,1,[6.54305],[-0.867414],[0.182452],[-0.147187],2025-08-13 22:19:02,"[5.95, -0.4, 1.78]",6.442895311892007
2025-08-13 22:19:05,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,247077d1-ff3b-c369-2e2e-ac4cab4b0a1f,2,-71.0,-78.0,-85.0,-78.0,2.279865630189584,1.4922256177865068,1.5746280829713024,2.299781814085632,0.4637250553389194,0.7803199146728307,0.5863585635309971,0.4535682915735752,3.60890793800354,-4.04337978363037,-0.4390332400798797,1,[6.33198],[-0.771155],[0.164984],[0.147187],2025-08-13 22:19:05,"[5.95, -0.4, 1.78]",6.442895311892007
2025-08-13 22:19:10,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,f1717893-18d9-d3da-be96-bf3947c0b351,8,-78.0,-79.0,,-75.0,2.161400768051807,1.566482005828968,,2.2032235824426296,0.3859386805610716,0.4409052934853846,,0.2896739292701954,4.9136152267456055,-3.0086944103240967,-0.0749312862753868,1,[6.54305],[-0.812234],[0.139745],[-0.147187],2025-08-13 22:19:10,"[5.95, -0.4, 1.78]",6.442895311892007
2025-08-13 22:19:11,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,96b5f66f-5195-353f-1c94-caeba5e640d5,14,-75.0,-73.0,-74.0,-82.0,2.1780519164514183,1.4476810527616235,1.5421220713380135,2.186350326408105,0.4301581734853971,0.3577255514469357,0.5450053975984103,0.2324930976365632,5.136009216308594,-2.781973600387573,-0.1549451351165771,1,[6.68376],[-0.816642],[0.166675],[0.147187],2025-08-13 22:19:11,"[5.95, -0.4, 1.78]",6.442895311892007
2025-08-13 22:19:12,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,3bf96962-aeae-e37f-98e6-89cb3e949235,4,-76.0,-80.0,-75.0,-71.0,2.197630944153463,1.5526522102881868,1.5662875950693926,2.220848382536774,0.3240171558709893,0.3186898017159085,0.5305688673822815,0.2245984395458891,5.390480995178223,-2.5502991676330566,-0.2067794650793075,1,[6.6134],[-0.818062],[0.174413],[-0.147187],2025-08-13 22:19:12,"[5.95, -0.4, 1.78]",6.442895311892007
2025-08-13 22:19:25,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,8196d300-292c-0ab2-c740-440c365c84cb,24,-87.0,-84.0,-75.0,-92.0,2.1041742299159667,1.6714398475500811,1.488610110290615,2.061556195623646,0.2236241387058404,0.4752141653081165,0.3814473925407075,0.3753920633016534,5.26819372177124,-1.699694275856018,-0.0083336867392063,1,[6.26163],[-0.723879],[0.135224],[0.147187],2025-08-13 22:19:25,"[5.95, -0.4, 1.78]",6.442895311892007
2025-08-13 22:19:27,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,cc1bab16-db09-ad2a-678f-50e316f71d00,9,-76.0,-81.0,-72.0,-85.0,2.123486941509003,1.6115256472421324,1.5787298836822428,2.1340000362281994,0.1285073929371133,0.6054488345939848,0.3157593924104398,0.4369482022901768,5.28998327255249,-1.652612805366516,0.0614477396011352,7,"[6.12091, 6.19127, 6.26163, 6.19127, 6.26163, 6.6134, 6.6134]","[-0.772171, -0.771313, -0.768712, -0.777045, -0.733355, -0.857921, -0.861541]","[0.17114, 0.165955, 0.14907, 0.197825, 0.198288, 0.131027, 0.152849]","[0.147187, 0.147187, 0.147187, 0.294373, 0.588746, -0.294373, -0.147187]",2025-08-13 22:19:27,"[5.95, -0.4, 1.78]",6.442895311892007
2025-08-13 22:19:28,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,57fe266d-c9c0-0426-9334-f55ffabe4689,29,,,,-79.0,,,,2.159985564248539,,,,0.3481629389207882,,,,2,"[6.19127, 6.26163]","[-0.7295, -0.733121]","[0.175579, 0.196991]","[-0.147187, -0.147187]",2025-08-13 22:19:28,"[5.95, -0.4, 1.78]",6.442895311892007
