numObj,range,x,y,z,raw,Timestamp
39,"[0.353004532709185, 0.44125569631377415, 0.4412556995589791, 0.48538124497079865, 0.529506815134762, 0.882511408862997, 0.882511387693213, 0.9266369091852094, 0.9707625124400101, 1.0148879992646302, 4.324305564567116, 4.368431020543004, 4.412556626535489, 0.3530045516946452, 0.44125570595104846, 0.4412556826724483, 0.4853812330392961, 0.5295068345503202, 0.8825114307944046, 0.882511384905343, 0.926636917494472, 0.9707624599509703, 1.014888001851707, 4.324305634761039, 4.36843117457016, 4.4125565571421586, 0.3530045357418571, 0.4412557027614402, 0.44125569914685353, 0.48538123907271197, 0.5295067735194233, 0.8825114426626258, 0.8825114013210938, 0.926636911814285, 0.9707624923955412, 1.014888024348666, 4.324305596756264, 4.368431167340204, 4.41255654541869]","[-0.05320807546377182, -0.06651008874177933, -0.21283230185508728, -0.05852888152003288, -0.06384968757629395, 0.07981210947036743, -0.2660403549671173, 0.0838027149438858, 0.05852888152003288, 0.030594641342759132, 2.9982750415802, 2.89717960357666, 2.9264440536499023, -0.05320807546377182, -0.06651008874177933, -0.21283230185508728, -0.05852888152003288, -0.06384968757629395, 0.07981210947036743, -0.2660403549671173, 0.0558684766292572, 0.05852888152003288, 0.030594641342759132, 2.9982750415802, 2.89717960357666, 2.9264440536499023, -0.05320807546377182, -0.06651008874177933, -0.21283230185508728, -0.05852888152003288, -0.06384968757629395, 0.07981210947036743, -0.2660403549671173, 0.0838027149438858, 0.05852888152003288, 0.061189282685518265, 2.9982750415802, 2.89717960357666, 2.9264440536499023]","[0.34896495938301086, 0.40051954984664917, 0.325178861618042, 0.4662807583808899, 0.5112375617027283, 0.876610517501831, 0.3450094759464264, 0.9168702960014343, 0.9597607851028442, 1.0016714334487915, 2.9846978187561035, 2.8465869426727295, 2.485273599624634, 0.3487173020839691, 0.4064628779888153, 0.3177274465560913, 0.47008174657821655, 0.5147032737731934, 0.8738521933555603, 0.3990022838115692, 0.9181957244873047, 0.9550116062164307, 1.0060577392578125, 3.0147287845611572, 2.9493257999420166, 2.593989849090576, 0.34885403513908386, 0.39390167593955994, 0.3321419358253479, 0.461895614862442, 0.5072466135025024, 0.8782683610916138, 0.2773319184780121, 0.9198441505432129, 0.9636068940162659, 1.0044240951538086, 2.958904981613159, 2.7777395248413086, 2.398510694503784]","[0.002134933602064848, -0.17282097041606903, 0.20896820724010468, -0.1214560717344284, -0.1222163662314415, 0.0633278340101242, -0.7674746513366699, 0.1047946885228157, 0.13346707820892334, -0.16036196053028107, -0.8952900767326355, -1.6082545518875122, -2.1748554706573486, 0.013317561708390713, -0.1583380401134491, 0.22013236582279205, -0.10579443722963333, -0.1066829189658165, 0.09401487559080124, -0.7408414483070374, 0.11158540099859238, 0.16403339803218842, -0.1300363391637802, -0.7882742881774902, -1.4110345840454102, -2.043966054916382, -0.009053459390997887, -0.1874152421951294, 0.19771377742290497, -0.13719241321086884, -0.137845978140831, 0.03318372368812561, -0.7944406270980835, 0.07429542392492294, 0.1020585149526596, -0.13185526430606842, -0.9771627187728882, -1.7244431972503662, -2.2701821327209473]",020104030605080700000603a007000043680a00110000009473d45c2700000006000000000000000100000070020000b6f059bd89abb23e3eea0b3b00000000713688bde610cd3efbf730be00000000b6f059bed87da63ec3fb553e00000000fbbb6fbd5abcee3ef6bdf8bd00000000a0c382bd77e0023f934cfabd000000008874a33d8c69603f06b2813d00000000713688be15a5b03e387944bf00000000c2a0ab3d03b86a3f999ed63d00000000fbbb6f3de2b2753f98ab083e000000009da1fa3cc536803fed3524be00000000bde33f404a053f40bb3165bf00000000646b39407b2e364049dbcdbf00000000dc4a3b40b90e1f40d5300bc000000000b6f059bd138bb23ee7315a3c87744f3f713688bde71bd03e5e2322be87744f3fb6f059be2cada23e616a613e87744f3ffbbb6fbd8eaef03ec1aad8bd87744f3fa0c382bd98c3033f937cdabd87744f3f8874a33dc7b45f3fdf8ac03d87744f3f713688be074acc3ec9a73dbf87744f3f58d6643de00e6b3fe386e43d87744f3ffbbb6f3da47b743f5ff8273e87744f3f9da1fa3c80c6803f3f2805be87744f3fbde33f4051f1404058cc49bf87744f3f646b3940c1c13c40c89cb4bf87744f3fdc4a3b40ee03264057d002c087744f3fb6f059bdff9cb23ef65414bc87744fbf713688bd7badc93ec8e93fbe87744fbfb6f059be820eaa3e7b754a3e87744fbffbbb6fbd957dec3e2b7c0cbe87744fbfa0c382bdeada013f7f270dbe87744fbf8874a33d32d6603fa8eb073d87744fbf713688be73fe8d3e76604bbf87744fbfc2a0ab3de87a6b3f3328983d87744fbffbbb6f3df1ae763f0e04d13d87744fbf9da17a3df890803f110507be87744fbfbde33f40b35e3d4056277abf87744fbf646b39407cc631408ebadcbf87744fbfdc4a3b4033811940aa4a11c087744fbf070000009c000000810006037c0006037c000603930001038400fb029e0086029e008602be008102a800800272007e027c001f0289001c027d0019028000dc027d00db027d00db029300d7028400d0029d005d029d005d02bd005802a7005702720054027d00f5018900f2017e00ef018100dc027d00db027d00db029300d7028400d1029d005d029d005d02be005802a8005602720055027a00f6018800f5017b00f20102000000000200005b0d440f1310c70f6b0e4f0d460c680e120f5d0efc0e4a0fed0e330e3c0d1d0de30c630cde0b300c6c0ddf0d7e0d8f0cfe0bbf0b040bc40ae30a510aa30a430aa10a110bdc0a880a770a0d0a070a350a350a140aa909b509b009230a370ae409e809f1099f09e609350af709ba09d609af09840960093d0a620ae309c409a109a7093b095508a608000923092709aa08c0085709c409ff09b309520a8b0abd0a370abe08bf08a009da09820ac60a8d0a240bac0b500b030a080aaa0a4b0ad8083709710a220b500b0d0b610a5b09270990092309f308d708ae0816090f09d60819090d0911093509d808d608cf0830092a09b90889084608920874081f08510857087e0869087e08a3086108ed07ea070808fa079c077707690766079607b5077307460735079a0717082708ef076b0731075207cd06530714072f0786077c07a40798077607560745079d0757070e071907d8061b0727076b073807df062f071f07cb063b071c079407b5076407c006e106920616072507560744070607f4061e07370720071907cc07e3072607a8061107c6061b079107320795063e070707cd06d406e706c0062b074a072d0727075407d707c0070e072a0795072c07d6060807de0624072307f106da06bc06e506a10610078f06f706fb06e706ab06a7069506ce06020741081909a5098f095109c6092509f107d408fb094c0b8d0bc30b03000000000200007606970615076707fa062a07e906b606c706c706cf060b0715072a07eb06c106f8062107150743070d07ee06e606c50631071407d8061c073407f806c506d6061007f006d906a106c206df069706a706eb069f06e10616072207b90652070e07d106e60618072807f206b106d506b606280736071f071207e006d7061a077d076f075407e206d806fa06bf069b06e706f806fc06230767070507e5060607ea06b906c306e906fd061f070807d706c606f906ee06ee06d306df06fb06e506ce06d306cc06fc06b906fd0600070c07ad06e6060507d706bc06e506ed06d506ed0627074f0715072d07fd06d80623070a07bf06b306c306de0604070e07ff06f6069706ed064b07260724076a074f0709070b0735072a07a1060407f406c0069e0611072507e206e9060b07f60637070c073b0725071a0735071407cc06ce06c206e206250735079e068e06a206c206ec060f070a079d061b072b071407ab06b006c906da060407f3060e0729072f0728073207c70611072007a506d506e8062a0705071207b506a406d7060a07c206fd0618070b07b906db06f406fb062c07e9069d06df060d07f4062a07250760076f0756071a07ef06fd061107f206f8061c07e206390715071107a106d906bb06db06bf06de06d006e206eb06a206a8066c063d06c6052a06e805b205db051a0645062106e1052e065b069f06540685064c06060000001800000072200000cf550000635a0100000000000000000008000000090000001c00000000000000671e00002f003000300030002f003300310031003100300024d6000801000000,2024-07-28 20:39:43
36,"[0.3530045570737937, 0.44125570036316525, 0.441255695852823, 0.48538125018428885, 0.5295067921282864, 0.8825114374826427, 0.8825114074474928, 0.9266369056350152, 0.9707625075538915, 4.32430556976706, 4.36843115131951, 4.41255663017174, 0.3530045427246171, 0.44125569443382007, 0.44125569300731515, 0.48538125498752327, 0.5295068156419587, 0.8825113872913317, 0.8825113851074646, 0.9266368803458283, 0.9707624864085245, 4.324305646477535, 4.3684311225836385, 4.4125566221427635, 0.3530045511535847, 0.44125568492993106, 0.44125570794469104, 0.4853812606834739, 0.5295068157453189, 0.8825113963737936, 0.8825113969539207, 0.9266369049215396, 0.9707624752448775, 4.324305551908357, 4.3684311029302485, 4.412556564286556]","[-0.05320807546377182, -0.06651008874177933, -0.21283230185508728, -0.05852888152003288, -0.06384968757629395, 0.07981210947036743, -0.2660403549671173, 0.0838027149438858, 0.05852888152003288, 2.9982750415802, 2.89717960357666, 2.9264440536499023, -0.05320807546377182, -0.06651008874177933, -0.21283230185508728, -0.05852888152003288, -0.06384968757629395, 0.05320807546377182, -0.2660403549671173, 0.0558684766292572, 0.05852888152003288, 2.9982750415802, 2.89717960357666, 2.9264440536499023, -0.05320807546377182, -0.06651008874177933, -0.21283230185508728, -0.05852888152003288, -0.06384968757629395, 0.07981210947036743, -0.2660403549671173, 0.0838027149438858, 0.05852888152003288, 3.1286346912384033, 2.89717960357666, 2.9264440536499023]","[0.34896525740623474, 0.4005163908004761, 0.3252442181110382, 0.4662778079509735, 0.5112576484680176, 0.8764661550521851, 0.3203023672103882, 0.9164281487464905, 0.9579797983169556, 3.0351674556732178, 2.8779282569885254, 2.079120397567749, 0.34871751070022583, 0.40640637278556824, 0.31784477829933167, 0.47006756067276, 0.514767587184906, 0.877689778804779, 0.37661293148994446, 0.9179865121841431, 0.9526948928833008, 3.0686826705932617, 2.9773454666137695, 2.263458490371704, 0.34884941577911377, 0.3939723074436188, 0.33208397030830383, 0.46192634105682373, 0.5072743892669678, 0.8781101703643799, 0.2425985187292099, 0.9194323420524597, 0.9619756937026978, 2.838931083679199, 2.7491660118103027, 1.796044945716858]","[0.002089771209284663, -0.1728283017873764, 0.20886646211147308, -0.12146741896867752, -0.12213221192359924, 0.06529581546783447, -0.7781100869178772, 0.10859331488609314, 0.14570148289203644, -0.7054955363273621, -1.5514734983444214, -2.56589937210083, 0.013311860151588917, -0.15848298370838165, 0.219962939620018, -0.10585755109786987, -0.10637206584215164, 0.0752057284116745, -0.7524703145027161, 0.11329335719347, 0.176993265748024, -0.5414358377456665, -1.350908875465393, -2.4048569202423096, -0.009230327792465687, -0.18726667761802673, 0.19781114161014557, -0.13708899915218353, -0.13774389028549194, 0.03713382035493851, -0.8057262897491455, 0.0792289525270462, 0.11643417924642563, -0.9228942394256592, -1.769640326499939, -2.771426200866699]",0201040306050807000006036007000043680a001c000000b822f1692400000006000000000000000100000040020000b6f059bd93abb23e8bf4083b00000000713688bd7c10cd3ee7f930be00000000b6f059be6986a63e17e1553e00000000fbbb6fbdf7bbee3ee9c3f8bd00000000a0c382bdc8e1023f7420fabd000000008874a33d1660603fd0b9853d00000000713688beacfea33e393247bf00000000c2a0ab3d099b6a3f2c66de3d00000000fbbb6f3d2a3e753fc532153e00000000bde33f402f4042405b9b34bf00000000646b3940fa2f3840af96c6bf00000000dc4a3b404f100540b23724c000000000b6f059bd1a8bb23efd195a3c87744f3f713688bd7f14d03e5d4922be87744f3fb6f059be8dbca23ef73d613e87744f3ffbbb6fbdb2acf03ed8cbd8bd87744f3fa0c382bdcfc7033f99d9d9bd87744f3fb6f0593d47b0603f76059a3d87744f3f713688be69d3c03ee5a140bf87744f3f58d6643d2a016b3f5906e83d87744f3ffbbb6f3dd0e3733fb93d353e87744f3fbde33f404c6544408a9b0abf87744f3f646b3940d48c3e4095eaacbf87744f3fdc4a3b4081dc10402de919c087744f3fb6f059bd649cb23ecd3a17bc87744fbf713688bdbdb6c93ed6c23fbe87744fbfb6f059bee906aa3e018f4a3e87744fbffbbb6fbd9c81ec3e0f610cbe87744fbfa0c382bdbcdc013fbc0c0dbe87744fbf8874a33dd4cb603fa219183d87744fbf713688bebf6b783e14444ebf87744fbfc2a0ab3deb5f6b3fca42a23d87744fbffbbb6f3d0a44763f0b75ee3d87744fbf8d3b48400cb13540cc426cbf87744fbf646b394056f22f409383e2bf87744fbfdc4a3b40cde4e53f0c5f31c087744fbf0700000090000000800007037c0006037c000603940000038700f8029d0086029d008602bd008002a8007e027e001c028c0018027f0014027f00dd027c00dc027c00dc029500d6028600ce029d005d029d005d02bc005702a80054027e00f0018b00ed017f00e9018000dd027c00dc027c00dc029600d5028700cd029c005d029c005d02bd005702a80054027c00f4018700f3017800ef0102000000000200005b0d440f1310c60f6a0e4c0d3f0c680e100f5c0efc0e490fed0e320e340d200dee0c6f0ce20b360c660dd70d730d4b0ce40bcb0b320bd10a7e0a790a8b0a460ab10afb0adb0a930a990a3c0a040a240a410ac409b809a709eb095b0a3f0afc091b0af4096c09ac09340a160a9d09d5099d09870979092d0a590a010a8d099709c209700991085c080d098c094d09b308f5087e09c009040ab209530a8f0ac40a3a0a0e0914098309010ab40ae10a8d0a190baa0b560b150a190aaf0a550aea084b097c0a1a0b470b010b5b0a5809190969091b09d7089f08da08110907099108f108d10824092809c808b708d10832093309f108bd087e087708800819082008570862086708800891086b08df070a0815081608b7079507aa07b2079307aa07bb078207a607aa07010845081d08f307da077d0733076f074d076b0781078d078b0742074f077507710779077207400760070d074607030776075a07fd061107610764070a0729079e07b9076407280746074a0787074407240741076a07140734078a072a076807b807c2074507560774073507390773072c07f206bf060f0743070307fb06eb060f0747071107ed063407960783073c071b07110745074c07d406be06cc06360722071707580724071e070207ef06c106c406b406a10606066306f606de063f081409a50990095909c9092509c407dd08070a4b0b8c0bc30b0300000000020000d206e60608071307ba06d506ed06d306e506d406fa0628070507fe06df0624070f07e706e306e7067206aa06ec06dd06ba06d706b3069d06a9066906f0065e072807ee06e406dd06df06fe06040735070b07100714070107130706073507f806d3061407ba06f506ac06da06c3067a06920613071507f9061b07fe06d706c606e706e206ef06ce06e406c9061507f006ea06e006ff0633073007fb060407f506fe06c206e706ac0626072907ae0628071907e406fb06b706cb06cc06ee06da06a106ce061c072407ef06e4069606bc06e806db06f506060746071307ed06fb060807d406060735071a0724072a070d07e506d106fc06540726070007f406370757072907f006ea06e80620071307f406590774076f07430746075507680700076a069d06ff0624070b07fd064907e306ea060b07f2061f071b072a074e0725073507e506e506fb06fa067107270719074d07f706af0647071c0720072607b406f80614072207220728071e070a074b07dd0632071507f506f506e90605072007f906e0060d0701070507f406cb06e406dc06bf0605074d07d8061d07f506e106c106c106ba06e406d8060b074a070c07940610071c07d006d006d406cb060207ed06bb06190722071f071607c40685069806f806e3066d067b069b064106f005ea050506c105ba054c0583051006190690067206f10509069706bc0691065b0606000000180000002020000002530000b75a0100000000000000000008000000090000001c00000000000000b32200002f002f003000310030003200320031003100300024d60008,2024-07-28 20:39:44
38,"[0.35300453170700224, 0.4412557053325733, 0.4412557038035586, 0.4853812622019425, 0.5295067653755502, 0.8825114286425962, 0.8825114010878853, 0.9266369398848675, 0.9707624611395386, 1.0148880477765745, 4.324305657119923, 4.3684310996216995, 4.412556478328059, 0.3530045320249452, 0.4412557136842852, 0.44125568573348634, 0.48538125468530224, 0.5295067696545078, 0.88251139519711, 0.8825113828240151, 0.9266368867674994, 0.9707624941365223, 1.0148879901875758, 4.324305649122302, 4.368431221272231, 4.412556444242404, 0.3530045478427866, 0.4412557044019004, 0.44125568918008345, 0.4853812623601316, 0.5295067760371044, 0.8825114265168121, 0.9266369085701943, 0.970762479486664, 1.0148880042398978, 4.32430572772738, 4.368431204815494, 4.4125564455984225]","[-0.05320807546377182, -0.06651008874177933, -0.21283230185508728, -0.05852888152003288, -0.06384968757629395, 0.07981210947036743, -0.2660403549671173, 0.0838027149438858, 0.05852888152003288, 0.061189282685518265, 3.1286346912384033, 3.02886962890625, 3.0594639778137207, -0.05320807546377182, -0.06651008874177933, -0.21283230185508728, -0.05852888152003288, -0.06384968757629395, 0.05320807546377182, -0.2660403549671173, 0.0558684766292572, 0.05852888152003288, 0.030594641342759132, 3.1286346912384033, 3.02886962890625, 3.0594639778137207, -0.05320807546377182, -0.06651008874177933, -0.21283230185508728, -0.05852888152003288, -0.06384968757629395, 0.07981210947036743, 0.0838027149438858, 0.05852888152003288, 0.061189282685518265, 3.1286346912384033, 3.02886962890625, 3.0594639778137207]","[0.34896451234817505, 0.40045201778411865, 0.32560375332832336, 0.46634340286254883, 0.5113587379455566, 0.8764243721961975, 0.2816089987754822, 0.9160594344139099, 0.9583637118339539, 1.0120859146118164, 2.953972339630127, 3.0997588634490967, 2.9412248134613037, 0.34871023893356323, 0.40640512108802795, 0.3182653486728668, 0.47012537717819214, 0.5147871375083923, 0.8776084184646606, 0.34587886929512024, 0.9177592396736145, 0.9532445073127747, 1.009546160697937, 2.968770980834961, 3.122593402862549, 3.001171588897705, 0.3488529622554779, 0.39392608404159546, 0.33248522877693176, 0.4620155096054077, 0.5074124336242676, 0.8781670928001404, 0.9192792773246765, 0.9625937342643738, 1.0099984407424927, 2.9344403743743896, 3.0734167098999023, 2.886491537094116]","[0.002206633798778057, -0.17297741770744324, 0.20830555260181427, -0.12121538817882538, -0.12170814722776413, 0.06585414707660675, -0.7929345965385437, 0.11166125535964966, 0.14315418899059296, -0.04399684816598892, -0.430478572845459, -0.5483010411262512, -1.2081106901168823, 0.013500725850462914, -0.1584862470626831, 0.21935395896434784, -0.10560048371553421, -0.10627718269824982, 0.07614937424659729, -0.7670832276344299, 0.11511998623609543, 0.17400890588760376, -0.09938888251781464, -0.3125110864639282, -0.39818406105041504, -1.0503826141357422, -0.009095176123082638, -0.18736393749713898, 0.19713591039180756, -0.13678818941116333, -0.13723434507846832, 0.03576314076781273, 0.0809856504201889, 0.11120910197496414, -0.07846453040838242, -0.5480188727378845, -0.6806244850158691, -1.3336045742034912]",020104030605080700000603a007000043680a002b0000004a05d37b2600000006000000000000000100000060020000b6f059bd7aabb23e2c9d103b00000000713688bd0c08cd3efe2031be00000000b6f059be89b5a63e0d4e553e00000000fbbb6fbd90c4ee3ec63ff8bd00000000a0c382bd68e8023f1f42f9bd000000008874a33d595d603f8ade863d00000000713688be0e2f903ec3fd4abf00000000c2a0ab3ddf826a3fa8aee43d00000000fbbb6f3d5357753f0397123e000000009da17a3d088c813f0a3634bd000000008d3b4840e20d3d40b067dcbe0000000000d9414073624640755d0cbf0000000042ce4340073d3c405fa39abf00000000b6f059bd268ab23e26325d3c87744f3f713688bd5514d03e384a22be87744f3fb6f059beadf3a23e539e603e87744f3ffbbb6fbd46b4f03e1145d8bd87744f3fa0c382bd17c9033fdaa7d9bd87744f3fb6f0593df2aa603f34f49b3d87744f3f713688be0917b13e915f44bf87744f3f58d6643d45f26a3f07c4eb3d87744f3ffbbb6f3dd507743f642f323e87744f3f9da1fa3ccf38813f668ccbbd87744f3f8d3b484058003e407401a0be87744f3f00d9414092d84740c8decbbe87744f3f42ce434032134040f07286bf87744f3fb6f059bddb9cb23eef0315bc87744fbf713688bdaeb0c93e55dc3fbe87744fbfb6f059be813baa3effdd493e87744fbffbbb6fbd4c8dec3e34120cbe87744fbfa0c382bdc8e5013f29870cbe87744fbf8874a33d8fcf603f5f7c123d87744fbfc2a0ab3de3556b3fcedba53d87744fbffbbb6f3d8b6c763f99c1e33d87744fbf9da17a3da147813f03b2a0bd87744fbf8d3b4840dfcd3b40f74a0cbf87744fbf00d94140dcb24440683d2ebf87744fbf42ce434047bc38408eb3aabf87744fbf0700000098000000840003037f0002037f0002039600fe028700f8029100900291009002b3008802a8008402710080028200210291001c027f0014028300d9028000d8028000d8029600d4028700ce029200660292006602b2005f02a7005a02710056028400f5019200f0017e00e9018400d8028000d8028000d8029700d4028700cd0291006602b3005f02a8005a02710057027f00fa018d00f6017c00ee0102000000000200005b0d430f1310c60f690e4c0d420c670e100f5e0efa0e490fed0e320e430d1b0dcf0c5d0cb60b100c5e0dcf0d8a0d930ceb0ba90b1c0b1c0b060bd40af90a490a840ab20a7e0a9c0ab40a360a140a400a440ae409960979098909290a1f0acd09d909c1098d09f8093a0a030ac009d009a00998097809460a730ac409cd098d09950928097c084308000958099a09280904095909c009110aa909440a740aba0a220a39092d09b5092c0aab0adb0a880a1e0ba90b580b000a010aa00a4e0a14093509930a440b6f0bff0a4d0a540943098309f508ff08f108fe082309f80898085a08dd08ef08b4088208a1088f080109f508ee089b083b085f0878083b0870084e0872085208a208c20862080708e9078907f607dc07b407aa074b07850778079e078a0743079507c1070408ee07ae07ad07a2076507270721070d0774079507810754076d077e078007a00785070e077e07530741072f079b077d07e906660724072a0709076c075c0785072007280737072c072d072507f6063f071f074b072d075d0783076607aa07cc0785075b0771072e0737077807740754072f07fa0631072d07ec06fc062b07480787075d073607ce077d07c606c80675074407ed06e506620767071407fd0630070707a7060907b906e306ad068b06b106b70649067c06d706110757081e09ac0995095109c6091b09d307e208030a4c0b8f0bc60b0300000000020000b706070723074a07ff06eb060107f406cc06e206aa06c206e106ed060707f906fc0637075407fd062d07c706ff06400739079c06b8062a0705079e06550688069406f7061a0728073807dc0693067f060f0725072a07fe06e606e406d306f206f6062207f506cf06c3069406060717071b07d906d406e306e206490760073807db06d0061d070b07090734070307cd06f506a106de062d0706070a070107be068106e5060607b6066d06e106370742070507ea06bd06ef06ce06c906b706af06eb061f070007f8060e07610739072107cf06d5068e067806ae06ab06920605071307520759074c07e7061b070f070a071107f4062e071807d0060707b4065906e906d70644074107b706ff060a0700070707da06eb062e072e070807e106cd060c07f206a1068c06e306c50640065406dc0611070d07b3061f074107280716072b07da06e806b406490735074e072107f90648073a071507ee06d9062b072b070607f706f7063707360757073a070e07c50617071507fa06e40608070307f806e706f20612072c072607440737074f071907f606f2069306ed06e9061907ad069306de06dd06c706da06d406e906dc06e3063207e5060307020739074107e6061507e306f90609075a073707e70620070507bc067d066d066e06bc06ee053b065a062e064606cc05c505a405c5052f065c06fa0548067b06b806b9068c06c806060000001800000072200000cf550000635a0100000000000000000008000000090000001c000000000000008f2800002f002f00300031002f003200320031003100310024d6000801000000383b000800000000000313000000000039470100,2024-07-28 20:39:46
