create_time,idppe,idbeacon,bluetooth_channel,rssi_1,rssi_2,rssi_3,rssi_4,az_1,az_2,az_3,az_4,el_1,el_2,el_3,el_4,x_ble,y_ble,z_ble,numObj,x,y,z,velocity,x_static,y_static,z_static,velocity_static,timestamp,real_xyz,distance
2025-06-28 12:04:29,d500a44f-2051-d64b-3d63-8985cc792954,8d172778-1080-749c-ff95-c72f4dda3c0f,27,-74.0,-80.0,-68.0,-73.0,2.9615208859552133,-1.8818514115872795,0.6338642973719396,-1.8797616290798944,0.62928252845354,0.1698836118578862,0.287226983571117,0.1338244939219974,,,,8,"[3.72883, 3.86954, 3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 4.64345]","[-0.234301, -0.264357, -0.293042, -0.292506, -0.296167, -0.28539, -0.285583, 0.732871]","[0.341583, 0.295021, 0.230138, 0.222408, 0.270413, 0.044768, 0.0575525, 0.195593]","[0, 0, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]",[],[],[],[],2025-06-28 12:04:29,"[4.7, -6.865, 1.78]",3.841516627583434
2025-06-28 12:04:35,d500a44f-2051-d64b-3d63-8985cc792954,bed7cb55-9a9d-fe66-f858-50e86db74bb8,15,-73.0,,-65.0,-71.0,2.926456109146576,,0.6792347086508566,-1.871562155557704,0.4157592271301521,,0.2718506071615424,0.177578649380102,,,,1,[3.9399],[-0.29272],[0.225526],[-0.147187],[],[],[],[],2025-06-28 12:04:35,"[4.7, -6.865, 1.78]",3.841516627583434
2025-06-28 12:04:35,d500a44f-2051-d64b-3d63-8985cc792954,e01fa9ba-7444-a9ca-8fbd-5cea4499905f,5,-89.0,-83.0,-57.0,-74.0,2.90897938080904,-1.936843957042708,0.7539209308932566,-1.8751514309168584,0.3607036313359167,0.2479032961919818,0.4777213650268581,0.2743581897096906,,,,1,[3.9399],[-0.29272],[0.225526],[-0.147187],[],[],[],[],2025-06-28 12:04:35,"[4.7, -6.865, 1.78]",3.841516627583434
2025-06-28 12:04:44,d500a44f-2051-d64b-3d63-8985cc792954,32d508bd-03ac-4466-b9f2-5cdf4a11bebf,9,-69.0,-80.0,-62.0,-69.0,-3.114297116629244,-1.871008617525131,0.7914845517527154,-2.0441529705321964,1.040997978495002,0.1180625500432282,0.5062547059725625,0.1291614819455936,,,,1,[3.86954],[-0.259954],[0.234523],[0.147187],[],[],[],[],2025-06-28 12:04:44,"[4.7, -6.865, 1.78]",3.841516627583434
2025-06-28 12:04:45,d500a44f-2051-d64b-3d63-8985cc792954,8c048269-50bf-2c9a-1e4d-fd6c647e67a4,25,-78.0,-89.0,-62.0,-73.0,-3.004952249644444,-1.8800401957299169,0.6935816900753314,-2.0317426398524274,1.0878615576180994,0.1173050804501824,0.460034679726883,0.1518061576022124,,,,0,[],[],[],[],"[0.59802, 0.365692, 0.363198, -1.88308]","[1.02823, 1.7106, 2.2642, 2.04451]","[0.12502, 0.183853, -0.363198, -0.44024]","[0, 0, 0, 0]",2025-06-28 12:04:45,"[4.7, -6.865, 1.78]",3.841516627583434
2025-06-28 12:04:50,d500a44f-2051-d64b-3d63-8985cc792954,b07f8ff5-360f-e690-4c25-70aa4f02fffb,31,-72.0,-81.0,-63.0,-75.0,3.0140874248156333,-1.967435289010284,0.6897786960386983,-1.9593428745639143,0.7853789886375997,0.2598247537193965,0.3681662747635096,0.0855035914385169,4.17675542831421,-7.07758092880249,0.6346020698547363,10,"[3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.72883, 3.79919]","[-0.259336, -0.226574, -0.227903, -0.262536, -0.262172, -0.229693, -0.266275, -0.265265, -0.226619, -0.226405]","[0.224567, 0.229515, 0.252871, 0.271845, 0.266927, 0.280984, 0.317349, 0.305825, 0.230337, 0.226341]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.147187, -0.147187]",[],[],[],[],2025-06-28 12:04:50,"[4.7, -6.865, 1.78]",3.841516627583434
2025-06-28 12:04:52,d500a44f-2051-d64b-3d63-8985cc792954,75d65237-ffb7-7dce-b986-d0c8af685a3b,21,-68.0,-75.0,-68.0,-66.0,3.0328786894672324,-1.9878982198781256,0.6354139908102567,-1.903193052456793,0.6670794422244897,0.2504736461180717,0.4083579029866584,0.0736144330616977,4.18097734451294,-7.07722520828247,0.5779104232788086,8,"[3.72883, 3.79919, 3.72883, 3.79919, 3.86954, 3.9399, 3.72883, 3.79919]","[-0.26668, -0.205823, -0.291953, -0.296299, -0.326583, -0.291683, -0.237312, -0.237186]","[0.321827, 0.4092, 0.21412, 0.271977, 0.228081, 0.209947, 0.375048, 0.373714]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187]",[],[],[],[],2025-06-28 12:04:52,"[4.7, -6.865, 1.78]",3.841516627583434
2025-06-28 12:04:53,d500a44f-2051-d64b-3d63-8985cc792954,e6c4426a-6b7e-420b-654a-efa06e310fd9,35,-80.0,-84.0,-67.0,-70.0,2.928232437593659,-2.0556450432681066,0.6379703591406238,-1.9332966264707216,0.5990851445902132,0.1775948114389675,0.4899937106726476,0.117368888125425,4.186156749725342,-7.0733060836792,0.5890698432922363,8,"[3.79919, 3.79919, 3.86954, 3.9399, 3.72883, 3.79919, 3.86954, 3.9399]","[-0.229359, -0.264219, -0.298212, -0.332283, -0.257883, -0.259674, -0.259921, -0.260202]","[0.275974, 0.293341, 0.293464, 0.290863, 0.199027, 0.230072, 0.233997, 0.238381]","[0, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",[],[],[],[],2025-06-28 12:04:53,"[4.7, -6.865, 1.78]",3.841516627583434
2025-06-28 12:04:55,d500a44f-2051-d64b-3d63-8985cc792954,4191cd5f-1d39-8d27-f5f7-234bfce9e34b,22,-74.0,-87.0,-67.0,,2.880874509193216,-2.037982692602592,0.6601638120847991,,0.7184932983860961,0.2067795948768188,0.3832804796085227,,4.20105791091919,-7.083718299865723,0.689502775669098,14,"[3.86954, 3.9399, 4.01025, 3.79919, 3.86954, 3.9399, 3.79919, 3.86954, 3.86954, 3.9399, 3.79919, 3.86954, 3.9399, 4.01025]","[-0.352913, -0.325103, -0.293569, -0.239697, -0.242542, -0.252584, -0.243048, -0.248095, -0.288168, -0.289428, -0.295485, -0.291291, -0.291542, -0.294992]","[0.104421, 0.208329, 0.237459, 0.399103, 0.425555, 0.504686, 0.430034, 0.471629, 0.14411, 0.170817, 0.262216, 0.203721, 0.207726, 0.256097]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",[],[],[],[],2025-06-28 12:04:55,"[4.7, -6.865, 1.78]",3.841516627583434
2025-06-28 12:04:57,d500a44f-2051-d64b-3d63-8985cc792954,6ce66d6e-de97-7c50-c13b-ecfd4632d8a3,19,-83.0,-76.0,-67.0,,2.765228869385397,-1.8252319410219224,0.6681197395253018,,0.7438329432630638,0.1460433433193899,0.3211138442296122,,4.24605655670166,-7.124019622802734,0.6923994421958923,8,"[3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.86954, 3.79919, 3.79919]","[-0.260561, -0.2598, -0.227112, -0.263444, -0.262348, -0.229504, -0.264974, -0.258109]","[0.243862, 0.232081, 0.239276, 0.283671, 0.269324, 0.278165, 0.302414, 0.203226]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, -0.147187]",[],[],[],[],2025-06-28 12:04:57,"[4.7, -6.865, 1.78]",3.841516627583434
