numObj,x,y,z,timestamp
34,"[2.53279, 2.60315, 2.6735, 2.74386, 2.81421, 5.27665, 5.34701, 5.41736, 2.74386, 2.81421, 2.88457, 2.6735, 2.74386, 2.81421, 2.88457, 2.53279, 2.60315, 2.6735, 2.74386, 2.81421, 2.88457, 3.37706, 5.27665, 5.34701, 5.41736, 5.48772, 2.53279, 2.60315, 2.6735, 2.74386, 2.81421, 5.27665, 5.34701, 5.41736]","[-0.356336, -0.324093, -0.327239, -0.363379, -0.357983, -0.167896, -0.200826, -0.16735, -0.318287, -0.31818, -0.286857, -0.31865, -0.319347, -0.318991, -0.318959, -0.353068, -0.353458, -0.353716, -0.353659, -0.353188, -0.353641, 0.862451, -0.162569, -0.16413, -0.198127, -0.200958, -0.354684, -0.322278, -0.322877, -0.323017, -0.356196, -0.164974, -0.165625, -0.165854]","[0.17108, 0.193596, 0.236269, 0.25712, 0.194929, 0.362471, 0.34831, 0.353857, 0.0530267, 0.0464901, 0.109336, 0.0708002, 0.096044, 0.0841222, 0.08296, 0.108368, 0.117686, 0.123455, 0.122199, 0.111326, 0.121793, 0.15783, 0.263917, 0.296793, 0.309181, 0.350095, 0.142977, 0.163581, 0.174089, 0.176455, 0.168891, 0.312959, 0.324776, 0.32882]",14/10/2024 19:46:07
28,"[5.06558, 5.13594, 2.25137, 2.32173, 2.39208, 2.11066, 2.18102, 2.25137, 2.32173, 2.39208, 2.0403, 2.11066, 2.18102, 2.25137, 2.32173, 2.39208, 5.06558, 5.13594, 5.2063, 5.27665, 5.34701, 2.11066, 2.18102, 2.25137, 2.32173, 5.06558, 5.13594, 5.2063]","[-0.133359, -0.100898, -0.418371, -0.418589, -0.488533, -0.499508, -0.491012, -0.45511, -0.454664, -0.453862, -0.554825, -0.504341, -0.460336, -0.457994, -0.45807, -0.494849, -0.129906, -0.0978432, -0.0979268, -0.163704, -0.1646, -0.469058, -0.464575, -0.461243, -0.496429, -0.0988273, -0.0995396, -0.0671958]","[0.347864, 0.374386, 0.0104823, -0.0330127, -0.0497495, 0.207182, 0.108425, 0.0968681, 0.0869858, 0.065503, 0.320314, 0.245428, 0.174536, 0.145148, 0.146209, 0.161089, 0.265554, 0.284876, 0.287768, 0.288252, 0.305917, 0.254375, 0.217366, 0.184603, 0.178153, 0.317015, 0.338078, 0.374152]",14/10/2024 19:46:08
26,"[1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 2.60315, 5.27665, 5.06558, 5.13594, 1.68853, 1.75888, 1.82924, 1.89959, 1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995]","[-0.781947, -0.683792, -0.68079, -0.640016, -0.635725, -0.637462, -1.44395, -0.319751, -0.129913, -0.13049, -0.676008, -0.676291, -0.678587, -0.636925, -0.770788, -0.677199, -0.676066, -0.67755, -0.635714, -0.610713, -0.775547, -0.679932, -0.677685, -0.638629, -0.635732, -0.60254]","[0.221155, 0.146177, 0.118408, 0.107673, 0.00601558, -0.0687929, -1.07862, 0.107953, 0.265746, 0.281468, 0.0467627, 0.0537798, 0.0926826, 0.0573129, 0.162697, 0.07175, 0.0482909, 0.0775975, -0.00255084, -0.195753, 0.190058, 0.10913, 0.0797264, 0.0887318, -0.0075465, -0.122353]",14/10/2024 19:46:09
23,"[1.54782, 1.61817, 1.68853, 1.75888, 1.47746, 1.54782, 1.61817, 1.68853, 1.75888, 1.54782, 1.68853, 1.75888, 1.82924, 4.50274, 4.5731, 4.50274, 4.5731, 4.64345, 4.71381, 4.78416, 4.5731, 4.64345, 4.71381]","[-0.776961, -0.780565, -0.762518, -0.759424, -0.826616, -0.829116, -0.837276, -0.763945, -0.770464, -0.862013, -0.721697, -0.772801, -0.783103, -0.0957389, -0.0958699, -0.0970258, -0.0975809, -0.0660664, -0.0660257, -0.0324164, -0.0994883, -0.0672326, -0.0674797]","[0.197399, 0.214866, 0.0969609, 0.0540055, 0.214719, 0.224997, 0.255277, 0.11124, 0.160654, 0.327724, 0.115602, 0.174836, 0.226267, 0.196668, 0.20339, 0.254634, 0.275581, 0.327942, 0.326128, 0.268438, 0.336614, 0.375542, 0.384708]",14/10/2024 19:46:10
25,"[2.39208, 2.46244, 2.53279, 2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 3.23635, 3.44741, 2.32173, 2.39208, 2.46244, 2.53279, 2.53279, 2.60315, 2.6735, 2.88457, 2.88457, 2.95492, 2.81421, 2.88457, 4.64345, 4.71381, 4.78416]","[-0.427261, -0.369329, -0.323484, -0.427512, -0.430216, -0.436921, -0.400638, -0.540681, -0.966066, -0.385119, -0.430342, -0.433274, -0.473948, -0.408167, -0.659935, -0.394766, -0.387351, -0.351736, -0.351416, -0.351297, -0.351548, -0.351397, 0.0318706, 0.0317435, 0]","[0.198408, 0.310298, 0.484749, 0.201133, 0.228249, 0.283586, 0.765345, -0.754591, -0.868759, 0.0597217, 0.229429, 0.25517, 0.28881, -0.889451, 0.251685, -0.223811, -0.120445, -0.0672006, -0.0527019, -0.0461255, -0.0591336, -0.0517121, 0.196825, 0.175621, 0.117919]",14/10/2024 19:46:12
26,"[3.44741, 3.09563, 3.16599, 3.23635, 3.3067, 3.02528, 3.09563, 3.16599, 3.23635, 3.3067, 3.09563, 3.16599, 3.23635, 3.3067, 3.65848, 3.72883, 3.09563, 3.16599, 3.65848, 3.37706, 3.44741, 3.37706, 3.44741, 4.5731, 4.64345, 4.71381]","[-0.31796, -0.324131, -0.319879, -0.231677, -0.232593, -0.326094, -0.32735, -0.354389, -0.257198, -0.257696, -0.332782, -0.384775, -0.253791, -0.28679, -0.253605, -0.252949, -0.372491, -0.378689, -0.286571, -0.31787, -0.285132, -0.318036, -0.285381, 0.0664611, 0.066085, 0.0645085]","[-0.0288214, 0.194181, 0.111466, 0.30879, 0.320692, 0.221773, 0.23762, 0.137341, 0.185672, 0.195472, 0.295651, 0.413277, 0.0925843, 0.107219, -0.0845238, -0.0456362, 0.334628, 0.376927, -0.100086, -0.0168476, 0.0156769, 0.0358768, 0.0440228, 0.344951, 0.328771, 0.247464]",14/10/2024 19:46:13
21,"[4.5731, 4.64345, 4.71381, 3.58812, 3.65848, 4.5731, 4.64345, 4.71381, 4.78416, 3.58812, 3.65848, 3.72883, 4.64345, 4.71381, 4.78416, 4.85452, 3.51777, 3.58812, 3.65848, 3.72883, 3.72883]","[0.0323433, 0.0648516, 0.064794, -0.285096, -0.25328, 0.0327447, 0.0327271, 0.0654664, 0.0322716, -0.286425, -0.257043, -0.260109, 0.0331956, 0.0332786, 0, 0, -0.294427, -0.291956, -0.264753, -0.269589, -0.276469]","[0.260096, 0.267574, 0.264321, -0.000156076, 0.0680625, 0.302735, 0.30101, 0.299883, 0.251609, 0.0950352, 0.182491, 0.236953, 0.343553, 0.350458, 0.275351, 0.278725, 0.24889, 0.214177, 0.299788, 0.35205, 0.413091]",14/10/2024 19:46:14
19,"[3.79919, 3.86954, 3.9399, 4.01025, 3.72883, 3.79919, 3.86954, 3.9399, 4.01025, 3.9399, 4.01025, 4.71381, 4.78416, 4.85452, 4.5731, 4.78416, 3.79919, 3.86954, 3.9399]","[-0.278231, -0.258722, -0.2538, -0.255463, -0.312188, -0.275338, -0.257916, -0.25659, -0.257092, -0.256468, -0.256151, -0.032191, -0.0320891, 0, 0.0324267, 0, -0.261874, -0.257821, -0.224916]","[0.426952, 0.214168, 0.0929643, 0.146129, 0.413548, 0.403861, 0.199633, 0.172883, 0.183506, 0.170203, 0.163026, 0.241681, 0.228458, 0.225447, 0.269584, 0.272908, 0.262836, 0.197847, 0.19611]",14/10/2024 19:46:15
20,"[3.79919, 4.01025, 3.9399, 4.01025, 4.08061, 3.9399, 4.01025, 4.29168, 4.36203, 4.43239, 4.50274, 4.29168, 4.36203, 4.43239, 3.72883, 3.79919, 3.86954, 3.9399, 4.29168, 4.36203]","[-0.383688, -0.220787, -0.25421, -0.253914, -0.253637, -0.25496, -0.254956, 0, 0, -0.031612, 0, 0.032655, 0.0326145, 0, -0.340073, -0.340865, -0.328498, -0.292089, 0.0331391, 0.0332463]","[0.407095, 0.0475541, 0.108587, 0.0975681, 0.085965, 0.132388, 0.132259, 0.236436, 0.194082, 0.150389, 0.188259, 0.293816, 0.28969, 0.231259, 0.357216, 0.363154, 0.251152, 0.216202, 0.338759, 0.347789]",14/10/2024 19:46:16
27,"[3.9399, 4.01025, 4.08061, 4.15097, 4.22132, 4.29168, 3.9399, 4.08061, 4.15097, 4.22132, 3.9399, 4.08061, 4.15097, 4.22132, 4.29168, 4.01025, 4.08061, 4.15097, 4.22132, 4.99523, 4.22132, 4.29168, 4.01025, 4.08061, 4.15097, 4.22132, 4.29168]","[-0.197872, -0.197417, -0.100415, -0.0677798, -0.0980204, -0.129654, -0.243722, -0.161926, -0.193643, -0.225053, -0.221637, -0.226166, -0.226603, -0.225634, -0.223789, -0.260128, -0.261805, -0.228819, -0.226983, -0.644165, -0.096227, -0.127563, -0.0992311, -0.0661712, -0.0660236, -0.0974925, -0.128655]","[0.305181, 0.297874, 0.361987, 0.395483, 0.290967, 0.258344, 0.435908, 0.248936, 0.226965, 0.199099, 0.5492, 0.221791, 0.230038, 0.211268, 0.169364, 0.237248, 0.261876, 0.267678, 0.236971, 0.150421, 0.220611, 0.186996, 0.329153, 0.332562, 0.326038, 0.272364, 0.227304]",14/10/2024 19:46:17
18,"[4.22132, 4.43239, 4.50274, 4.5731, 4.15097, 4.15097, 4.22132, 4.22132, 4.29168, 4.43239, 4.50274, 4.5731, 4.5731, 4.36203, 4.43239, 4.36203, 4.43239, 4.29168]","[-0.130636, -0.159306, -0.225675, -0.296478, -0.384717, -0.0718522, -0.318148, -0.0693544, -0.269593, -0.196305, -0.263906, 1.03682, -0.373094, -0.196943, -0.159822, -0.160943, -0.161228, -0.126125]","[0.285283, 0.173542, 0.212095, 0.274066, -0.0397794, 0.514396, 0.0443526, 0.446668, -0.352089, 0.279083, 0.289477, -0.95101, 0.339035, 0.290032, 0.190951, 0.223863, 0.231451, 0.112215]",14/10/2024 19:46:18
22,"[4.15097, 4.22132, 4.36203, 4.43239, 4.85452, 4.85452, 4.15097, 4.29168, 4.36203, 4.43239, 4.50274, 4.50274, 4.5731, 4.85452, 4.85452, 4.36203, 4.43239, 4.22132, 4.15097, 4.22132, 4.29168, 4.36203]","[-0.098002, -0.09991, -0.158807, -0.159319, -0.26452, 0.618373, -0.102752, -0.157057, -0.191267, -0.193178, 0.67384, -0.135939, 0.692887, -0.271258, 0.575134, -0.192731, -0.193754, -0.0946174, -0.0950652, -0.094814, -0.125744, -0.188802]","[0.290342, 0.348438, 0.154773, 0.173995, 0.296996, -0.794304, 0.417772, 0.0454828, 0.165677, 0.216438, -0.720899, 0.396633, -0.746836, 0.368047, -0.727476, 0.205762, 0.229405, 0.124076, 0.15731, 0.13968, 0.0811613, 0.0440245]",14/10/2024 19:46:19
6,"[4.50274, 4.36203, 4.43239, 4.15097, 4.22132, 4.29168]","[-0.257259, -0.195627, -0.198921, -0.063972, -0.0627051, -0.127145]","[0.186903, 0.266887, 0.321286, 0.211788, 0.0723579, 0.168822]",14/10/2024 19:46:20
20,"[4.08061, 4.15097, 4.29168, 4.36203, 4.43239, 4.08061, 4.15097, 4.22132, 4.29168, 4.36203, 4.50274, 4.15097, 4.29168, 4.36203, 4.43239, 4.15097, 4.22132, 4.29168, 4.36203, 4.43239]","[-0.0995884, -0.104774, -0.225122, -0.225783, -0.226429, -0.10103, -0.105526, -0.152124, -0.20682, -0.169568, 0.852358, -0.15023, -0.224745, -0.224069, -0.190977, -0.0994741, -0.197826, -0.227363, -0.193534, -0.192676]","[0.339466, 0.459167, 0.200582, 0.214278, 0.226802, 0.377679, 0.473327, 0.600809, 0.420023, 0.387411, -0.844431, 0.582312, 0.192304, 0.176409, 0.156444, 0.336209, 0.30445, 0.243684, 0.224547, 0.204408]",14/10/2024 19:46:21
24,"[4.08061, 4.15097, 4.22132, 4.36203, 4.43239, 4.08061, 4.15097, 4.22132, 4.29168, 4.36203, 4.43239, 4.50274, 4.50274, 4.5731, 4.5731, 4.15097, 4.36203, 4.43239, 4.08061, 4.15097, 4.22132, 4.29168, 4.36203, 4.43239]","[-0.131168, -0.131935, -0.134286, -0.158903, -0.126822, -0.132323, -0.13296, -0.102886, -0.19337, -0.161014, -0.127671, 0.817399, -0.0376798, 0.886642, -0.340791, -0.13336, -0.1623, -0.161171, -0.0969259, -0.0973606, -0.0989674, -0.254608, -0.224989, -0.1619]","[0.298721, 0.316944, 0.36631, 0.158575, 0.153273, 0.325729, 0.339547, 0.420682, 0.220848, 0.225778, 0.191355, -0.872806, -0.592488, -0.869512, 0.362599, 0.347889, 0.257772, 0.229946, 0.250655, 0.267486, 0.321287, 0.12181, 0.197701, 0.248303]",14/10/2024 19:46:22
15,"[4.08061, 4.15097, 4.22132, 4.36203, 4.43239, 4.08061, 4.15097, 4.22132, 4.29168, 4.36203, 4.43239, 4.15097, 4.22132, 4.36203, 4.43239]","[-0.129141, -0.0969203, -0.0971588, -0.159647, -0.159729, -0.0978617, -0.0977429, -0.0979095, -0.0314885, -0.160759, -0.161392, -0.0986753, -0.0990892, -0.162217, -0.162462]","[0.242951, 0.250431, 0.259827, 0.185237, 0.187953, 0.285519, 0.281362, 0.287173, 0.121806, 0.218843, 0.235679, 0.312299, 0.324947, 0.255836, 0.261476]",14/10/2024 19:46:23
8,"[4.15097, 4.22132, 4.29168, 4.15097, 4.22132, 4.15097, 4.22132, 4.29168]","[-0.0966956, -0.129246, -0.195857, -0.100363, -0.101007, -0.0961936, -0.0960514, -0.161539]","[0.241207, 0.2462, 0.2711, 0.360612, 0.37711, 0.219062, 0.212329, 0.239421]",14/10/2024 19:46:24
14,"[4.36203, 4.5731, 4.64345, 4.71381, 4.71381, 4.36203, 4.29168, 4.36203, 4.43239, 4.50274, 4.5731, 4.64345, 4.71381, 4.71381]","[-0.22604, -0.107775, -0.187071, -0.244133, 0.651028, -0.192329, -0.19168, -0.193698, -0.195776, -0.0954692, -0.100763, -0.146294, 0.710693, -0.23932]","[0.219351, 0.512433, 0.833742, 1.02729, -0.836083, 0.195621, 0.177961, 0.228175, 0.269621, 0.18199, 0.370971, 0.872224, -0.898557, 1.01534]",14/10/2024 19:46:25
16,"[4.15097, 4.22132, 4.29168, 4.01025, 4.08061, 4.15097, 4.22132, 4.29168, 4.15097, 4.08061, 4.15097, 4.22132, 4.22132, 4.29168, 4.36203, 4.36203]","[-0.0963327, -0.096722, -0.227502, -0.0346903, -0.0674285, -0.0657871, -0.0985212, -0.167432, -0.0995889, -0.068017, -0.0330141, -0.0654944, -0.417891, -0.190356, -0.188621, -1.23037]","[0.225439, 0.242314, 0.246075, 0.448706, 0.382833, 0.315247, 0.307435, 0.355159, 0.339479, 0.403743, 0.327846, 0.301263, -0.392322, 0.134496, 0.00721874, -0.972067]",14/10/2024 19:46:26
22,"[4.22132, 4.29168, 4.36203, 4.43239, 4.50274, 4.22132, 4.29168, 4.36203, 4.43239, 4.50274, 4.22132, 4.29168, 4.36203, 4.43239, 4.50274, 4.29168, 4.36203, 4.43239, 4.50274, 4.5731, 4.43239, 4.50274]","[-0.269047, -0.272389, -0.339693, -0.0944563, -0.125421, -0.281511, -0.198774, -0.0662508, -0.0331213, -0.157009, -0.265307, -0.0661989, -0.0330134, 0, 0.0674888, -0.0329097, -0.0331968, -0.0330094, 0, -0.0329037, 0, 0]","[0.346661, 0.378411, 0.565922, 0.109601, 0.0385113, 0.451251, 0.319078, 0.336019, 0.337233, -0.0383406, 0.58399, 0.333767, 0.327783, 0.328517, 0.385042, 0.318398, 0.343661, 0.327429, 0.280761, 0.317836, 0.231183, 0.237784]",14/10/2024 19:46:27
18,"[4.85452, 4.92487, 4.64345, 4.71381, 4.78416, 4.85452, 4.92487, 4.5731, 4.64345, 4.71381, 4.78416, 4.85452, 4.92487, 4.64345, 4.71381, 4.78416, 4.85452, 4.78416]","[0.0315563, 0.0318695, -0.190277, -0.126693, 0.031316, 0.0314329, 0, -0.165388, -0.128959, -0.0324022, 0.0321639, 0.0639473, 0, -0.130813, -0.032651, 0, 0.0660007, 0]","[0.13826, 0.196649, 0.131428, 0.146535, 0.0623877, 0.106396, 0.172065, 0.320532, 0.237235, 0.26684, 0.238245, 0.209983, 0.213062, 0.289816, 0.293412, 0.284811, 0.325012, 0.260905]",14/10/2024 19:46:28
19,"[4.99523, 5.06558, 5.13594, 4.92487, 4.99523, 5.06558, 5.13594, 4.99523, 5.06558, 5.13594, 5.2063, 4.99523, 5.13594, 5.2063, 5.27665, 4.99523, 5.13594, 5.2063, 5.48772]","[0.0632461, 0.063893, 0.0641417, 0.0705778, 0.0316941, 0.0644059, 0.064671, 0.0315492, 0.0322915, -0.0322878, -0.162968, -0.211575, -0.192061, -0.194425, -0.194871, -0.21413, -0.157925, -0.161612, -0.157331]","[0.149384, 0.205968, 0.223741, 0.481539, 0.166598, 0.241087, 0.257208, 0.13663, 0.253995, 0.253562, 0.272742, 0.467148, 0.188543, 0.243559, 0.252493, 0.489934, 0.113942, 0.241246, 0.0743807]",14/10/2024 19:46:29
10,"[5.34701, 5.27665, 5.34701, 5.41736, 5.27665, 5.34701, 5.41736, 5.48772, 5.55807, 5.62843]","[0.0632959, 0.0324014, 0.0324246, 0.0323844, 0, 0, 0, -0.166193, -0.168, -0.164733]","[0.154521, 0.266747, 0.269356, 0.264817, 0.3112, 0.339265, 0.340351, 0.334685, 0.364087, 0.308448]",14/10/2024 19:46:30
30,"[5.13594, 5.2063, 5.83949, 5.90985, 5.9802, 5.76914, 5.83949, 5.90985, 5.9802, 5.76914, 5.83949, 5.90985, 5.9802, 5.83949, 4.85452, 4.92487, 4.99523, 5.06558, 4.78416, 4.85452, 4.92487, 4.99523, 5.06558, 4.78416, 4.85452, 4.92487, 4.99523, 5.06558, 5.13594, 5.2063]","[0.0324365, 0.032659, -0.128552, -0.127729, -0.0955716, -0.13106, -0.130649, -0.130299, -0.131651, -0.132874, -0.132492, -0.132469, -0.137681, -0.135946, 0.0967529, 0.0965338, 0.0963137, 0.128168, 0.0689929, 0.0977862, 0.0972853, 0.0969299, 0.0960393, 0.0708359, 0.06693, 0.0654846, 0.0652854, 0.0640974, 0.0321166, 0.0323523]","[0.270678, 0.294222, 0.223851, 0.193705, 0.187704, 0.296049, 0.285608, 0.276359, 0.310347, 0.337709, 0.329455, 0.328959, 0.425649, 0.396747, 0.243596, 0.234322, 0.224578, 0.210358, 0.435618, 0.282887, 0.264657, 0.250817, 0.211747, 0.488453, 0.363919, 0.300783, 0.290798, 0.220693, 0.2321, 0.261139]",14/10/2024 19:46:31
26,"[4.71381, 4.78416, 4.85452, 4.92487, 4.99523, 5.06558, 4.92487, 4.99523, 5.06558, 5.13594, 6.19127, 6.26163, 4.99523, 5.06558, 5.13594, 6.19127, 6.26163, 4.99523, 5.06558, 4.78416, 4.85452, 4.71381, 4.78416, 4.85452, 4.92487, 4.92487]","[0.127236, 0.126482, 0.0627196, 0.0628804, 0.0635938, 0.0637919, 0.032465, 0.0324709, 0.0652561, 0.0657396, -0.132153, -0.103331, 0.0324585, 0.0324982, 0.0655634, -0.134784, -0.104223, 0.0320026, 0.0321403, 0.126209, 0.0949395, 0.125846, 0.125777, 0.0941745, -0.566178, 0.125652]","[0.172958, 0.134819, 0.0754752, 0.103915, 0.182113, 0.198248, 0.273822, 0.27447, 0.289298, 0.313027, 0.321918, 0.430163, 0.273112, 0.277434, 0.304627, 0.375776, 0.448385, 0.216521, 0.235208, 0.117945, 0.148759, 0.0905474, 0.0843379, 0.0779301, -1.01888, 0.0716279]",14/10/2024 19:46:33
17,"[4.64345, 4.71381, 4.78416, 6.26163, 4.71381, 4.78416, 4.85452, 4.92487, 4.85452, 4.92487, 4.5731, 4.64345, 4.71381, 4.5731, 4.64345, 4.71381, 4.78416]","[0.0970326, 0.0976679, 0.128747, -0.099113, 0.0646219, 0.0644538, 0.0641802, 0.0642867, 0.0323151, 0.0323483, 0.128668, 0.0969797, 0.129211, 0.127371, 0.0964743, 0.129395, 0.161082]","[0.254902, 0.278701, 0.230357, 0.325658, 0.254307, 0.244088, 0.226362, 0.233437, 0.256801, 0.260679, 0.227744, 0.252806, 0.245129, 0.17888, 0.231729, 0.250725, 0.227607]",14/10/2024 19:46:34
14,"[4.64345, 4.71381, 4.92487, 4.99523, 4.85452, 4.92487, 4.99523, 4.85452, 4.92487, 4.99523, 4.5731, 4.64345, 4.64345, 4.71381]","[0.0647107, 0.0660022, 0.0319845, 0.063905, 0.0319361, 0.0320033, 0.0637305, 0, 0.0320542, 0.0318883, 0.101748, 0.103496, 0.0634543, 0.064549]","[0.259528, 0.325077, 0.213944, 0.206865, 0.206856, 0.216626, 0.193399, 0.188655, 0.22373, 0.199579, 0.395034, 0.433616, 0.169782, 0.24993]",14/10/2024 19:46:35
19,"[4.5731, 4.64345, 4.71381, 4.85452, 4.92487, 4.99523, 4.5731, 4.64345, 4.71381, 4.64345, 4.71381, 4.85452, 4.92487, 4.99523, 4.5731, 4.64345, 4.85452, 4.92487, 4.99523]","[0.065069, 0.0647393, 0.0968499, 0.0320202, 0.032428, 0.0323945, 0.063429, 0.0958398, 0.0961757, 0.0964469, 0.0969236, 0.031716, 0.0319329, 0.0318845, 0.0685861, 0.0701483, 0, 0.0322051, 0.0321858]","[0.279487, 0.261183, 0.24758, 0.219008, 0.269736, 0.265968, 0.167435, 0.201868, 0.218227, 0.230527, 0.250563, 0.170659, 0.206373, 0.198997, 0.422715, 0.469709, 0.185187, 0.243456, 0.241026]",14/10/2024 19:46:36
9,"[4.64345, 4.71381, 4.78416, 4.85452, 4.71381, 4.64345, 4.71381, 4.78416, 4.85452]","[0.0644206, 0.0644996, 0.0973555, -0.0317119, 0.064062, 0.0644299, 0.0645506, 0.0322062, 0]","[0.242014, 0.24692, 0.267298, 0.16992, 0.218215, 0.242592, 0.250028, 0.243591, 0.171563]",14/10/2024 19:46:37
17,"[4.50274, 4.5731, 4.64345, 4.71381, 4.78416, 4.85452, 4.5731, 4.64345, 4.71381, 4.85452, 4.50274, 4.5731, 4.64345, 4.71381, 4.78416, 4.78416, 4.85452]","[0.0661807, 0.0664134, 0.0661777, 0.0987484, 0.128266, -0.0333236, 0.0651081, 0.0976933, 0.0971275, 0, 0.0657313, 0.0656629, 0.0654428, 0.097748, 0.158903, -0.574481, 0]","[0.332975, 0.342949, 0.332844, 0.314579, 0.21387, 0.354133, 0.281567, 0.279605, 0.258612, 0.259624, 0.312638, 0.309402, 0.298718, 0.281542, 0.158566, 1.2185, 0.310387]",14/10/2024 19:46:38
19,"[6.19127, 4.36203, 4.43239, 4.29168, 4.36203, 4.43239, 4.50274, 4.29168, 4.36203, 4.43239, 4.29168, 4.36203, 4.43239, 4.50274, 4.50274, 4.29168, 4.36203, 6.12091, 6.19127]","[-0.131725, 0.0953044, 0.0633994, 0.0635953, 0.0636431, 0.063659, 0.0318473, 0.0962319, 0.0968753, 0.0640537, 0.0972174, 0.0986022, 0.100156, 0.108725, 0.716157, 0.100492, 0.102089, -0.13103, -0.131583]","[0.312081, 0.17237, 0.164659, 0.182241, 0.186266, 0.187588, 0.193118, 0.220836, 0.248615, 0.217634, 0.262076, 0.310003, 0.355117, -1.27867, -0.541709, 0.364001, 0.40294, 0.295304, 0.308749]",14/10/2024 19:46:39
23,"[6.19127, 6.26163, 3.58812, 3.65848, 3.72883, 3.79919, 3.86954, 3.58812, 3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 3.65848, 3.72883, 3.79919, 3.86954, 3.9399, 3.72883, 3.79919, 3.86954, 3.9399, 6.19127]","[-0.129111, -0.129201, 0, 0, 0.0360061, 0.031501, 0.0315082, 0, 0, 0.0312867, 0.0315855, 0.0315875, 0, 0.0389435, 0.0314287, 0.0316626, 0.0317331, 0, 0.0314633, 0.0316453, 0, 0, -0.12797]","[0.242014, 0.244818, 0.383074, 0.424038, 0.51944, 0.125023, 0.126822, 0.423969, 0.500733, 0.0449195, 0.144743, 0.145184, 0.147835, 0.639077, 0.105127, 0.160592, 0.17376, 0.22301, 0.115094, 0.157174, 0.187313, 0.371309, 0.20302]",14/10/2024 19:46:40
25,"[3.23635, 5.90985, 2.95492, 3.02528, 3.09563, 3.16599, 5.90985, 5.9802, 2.88457, 2.95492, 3.02528, 3.09563, 3.16599, 3.23635, 2.95492, 3.02528, 3.09563, 3.16599, 3.23635, 3.3067, 3.09563, 3.16599, 3.23635, 3.3067, 3.51777]","[-0.127789, -0.129258, -0.0672213, -0.0661038, -0.0650158, -0.0322308, -0.130924, -0.130711, -0.101686, -0.101188, -0.0658337, -0.0645492, -0.0319462, -0.0630445, -0.101724, -0.065438, -0.0321474, -0.0635529, -0.0944936, -0.0942407, -0.0633757, -0.0945894, -0.126192, -0.126012, 1.14398]","[0.196073, 0.246565, 0.375114, 0.329601, 0.276624, 0.246649, 0.292634, 0.287209, 0.393564, 0.381593, 0.317407, 0.249945, 0.20835, 0.126411, 0.394464, 0.298481, 0.236127, 0.178587, 0.113118, 0.0864273, 0.16239, 0.121691, 0.116776, 0.103967, -0.989298]",14/10/2024 19:46:41
32,"[2.6735, 2.74386, 2.81421, 3.09563, 3.16599, 5.34701, 2.88457, 2.95492, 3.02528, 3.3067, 5.27665, 5.34701, 5.41736, 2.60315, 2.6735, 2.74386, 2.81421, 2.88457, 2.95492, 5.34701, 5.41736, 5.48772, 2.60315, 2.6735, 2.74386, 2.81421, 2.88457, 2.60315, 2.6735, 2.74386, 2.81421, 2.88457]","[-0.226002, -0.226223, -0.226943, -0.321602, -0.322187, -0.126563, -0.286803, -0.286113, -0.252955, -0.490297, -0.128202, -0.127316, -0.127275, -0.271562, -0.264789, -0.256315, -0.222865, -0.288826, -0.28636, -0.159757, -0.160382, -0.161944, -0.276288, -0.265507, -0.258306, -0.22424, -0.226533, -0.281219, -0.265266, -0.226582, -0.225655, -0.228486]","[0.218596, 0.222878, 0.236248, 0.150796, 0.161921, 0.139469, 0.10764, 0.0831571, 0.0460816, 0.0953291, 0.211587, 0.176466, 0.174685, 0.370864, 0.300213, 0.166787, 0.143581, 0.158648, 0.0926688, 0.188861, 0.208104, 0.249355, 0.411634, 0.308632, 0.206809, 0.180566, 0.228746, 0.449161, 0.305841, 0.229656, 0.211698, 0.262396]",14/10/2024 19:46:42
19,"[2.81421, 2.88457, 2.95492, 4.99523, 5.06558, 2.74386, 2.81421, 2.88457, 2.95492, 2.88457, 2.95492, 4.99523, 5.06558, 2.60315, 2.74386, 2.81421, 4.92487, 4.99523, 5.06558]","[-0.419917, -0.420694, -0.4207, -0.168107, -0.165436, -0.354764, -0.389332, -0.422834, -0.422646, -0.458608, -0.423515, -0.164414, -0.162089, -0.205465, -0.319384, -0.318079, -0.168313, -0.166769, -0.165341]","[0.0839117, 0.102504, 0.102652, 0.36574, 0.321402, 0.144469, 0.155349, 0.141412, 0.138459, 0.153431, 0.151657, 0.302343, 0.252812, 0.405218, 0.0971906, 0.0393656, 0.368895, 0.344386, 0.319675]",14/10/2024 19:46:43
