Unnamed: 0,CreateTime,BeaconID,Channel,RSSI_1,RSSI_2,RSSI_3,RSSI_4,Azim_1,Azim_2,Azim_3,Azim_4,Elev_1,Elev_2,Elev_3,Elev_4,X_sylabs,Y_sylabs,Z_sylabs,X_real,Y_real,Z_real,Real_Dist_1,Real_Dist_2,Real_Dist_3,Real_Dist_4,Dest_RSSI_1,Dest_RSSI_2,Dest_RSSI_3,Dest_RSSI_4,X_est_MLT,Y_est_MLT,X_est_TRIG,Y_est_TRIG,X_est_TRIANG,Y_est_TRIANG,Dest_MLT_1,Dest_MLT_2,Dest_MLT_3,Dest_MLT_4,X_est_MLT_KF,Y_est_MLT_KF,X_est_TRIG_KF,Y_est_TRIG_KF,X_est_TRIANG_KF,Y_est_TRIANG_KF,X_est_FUSAO,Y_est_FUSAO
19,2024-10-14 19:29:01,edd9a890-bccc-953d-7775-e85f32f9f6c4,13,-65,-79.0,-58.0,-70.0,30915571830293800,-1.94985056949054e+16,2527378756637110.0,-2228804443135330.0,0.502105667,0.300647817,0.561518661,0.259443689,,,,-7.1,6.865,1.78,,,,,27358800764546100,84528809658235.0,1436127874290940.0,3576389901436630.0,-3.60976794931983e+16,801619191406467.0,-5085834620998580.0,7404025413474660.0,-4230255505102750.0,7860594041019490.0,2.6217486105258e+16,7296704599658340.0,2114093707248260.0,3.38830307672354e+16,-3372642868253320.0,,-5147737190196970.0,7385439264202470.0,-4.45201407882619e+16,7833440262896570.0,-4879756614438480.0,7557036501178430.0
20,2024-10-14 19:29:02,8cbb08a6-ab48-c606-c9f2-51964e57a394,12,-65,-84.0,-59.0,-80.0,3103789614548330,-1.97802255276583e+16,2.51845130803094e+16,-2.2419968110692e+16,0.549649618,0.262441459,0.513146701,0.238420995,,,,-7.1,6.865,1.78,,,,,27358800764546100,1.27897150407323e+16,1.56155306830359e+16,8000096203722880.0,-4065696960217990.0,9814989193736290.0,-5957998768388560.0,8086382532520280.0,-4466491509892670.0,7.88028890366235e+16,3.65913060885769e+16,914191482835858.0,2.56977045166364e+16,5214307615415440.0,-3.83231796242847e+16,,-5888544231878960.0,8042387103837160.0,-4420459447427880.0,7880212956300580.0,-5.30377287573667e+16,7972215701531320.0
21,2024-10-14 19:29:03,a6bc2009-472e-e995-9385-217c5337f5d7,21,-65,-74.0,-59.0,-88.0,3130616168840920,-2008041571415150.0,2481927118944940.0,-2129470265530080.0,0.56941267,0.259250543,0.482400006,0.181515717,,,,-7.1,6.865,1.78,,,,,27358800764546100,5586613649704090.0,1.56155306830359e+16,1.52340539500015e+16,-1.93955153194756e+16,8551324728815280.0,-5207824251425460.0,7358580283482240.0,-4786266529255340.0,8082219003861020.0,1.19152222312179e+16,7406446076464020.0,3.84273338938183e+16,4.22988656222049e+16,-2.72521250279355e+16,,-5282637948482210.0,7437582517214130.0,-4729601813646360.0,8067154762470720.0,-5078215933570220.0,7696226625710550.0
22,2024-10-14 19:29:04,54d045a0-dc6d-bad2-3fdb-795a74d90ccc,23,-63,,-57.0,-83.0,-30471710760893600,,2484883227754930.0,-212316576428154.0,0.611353928,,0.519742751,0.220231638,,,,-7.1,6.865,1.78,,,,,2201696409216200,,1.32077693238821e+16,1.01856867188031e+16,-4187133479430260.0,9739891152171060.0,-6191112399381720.0,7850663832148500.0,-5596587046881250.0,8064265477527520.0,3.72243526137964e+16,9113120249530200.0,2.43460782612559e+16,5153860848707560.0,-3.53293382753121e+16,,-6111734530384890.0,7808575871560070.0,-5520180441343870.0,8076700823374370.0,-5872121970386290.0,7908265346414860.0
23,2024-10-14 19:29:05,7fa8a6a3-08c6-69da-c8d1-eeeafafab9e3,26,-66,-83.0,-61.0,-82.0,-2992440718843250,-1.98718529165431e+16,2.49189160247958e+16,-2.24245088003506e+16,0.534818474,0.226627019,0.500162159,0.20763928,,,,-7.1,6.865,1.78,,,,,3049768455417540,1.17730678066865e+16,1.84622242055605e+16,9397780117239990.0,-4094121982198670.0,9857915529680300.0,-5984862957578990.0,8254267463302800.0,-4641485207900080.0,8133670051179350.0,3.70638673256885e+16,9191910335348810.0,2.58486695193998e+16,5260013111683500.0,-3.93467273037868e+16,,-6022358060420510.0,82323930602812.0,-4772976238053700.0,8133988526639150.0,-5536018299765510.0,818962641585358.0
24,2024-10-14 19:29:06,aa7b7ec6-b38b-2e1a-28b8-08737baaa2fd,3,-62,-76.0,-54.0,-69.0,-29612630919616900,-2048921227305920.0,2.55469213677696e+16,-2278404087383340.0,0.495474996,0.225577517,0.472162016,0.220432939,,,,-7.1,6.865,1.78,,,,,19750933319793800,6593121576781910.0,1.0273976457029e+16,3.29974078676243e+16,-4593549769575370.0,7554079313102550.0,-5281267662542180.0,7589609832982180.0,-508575894720517.0,8100488663922280.0,3608733636984030.0,7299567241093630.0,1160757557666460.0,3.11482997883968e+16,-4436657607729980.0,,-5342768127874860.0,7657606863143320.0,-5035032706558620.0,810940716135369.0,-5.2328752945852e+16,7844272584969090.0
25,2024-10-14 19:29:07,77bae606-8c33-0e1f-1bb0-4d810bede5d1,13,-63,-77.0,-58.0,-77.0,-2963372315545030,-2.03296503079277e+16,2635366743046510.0,-2277081295269900.0,0.536376223,0.149009372,0.493938085,0.284126964,,,,-7.1,6.865,1.78,,,,,2201696409216200,7162461609883260.0,1436127874290940.0,6283478084071880.0,-2.4862879829578e+16,8643710047293560.0,-5470896328426270.0,7534829553444260.0,-4926528767287240.0,804998093694434.0,1.70124248408443e+16,7586725807326600.0,3.32773818931326e+16,4146404294098630.0,-3.3384899231597e+16,,-5437031706167180.0,7.52905233984532e+16,-4942382811877460.0,8056878025438800.0,-5238912665420570.0,773534557328925.0
26,1975-06-24 23:14:54,cac1cad4-3f06-995c-6594-9d7e9250978b,9,-63,-75.0,-57.0,-72.0,-30649436816240000,-2120971053227200.0,2.62698044877385e+16,-2.28149441951227e+16,0.553282436,0.168080319,0.420793467,0.271091007,,,,-7.1,6.865,1.78,,,,,2201696409216200,6069038061753150.0,1.32077693238821e+16,4201215216834310.0,-3.18861101936488e+16,8125782541833770.0,-5433676997787630.0,7318760250562080.0,-552971692154616.0,7923274960023270.0,2.21413627443096e+16,7.26066669395725e+16,2543821752425280.0,3.51273456657967e+16,-3.16298209044038e+16,,-5427400420036390.0,7.32236231487711e+16,-5470122531472500.0,7933850941298390.0,-5443715578321410.0,7561220074329020.0
27,2024-10-14 19:29:09,5485bfbf-47b6-835e-5123-706559743681,35,-68,-86.0,-64.0,-81.0,-3040988014986520,-2.04069245901174e+16,2655533264085030.0,-2287208764263250.0,0.586930078,0.245655355,0.413271568,0.303237242,,,,-7.1,6.865,1.78,,,,,3789714476550820,1509396415848640.0,2373421815133790.0,8670821474309920.0,-3.40817385354517e+16,10.0,-6333121561839000.0,8195637300721220.0,-4.93713125721046e+16,7928123484638440.0,3.24869713076397e+16,9120416700237410.0,3157593098319260.0,5.37222728892864e+16,-3.24180541594218e+16,,-6264939882489480.0,8119512408813700.0,-5016325355743630.0,7920940110348570.0,-5764495162500100.0,802987341411374.0
28,2024-10-14 19:29:10,6e5fa4e1-ba65-c958-ab40-c222575092ef,30,-68,-76.0,-61.0,-86.0,-3010083628432800,-2.0390386359748e+16,2661472645948120.0,-2311299985800220.0,0.552925605,0.248262057,0.466847279,0.327426135,,,,-7.1,6.865,1.78,,,,,3789714476550820,6593121576781910.0,1.84622242055605e+16,1.29683707910065e+16,-2302843612148790.0,8021029993927640.0,-5283120053400560.0,7238625188439830.0,-4920156314116830.0,7934899125474950.0,1.32245327794886e+16,6940330839959520.0,3.4186399838941e+16,3.60480916145624e+16,-2.6176515212423e+16,,-538699617032429.0,7329238683132600.0,-4916798217557590.0,7929459703720570.0,-5217770231599480.0,7.57707525078851e+16
29,2024-10-14 19:29:11,7ffd9a8f-4079-6812-012f-356fa02cc3fb,4,-62,-75.0,-54.0,-75.0,-3072503597010410,-2237472100377150.0,2449842419396100.0,-2183591690992940.0,0.482712928,0.23212435,0.480243945,0.299668307,,,,-7.1,6.865,1.78,,,,,19750933319793800,6069038061753150.0,1.0273976457029e+16,5348968430783270.0,-3086475007557950.0,8405587175987730.0,-5571281970875220.0,7235832063912370.0,-5927772918092480.0,7842093243015820.0,2170564252944600.0,7498617403359240.0,2689386462260880.0,3801731811538200.0,-2800683008392430.0,,-5535768427148070.0,722134736976903.0,-5818895272955480.0,784923142677226.0,-5645554596469900.0,7466158585666590.0
30,2024-10-14 19:29:12,b0bcf536-4e44-ce61-7cf5-38ad5b542113,27,-65,-78.0,-59.0,-75.0,-3018782045185220,-1974171888145690.0,2.51953627985904e+16,-2.08483422092175e+16,0.467034432,0.108994536,0.562583526,0.350204219,,,,-7.1,6.865,1.78,,,,,27358800764546100,7780966226030270.0,1.56155306830359e+16,5348968430783270.0,-2.55172159589109e+16,9311932597600920.0,-5447068200574070.0,7873518964131270.0,-4617473765421650.0,8294857887061960.0,2152754207270750.0,8255005609926730.0,3.48825826971387e+16,4782597563245480.0,-2602723683959670.0,,-5450185822498530.0,7813266486872390.0,-4.77819656765338e+16,8246748457219470.0,-5184052831628480.0,7974221184924860.0
31,2024-10-14 19:29:13,e66876f0-cc67-fd20-3b7c-ac566be8f918,26,-67,-80.0,-58.0,-74.0,-3011724135664290,-1.94677222158652e+16,2499548190613560.0,-2208466414522610.0,0.466308987,0.119960527,0.442661682,0.311522237,,,,-7.1,6.865,1.78,,,,,33996693465135500,9182817987739100.0,1436127874290940.0,4935202756016660.0,-4442214543776040.0,995126834677662.0,-5.96994934462074e+16,8410409728003220.0,-4316161239589960.0,8120900629443640.0,4050222857241960.0,9401994666739170.0,2.46114460593839e+16,5.40106431479849e+16,-3.70372887165712e+16,,-5927710506340420.0,8386397313996600.0,-4323596035250450.0,8152587199390230.0,-5292028466950000.0,8290003003459720.0
32,2024-10-14 19:29:14,ec971303-773b-9acc-2666-05b3362301c0,2,-63,,-55.0,-73.0,-3007405287324510,,2555574708362210.0,-2.32896926068457e+16,0.468677736,,0.552017135,0.428331911,,,,-7.1,6.865,1.78,,,,,2201696409216200,,1.11712611024095e+16,45534436327619.0,-4409306246787310.0,9313970443426550.0,-6280937018815410.0,7724374562580720.0,-6268858053769380.0,7848410961224710.0,3724851692114560.0,879947952556271.0,1.96596036963246e+16,4768069506506230.0,-427289463558057.0,,-6273290725080220.0,7.80363441326867e+16,-6039369377669240.0,7881265476601350.0,-6185620450414730.0,7.84523672766093e+16
33,2024-10-14 19:29:15,6eedc012-f827-d252-7375-a8e536a4350b,24,-68,,-60.0,-79.0,-2987792970108840,,2580204154755480.0,-2483281868991470.0,0.468880003,,0.576980641,0.393955195,,,,-7.1,6.865,1.78,,,,,3789714476550820,,1.69793235601133e+16,7381254412681240.0,-4463829590417090.0,10.0,-7021335504007570.0,7658441398557980.0,-6713866938763300.0,7675822754114670.0,4094313584393990.0,945525927847869.0,2.49201767157742e+16,5452779228815740.0,-4552182299709000.0,,-698944017057575.0,7658119317684850.0,-6724076554146010.0,7682418406926130.0,-6883384302566060.0,7668355947080320.0
34,2024-10-14 19:29:16,631fc95d-eabf-ae25-997d-744f64ab73c7,32,-67,,-60.0,-75.0,-3032636608124140,,2589552915446100.0,-2538103838979070.0,0.506872892,,0.60867845,0.488302504,,,,-7.1,6.865,1.78,,,,,33996693465135500,,1.69793235601133e+16,5348968430783270.0,-4262788481135910.0,10.0,-7279333482982710.0,7508982301393230.0,-6941350635864700.0,7517513343941220.0,3925438390478770.0,9383260650874830.0,25989319232325.0,5421708955377570.0,-4508298491935500.0,,-729742460256235.0,7509115989713100.0,-6990653534411540.0,7516831056366660.0,-7179667732037140.0,7511602488297160.0
35,2024-10-14 19:29:17,60010843-449c-ef94-51ef-e47bb6758ba6,15,-64,,-58.0,-85.0,-30004453821317000,,2.58379409590491e+16,-2650219192445880.0,0.544025954,,0.616372855,0.353383767,,,,-7.1,6.865,1.78,,,,,2454297728552150,,1436127874290940.0,1.19652116285624e+16,-4180639465880570.0,9934566965708990.0,-6977075248262620.0,7329206513825150.0,-7121763955793280.0,7406680904672330.0,3.82080771426494e+16,9293441853054280.0,2.59278145262005e+16,5346169703133840.0,-438048491879807.0,,-7029284818296780.0,7331477921985820.0,-7154356128715040.0,7.4010423777883e+16,-7085616247112200.0,7358815154209820.0
36,2024-10-14 19:29:18,81131dcb-fe36-2df1-0f7e-64e9c992dc51,1,-64,,-54.0,-68.0,-3073321453781170,,2.54106633937568e+16,-2639560689131170.0,0.452297664,,0.575049849,0.264951888,,,,-7.1,6.865,1.78,,,,,2454297728552150,,1.0273976457029e+16,3.0444916689452e+16,-461840040181267.0,7445937900932190.0,-5827925837909480.0,7114090121975830.0,-7168297498732950.0,7243056734126160.0,3643174240522390.0,7218179443832380.0,1.16917524787685e+16,3022423064033160.0,-4559054226303580.0,,-5915410028937250.0,711783510877849.0,-7195674149053020.0,7244916528620730.0,-6429037789946830.0,7168003728358810.0
37,2024-10-14 19:29:19,2ad2954b-2cd9-b385-86bb-e0726211b24e,10,-64,-78.0,-54.0,-83.0,-30574064031068600,-2072756385904080.0,2.54749414498269e+16,-2628712835062950.0,0.57139779,0.358671173,0.53550264,0.250296846,,,,-7.1,6.865,1.78,,,,,2454297728552150,7780966226030270.0,1.0273976457029e+16,1.01856867188031e+16,-3.7166059966909e+16,8632465975407410.0,-5783452854590710.0,7360887975920480.0,-5005544030243100.0,7619049610860790.0,2.83886253676795e+16,791118051526287.0,2.14944292758577e+16,4008144595470520.0,-407370713853698.0,,-5.74727481373445e+16,7329567877792960.0,-5232470769267620.0,7568428922076090.0,-5534385258996330.0,7419468629485720.0
38,2024-10-14 19:29:20,4fbe6f9c-d84e-8acb-a3c0-97b1e1b65265,25,-64,-76.0,-59.0,-69.0,-3096074969502590,-1.95234861459303e+16,2578866182623830.0,-2688307988672310.0,0.537868059,0.352743177,0.650555992,0.246304634,,,,-7.1,6.865,1.78,,,,,2454297728552150,6593121576781910.0,1.56155306830359e+16,3.29974078676243e+16,-352919160566246.0,7388080442832610.0,-5163377048870990.0,6960356409651400.0,-3.89472578540971e+16,7552101316677680.0,2.57158040777367e+16,6683233694247130.0,2235217191051050.0,2759087390062530.0,-3688313080782800.0,,-5179034636183580.0,6989779303015020.0,-3923775958870170.0,7565021798388730.0,-4685361629212180.0,7219126272982980.0
