Unnamed: 0,CreateTime,BeaconID,Channel,RSSI_1,RSSI_2,RSSI_3,RSSI_4,Azim_1,Azim_2,Azim_3,Azim_4,Elev_1,Elev_2,Elev_3,Elev_4,X_sylabs,Y_sylabs,Z_sylabs,X_real,Y_real,Z_real,Real_Dist_1,Real_Dist_2,Real_Dist_3,Real_Dist_4,Dest_RSSI_1,Dest_RSSI_2,Dest_RSSI_3,Dest_RSSI_4,X_est_MLT,Y_est_MLT,X_est_TRIG,Y_est_TRIG,X_est_TRIANG,Y_est_TRIANG,Dest_MLT_1,Dest_MLT_2,Dest_MLT_3,Dest_MLT_4,X_est_MLT_KF,Y_est_MLT_KF,X_est_TRIG_KF,Y_est_TRIG_KF,X_est_TRIANG_KF,Y_est_TRIANG_KF,X_est_FUSAO,Y_est_FUSAO,numObj,x,y,z,timestamp,centroid_xyz,real_xyz
45,2024-10-14 19:35:58,0603485c-3a19-5811-56c1-c21190c37ccc,23,-57.0,-82.0,-75.0,-77.0,2.2275185358029863,-1.1193094287712728,0.0805459755889015,-0.8439823810570114,0.6162645309920419,0.1024727628841758,0.8059521743745708,0.210167368809995,,,,,,,,,,,1.1474626713418463,10.837233287795112,5.961766053683409,6.283478084071884,-0.1719706068323208,8.100551366686062,0.0,7.556235938674491,0.0,8.76834588506101,0.8679319890985209,6.942910818666688,5.550869064333553,4.825045791017285,-0.5844250381517009,,-0.0875735058119462,7.517871722538183,0.0039324931464427,8.803721012881018,-0.0638447839746162,8.015669873180611,22,"[2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.61317, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.61317, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.61317, 2.40211, 2.47246, 2.54282, 2.61317]","[-7.0068660000000005, -7.102871, -7.145797, -7.187791, -7.227025, -7.227096, -7.003455000000001, -7.0989830000000005, -7.142171, -7.185481, -7.227543, -7.227545, -6.999079, -7.096019, -7.179146, -7.183637, -7.227593000000001, -7.227577, -7.1780930000000005, -7.222584, -7.22745, -7.226788]","[1.874792, 1.819748, 1.8005579999999999, 1.7636439, 1.6591273, 1.6617753, 1.8919599999999999, 1.85192, 1.8379029999999998, 1.801302, 1.6878079, 1.6880905, 1.911762, 1.872275, 1.8645559999999999, 1.823242, 1.6982747999999999, 1.6930428899999999, 1.87275, 1.820876, 1.6794643, 1.6513527]",2024-10-14 19:35:58,"[2.45, -7.16, 1.78]","[2.308, -6.865, 1.78]"
46,2024-10-14 19:35:59,a9c58b43-8d1d-0279-1451-a6d143b5b0b7,28,-70.0,-86.0,-76.0,-71.0,2.219777791778562,-1.145224516180779,0.0886092284213344,-0.938955765535308,0.6088526873622424,0.1041720094624577,0.8564759355208457,0.2531384217495618,,,,,,,,,,,4.709188918347777,15.09396415848645,6.482440902579058,3.876233181227384,-3.860626240454452,5.929712022149843,-1.8920477730300276,6.162897754413309,0.0,8.83442355756361,3.435684832600984,5.527562779434406,2.668011084906192,1.343816670088797,-2.6336817731261486,,-1.742673999610584,6.269233205750448,0.001344226550379,8.835239015872643,-1.0391611387656623,7.2884227191248,19,"[2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.47246, 2.47246, 2.19104, 2.2614, 2.2614, 2.33175, 2.40211, 2.47246, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.47246]","[-6.972996, -6.834327, -7.295956, -7.1060870000000005, -7.215787000000001, -6.6345600000000005, -6.965242, -6.982992, -6.70512, -7.300187, -7.299898000000001, -7.261142, -7.263987, -6.982637, -6.848224, -7.298193, -7.18292, -6.7785400000000005, -7.254783]","[2.001067, 2.158527, 1.836703, 1.7839042999999999, 1.884598, 1.358777, 1.842543, 1.971031, 2.219617, 1.6352198, 1.7720798, 1.809506, 1.7546526999999998, 1.97217, 2.139335, 1.805129, 1.830756, 1.4745409999999999, 1.878374]",2024-10-14 19:35:59,"[2.35, -7.06, 1.85]","[2.308, -6.865, 1.78]"
47,2024-10-14 19:36:00,561204c5-1d41-334d-b508-5a5b7fd613c4,8,-54.0,-76.0,-81.0,-79.0,2.2438650185738926,-1.3237946604347182,0.0744100524373589,-0.9902610313034668,0.5418982209755876,0.0494565326289391,0.7847333052313099,0.2528045112831363,,,,,,,,,,,0.8283790983263641,6.593121576781917,9.852733772417333,7.381254412681241,-0.1450583704122645,7.947426735870623,-0.4861418112029526,7.741922702091361,0.0,9.142890688489386,0.858713618945333,6.794171089435534,5.572864694776126,4.735234487778066,-1.3623749928103854,,-0.6365875773195071,7.588256054186723,0.0004104218763095,9.11646939635942,-0.4087381821380014,8.164147413554723,15,"[2.40211, 2.47246, 2.54282, 2.33175, 2.40211, 2.47246, 2.54282, 2.40211, 2.47246, 2.54282, 2.33175, 2.40211, 2.47246, 2.54282, 2.61317]","[-7.145009, -7.146344, -7.188723, -7.010678, -7.012565, -7.0574140000000005, -7.060606, -7.108304, -7.149177, -7.149685, -7.105264, -7.106054, -7.106955, -7.1497280000000005, -7.145986000000001]","[1.809791, 1.793593, 1.7391585999999999, 1.853136, 1.841095, 1.841091, 1.815359, 1.7443864, 1.7415399, 1.6786227, 1.7944187999999999, 1.7843537, 1.7711268, 1.7187252, 1.6018]",2024-10-14 19:36:00,"[2.46, -7.11, 1.77]","[2.308, -6.865, 1.78]"
48,2024-10-14 19:36:01,cb457ac9-45b3-a625-3f2c-b6b0bd63cee6,24,-58.0,-76.0,-81.0,-70.0,2.349237248160622,-1.2966377410089074,0.0684602842460129,-0.9781913189271184,0.5197743764044043,0.0705126992743529,0.7922154563138875,0.2058313430811825,,,,,,,,,,,1.2791114233934036,6.593121576781917,9.852733772417333,3.576389901436631,-1.1244636695681531,6.925169665560089,-0.9467504567188822,7.199918529440951,0.0,9.083029972241082,0.9090959644153604,5.720750138041027,4.683942618260938,3.320447509213149,-1.2073529806441483,,-0.904088934752377,7.262217318439619,0.0001114080823741,9.103070362045322,-0.5466323981386537,7.988884331393095,25,"[2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.61317, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.61317, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282]","[-7.0528640000000005, -7.143364, -7.187557, -7.18818, -7.227155, -7.26177, -7.26218, -7.0476730000000005, -7.181341, -7.224629, -7.226273, -7.227526, -7.263387, -7.263413, -7.041335, -7.179801, -7.223524, -7.226126, -7.264877, -7.264826, -7.177912, -7.2247140000000005, -7.2644660000000005, -7.3013140000000005, -7.3000750000000005]","[1.870932, 1.826879, 1.7684244, 1.7547804999999999, 1.6640888, 1.599943, 1.6066382, 1.8992499999999999, 1.845898, 1.7931389, 1.7622451, 1.6859522, 1.6300549, 1.6306487, 1.928705, 1.859229, 1.80903, 1.765618, 1.7123437, 1.6822717, 1.874116, 1.7917988, 1.7382382, 1.7174245, 1.7677011999999999]",2024-10-14 19:36:01,"[2.39, -7.21, 1.76]","[2.308, -6.865, 1.78]"
50,2024-10-14 19:36:03,db433450-dffe-297b-03cc-4a4f47d9d780,36,-62.0,-78.0,-81.0,-75.0,2.3481533415969595,-1.658082629944734,0.0151390055326644,-0.959671297232544,0.585052482753395,0.1335724506919566,0.5981423855643253,0.173523220961643,,,,,,,,,,,1.9750933319793869,7.780966226030272,9.852733772417333,5.348968430783272,-0.1922599443065058,8.201909213274481,-1.0306347386698769,7.951262123901019,-1.5383876212114254,7.497489585282368,0.8868213755125564,7.041245267481927,5.536192197808689,4.884619695012375,-0.7601199962697395,,-1.0631662662031174,7.937933836348428,-1.4265055812742171,7.55056800830143,-1.2131764373301532,7.781651741113273,17,"[2.19104, 2.2614, 2.33175, 2.40211, 2.54282, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282]","[-7.1461060000000005, -7.143085, -7.093476, -6.965797, -7.086932, -7.143681, -7.139431, -7.08692, -6.945987000000001, -7.138744, -7.0671990000000005, -7.140005, -7.089484000000001, -7.075843, -6.92673, -7.133153, -7.034372]","[1.7966824, 1.82954, 1.887872, 2.020533, 1.922656, 1.823775, 1.860263, 1.922714, 2.067278, 2.056746, 2.001853, 1.855859, 1.9098519999999999, 1.970542, 2.105708, 2.074475, 2.094311]",2024-10-14 19:36:03,"[2.36, -7.08, 1.95]","[2.308, -6.865, 1.78]"
51,2024-10-14 19:36:04,348e2650-2c14-3004-b47e-c26123880697,11,-56.0,,,,2.3049339655305,,,,0.5639272903014778,,,,,,,,,,,,,,1.029363476897048,,,,,,,,,,,,,,,,,,,,,,15,"[2.12069, 2.19104, 2.2614, 2.33175, 2.40211, 2.12069, 2.19104, 2.2614, 2.33175, 2.40211, 2.12069, 2.19104, 2.2614, 2.33175, 2.40211]","[-7.143435, -7.1418, -7.09353, -7.038193, -7.028269, -7.1876940000000005, -7.147238, -7.099108, -7.040794, -7.02334, -7.145817, -7.145036, -7.097946, -7.043178, -7.033491]","[1.826187, 1.841152, 1.8875549999999999, 1.941815, 1.978613, 1.7656753, 1.7809143, 1.8509989999999998, 1.9310239999999999, 1.994874, 1.8003069999999999, 1.809488, 1.8593549999999999, 1.920593, 1.960023]",2024-10-14 19:36:04,"[2.26, -7.09, 1.88]","[2.308, -6.865, 1.78]"
52,2024-10-14 19:36:05,dd7071f8-63b3-4686-00ef-3af2ccfacdfd,16,-58.0,-73.0,-74.0,-78.0,2.31550511716146,-1.5407601307565468,0.0131123399431141,-0.9121462554736984,0.5985868671502594,0.0823923202055182,0.5524548916681208,0.1818316011276609,,,,,,,,,,,1.2791114233934036,5.142536882038347,5.482912225965854,6.81028269127218,0.0,7.49610218783966,-0.6620074518907165,7.674832588242932,-0.7862304873966217,7.99651419266166,1.047949794047338,6.367533708859755,5.727697397641969,4.542224560225415,-0.271950492700752,,-0.6568232929853766,7.655054790258053,-0.6901177210442607,8.02818747618579,-0.6720243126102203,7.796599357310568,18,"[2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.2614, 2.33175, 2.40211]","[-7.144038, -7.1445490000000005, -6.856601, -6.951849, -6.984151000000001, -7.099478, -7.142883, -6.69189, -6.938874, -6.9804640000000004, -7.0944, -7.137802000000001, -6.79473, -6.929074, -6.966316, -7.148087, -7.148647, -7.189166]","[1.820182, 1.814835, 2.023457, 1.906981, 1.9672749999999999, 1.848228, 1.8314329999999999, 2.157721, 1.952836, 1.9790079999999999, 1.882371, 1.8721189999999999, 2.124742, 1.981757, 2.019181, 1.7666186, 1.7551779, 1.7182589]",2024-10-14 19:36:05,"[2.39, -7.02, 1.91]","[2.308, -6.865, 1.78]"
53,2024-10-14 19:36:06,b09b2c76-440b-178f-9aa5-3ba2825857d9,11,-59.0,-81.0,-81.0,-75.0,2.307674358292191,-1.3892720711017876,0.0121972777925629,-0.8671814436288006,0.5330512664133716,0.0780845073395037,0.6649542396746064,0.2046835705856288,,,,,,,,,,,1.4258642780441897,9.975787726916105,9.852733772417333,5.348968430783272,0.0,8.313845129862111,-0.398447466825413,7.890054239903415,0.0,8.667339180311252,1.108600271058015,7.176458903254762,5.736110883302003,5.098000846515085,-0.0170014585599075,,-0.41366947004747,7.874286244160589,-0.0871576151145813,8.60008820436418,-0.2841050486160152,8.160360168057181,11,"[2.2614, 2.33175, 2.40211, 2.19104, 2.2614, 2.33175, 2.40211, 2.19104, 2.2614, 2.33175, 2.40211]","[-7.264872, -6.81048, -6.947927, -7.1829410000000005, -7.220302, -7.2224070000000005, -6.85806, -7.180991000000001, -7.176271, -7.123864, -7.118292]","[1.6870137, 2.102834, 1.922012, 1.830546, 1.8455759999999999, 1.822979, 1.861051, 1.849045, 1.886027, 1.9502009999999999, 1.9746329999999999]",2024-10-14 19:36:06,"[2.31, -7.1, 1.88]","[2.308, -6.865, 1.78]"
54,2024-10-14 19:36:07,a4ce8a6e-981e-ca61-14da-d3ce1a5d508a,36,-65.0,-81.0,-74.0,-76.0,2.350608243489795,-1.3174048048732363,0.0698627048760486,-0.9076552337694436,0.4866126279317103,0.1724058917263003,0.5246224281422981,0.1988620668902837,,,,,,,,,,,2.7358800764546123,9.975787726916105,5.482912225965854,5.797424075157783,-1.2677597168903236,9.246460589009615,-0.6023503912736389,7.997316047949559,0.0,8.847763814438474,1.4473935433273344,8.045256797874377,4.66444304909118,5.138779137656887,-0.7140635945761391,,-0.5773177172087656,7.998037154537512,0.0155319616164759,8.852603823569186,-0.339866899267135,8.334829159291886,13,"[2.2614, 2.33175, 2.2614, 2.33175, 2.40211, 2.47246, 2.33175, 2.40211, 2.40211, 2.2614, 2.33175, 2.40211, 2.47246]","[-7.143905, -7.097253, -7.097872000000001, -7.099235, -7.144389, -7.1869250000000005, -7.097437, -7.1437100000000004, -6.960888000000001, -7.0622240000000005, -7.058645, -7.0528, -7.035019]","[1.821535, 1.864128, 1.8598729999999999, 1.850055, 1.816536, 1.7798949, 1.862873, 1.823488, 1.866512, 1.7996925, 1.831789, 1.8713069999999998, 1.9542709999999999]",2024-10-14 19:36:07,"[2.36, -7.09, 1.85]","[2.308, -6.865, 1.78]"
55,2024-10-14 19:36:08,7ec69a56-0f5c-a176-d933-598ce5210b67,13,-57.0,-81.0,-75.0,-75.0,2.3251494887330733,-1.3923722569267485,0.0683092830122054,-0.965302418199462,0.4283639352799835,0.1750366288301078,0.4443464970879305,0.2118477069445373,,,,,,,,,,,1.1474626713418463,9.975787726916105,5.961766053683409,5.348968430783272,0.0,8.380018986447046,-0.4442042445003282,7.911387161974122,0.0,8.772246344438468,1.1393292216548765,7.242005828353268,5.7418869091863804,5.146034632285934,-0.3124447366428902,,-0.4556903380355586,7.926776160760866,0.0175840712551339,8.806396455871427,-0.2717363852328076,8.273399405697546,18,"[2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 4.86454]","[-7.098858, -7.14377, -7.14573, -7.146473, -7.050877, -6.874172, -7.094761, -7.097278, -7.142799, -7.14362, -7.043751, -6.850316, -7.089252, -7.13636, -7.138359, -7.138353, -7.087207, -6.61042]","[1.852831, 1.8228879999999998, 1.801377, 1.7918692999999999, 1.882341, 1.9841929999999999, 1.880176, 1.863955, 1.83222, 1.824378, 1.9180009999999998, 2.0360009999999997, 1.911053, 1.8819299999999999, 1.868169, 1.868207, 1.9213179999999999, 1.957798]",2024-10-14 19:36:08,"[2.5, -7.06, 1.88]","[2.308, -6.865, 1.78]"
56,2024-10-14 19:36:09,941cde17-1f98-1918-b299-c5b62a5c1cbd,8,-50.0,-74.0,-80.0,-68.0,2.3736041068704106,-1.227048276460701,0.0896206970033465,-0.9930031551198668,0.4455111973011631,0.1993099772961213,0.4746479106813385,0.2151741283041008,,,,,,,,,,,0.5364754922784772,5.586613649704094,9.061354298965988,3.0444916689452066,-1.3475785428925549,7.360238850491948,-0.8203092995409356,7.359038505210215,0.0,8.995406972528675,0.583364855815195,6.164618256083796,4.396340269383425,3.4917222361579765,-0.932971839705858,,-0.7899044331385998,7.400721104559286,0.0088466326839486,8.986113968079378,-0.4733398998673456,8.027565505065084,21,"[2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.40211, 2.33175, 2.40211, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282]","[-6.71763, -7.3009390000000005, -7.225599, -7.179505, -7.025578, -6.76408, -7.177403, -7.226894, -7.187114, -6.72206, -7.3005450000000005, -7.227119, -7.185417, -7.134142000000001, -6.880147, -6.74479, -7.300448, -7.226718, -7.182786, -7.035152, -6.79167]","[2.208725, 1.6599854, 1.7764448, 1.861657, 1.98763, 2.073915, 1.877907, 1.7453094999999998, 1.7766506, 2.204712, 1.6455901, 1.7373501999999998, 1.8021479999999999, 1.895991, 1.969074, 2.182764, 1.6425743, 1.7506918999999999, 1.832112, 1.953765, 2.030571]",2024-10-14 19:36:09,"[2.37, -7.07, 1.89]","[2.308, -6.865, 1.78]"
58,2024-10-14 19:36:11,33c658cd-a6f4-3b98-7b17-331727f0ab75,25,-53.0,-81.0,-78.0,,2.3502609672836483,-1.312152784887491,0.2105625652710059,,0.5454763776371908,0.1919042755815858,0.393207412571793,,,,,,,,,,,,0.7431206348916902,9.975787726916105,7.664182522642432,,-0.6007177016463691,7.929629039555246,-0.4207346297429929,7.342739597978653,0.0,7.696914916694622,0.407928629435683,6.734888875799071,5.116965738863574,4.408388128106051,-0.5025438020192863,,-0.4207726205905869,7.36358183242635,0.001206186146047,7.784510113107735,-0.2565485444783478,7.52756835235402,21,"[2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.61317, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282]","[-6.970931, -7.051716, -7.13838, -7.149695, -7.183836, -6.9661930000000005, -7.0459320000000005, -7.131965, -7.1493, -7.188227, -7.149437, -6.962238, -7.033733, -7.123767, -7.148594, -7.189009, -7.021089, -7.062267, -7.1049560000000005, -7.109107, -7.1481520000000005]","[1.802535, 1.877619, 1.86802, 1.6792127, 1.578925, 1.836708, 1.907807, 1.908792, 1.7376781, 1.6463955, 1.6671763, 1.859496, 1.95912, 1.95065, 1.7563818, 1.6724964, 1.7606800999999999, 1.7992458, 1.7980637, 1.7112044, 1.6345983]",2024-10-14 19:36:11,"[2.41, -7.1, 1.78]","[2.308, -6.865, 1.78]"
59,2024-10-14 19:36:12,2804d493-c9e3-7fd5-77ca-4b782a6ec488,13,-60.0,-88.0,-72.0,,2.265378566491771,-1.2756383163394691,0.2317141895967423,,0.5031498596156936,0.248474610824831,0.3280668252035911,,,,,,,,,,,,1.5894541337210626,17.813356536255373,4.637501047743519,,-1.446274925235528,9.19961855425804,-0.6462043675110191,7.465648988569761,0.0,7.642445092564367,1.44679826785105,8.006630027569472,4.480108911025895,5.020292920207283,-1.088601580752614,,-0.6235445475405895,7.447518036647622,0.0003706073073251,7.602114401236361,-0.3760258326963373,7.50521664436421,19,"[2.12069, 2.19104, 2.2614, 2.33175, 5.42739, 5.49774, 2.19104, 2.2614, 2.19104, 2.2614, 2.33175, 5.42739, 5.49774, 2.12069, 2.19104, 2.2614, 2.33175, 5.42739, 5.49774]","[-7.040358, -7.038696, -7.075884, -7.063147, -6.617570000000001, -6.61414, -7.054246, -7.096836, -7.05448, -7.091844, -7.079816, -6.65223, -6.65319, -7.052575, -7.052911, -7.092319, -7.124637, -6.63529, -6.64354]","[1.932869, 1.939771, 1.970384, 2.015232, 1.947377, 1.952472, 1.862487, 1.8669259999999999, 1.861008, 1.897187, 1.954587, 1.884094, 1.88191, 1.8726369999999999, 1.870647, 1.894523, 1.946589, 1.91821, 1.9025379999999998]",2024-10-14 19:36:12,"[3.25, -6.93, 1.91]","[2.308, -6.865, 1.78]"
60,2024-10-14 19:36:13,8f4c32fb-7bbd-25ac-d9c3-4aa1f93f386b,13,-60.0,-84.0,-76.0,,2.301619927870005,-1.2200449617421194,0.2542274881878361,,0.6094799949570106,0.2447065874222619,0.3120722791707387,,,,,,,,,,,,1.5894541337210626,12.789715040732366,6.482440902579058,,0.0,8.909754902740438,-0.0067231563506942,7.040339315153087,0.0,7.460708661217197,1.4719776489537528,7.767106256611747,5.815123686827676,5.5440410836623775,-0.4857586368870309,,-0.056677751910324,7.068486920091956,0.0001013402904699,7.440810082298995,-0.041848413139599,7.21875571096843,22,"[2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282, 2.61317, 2.2614, 2.33175, 2.40211, 2.47246, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 2.54282]","[-6.993982, -7.000266, -7.0469610000000005, -7.044598000000001, -7.028355, -6.78552, -6.839455, -7.146129, -7.145908, -7.144447, -7.140618, -7.097497000000001, -7.1006730000000005, -7.100999, -7.099537, -7.094403, -7.046817, -7.05163, -7.052378, -7.050933000000001, -7.088421, -6.916542]","[1.932467, 1.9066, 1.902798, 1.914108, 1.978319, 1.906928, 1.925336, 1.7963962, 1.7991785999999999, 1.815919, 1.8510039999999999, 1.862464, 1.838899, 1.836236, 1.847781, 1.8823569999999998, 1.903508, 1.87811, 1.8737979999999999, 1.8820299999999999, 1.915287, 1.836231]",2024-10-14 19:36:13,"[2.37, -7.05, 1.88]","[2.308, -6.865, 1.78]"
61,2024-10-14 19:36:14,56cae555-2263-cb58-f309-80ca0ba7382c,7,-58.0,-71.0,-71.0,,2.3194412692525974,-1.1934879193518493,0.2387265590630299,,0.7723043324239103,0.248281997698991,0.2536013290812881,,,,,,,,,,,,1.2791114233934036,4.357475651666184,4.265013246685956,,-1.7247763485661616,6.523313802959558,-0.8845836149636684,6.593167183745854,0.0,7.510345171540062,1.4923003968679254,5.367841499295268,4.205632943910944,2.6119021966105764,-1.2259852426293156,,-0.8040408734588482,6.611122837412333,2.376106202585127e-05,7.480129526847139,-0.47788670196211,6.9552841184874445,17,"[2.05033, 2.12069, 2.19104, 2.2614, 2.40211, 2.05033, 2.12069, 2.19104, 2.2614, 2.33175, 2.40211, 2.47246, 11.900099999999998, 2.05033, 2.12069, 2.19104, 2.2614]","[-6.918783, -6.965942, -7.1055340000000005, -7.180123, -7.146606, -6.911708, -6.90832, -7.102322, -7.128846, -7.012342, -7.143814, -7.105554, -7.41856, -6.903732, -6.9013040000000005, -7.052726, -7.099978]","[1.8227849999999999, 1.838277, 1.7911097, 1.856544, 1.6099322, 1.8612659999999999, 1.876549, 1.824818, 1.925749, 2.23407, 1.577553, 1.609148, 3.03138, 1.895167, 1.904255, 1.871751, 2.040855]",2024-10-14 19:36:14,"[2.79, -7.06, 1.92]","[2.308, -6.865, 1.78]"
62,2024-10-14 19:36:15,8eb52d19-5397-d189-f779-488f2a859f60,29,-60.0,-93.0,-85.0,,2.286300360015433,-1.225995928355956,0.2566203384272723,,0.5500181991392391,0.2590883064542056,0.2810574380108122,,,,,,,,,,,,1.5894541337210626,26.952675062954476,13.77245282556162,,0.0,9.354126784243654,0.0,7.0573684315019705,0.0,7.455927617065074,1.824350219198972,8.208049103904584,5.912574346031777,5.893925018794927,-0.5400543204140118,,-0.0797884876239904,6.9995362655540685,4.1722497128004525e-06,7.450145857738168,-0.059679955526231,7.167533115283524,7,"[2.40211, 2.47246, 2.40211, 2.12069, 2.33175, 2.40211, 2.47246]","[-7.083017, -7.088156, -7.097198000000001, -6.902704, -7.176216, -7.088394, -7.093045]","[1.940826, 1.916622, 1.8645, 1.899073, 1.886414, 1.915424, 1.890382]",2024-10-14 19:36:15,"[2.37, -7.08, 1.9]","[2.308, -6.865, 1.78]"
63,2024-10-14 19:36:16,97496a24-9e30-8b43-c5ff-18b1abe7913c,2,-51.0,-75.0,-78.0,-69.0,2.276785418072798,-1.1855169450511878,0.376127561815706,-0.9574564793119796,0.5552808051903175,0.1856102605298334,0.322473354676584,0.3397350327560962,,,,,,,,,,,0.5980254937108687,6.069038061753152,7.664182522642432,3.2997407867624373,-0.9056040421094996,7.208646942837965,-0.685870648113456,6.9543970428429,0.0,7.374301236116631,0.6228023188461546,6.0032402082600544,4.853426622818032,3.674961217492613,-0.7217336221741718,,-0.6216583353375613,6.9628368837575225,1.547588648872283e-07,7.37645931524099,-0.369987629894397,7.12509525479382,10,"[2.33175, 2.40211, 2.33175, 2.40211, 2.33175, 2.40211, 2.2614, 2.33175, 2.40211, 2.47246]","[-6.948673, -6.939839, -6.944657, -6.940883, -6.963182, -6.958176, -6.957328, -6.958945, -6.9540500000000005, -6.80821]","[1.919243, 1.949763, 1.933698, 1.9463869999999999, 1.854381, 1.879716, 1.883632, 1.876085, 1.897971, 1.999763]",2024-10-14 19:36:16,"[2.37, -6.94, 1.91]","[2.308, -6.865, 1.78]"
64,2024-10-14 19:36:17,1cc69086-e0e9-ead7-66ed-2c8b7b89d70a,22,-57.0,-77.0,-81.0,-79.0,2.269889961378365,-1.0899307672060636,0.1066521448066212,-0.9290096578121892,0.5411886549926496,0.1474965471024621,0.2973874757619872,0.3417017772211196,,,,,,,,,,,1.1474626713418463,7.162461609883263,9.852733772417333,7.381254412681241,-0.0983150927064013,8.289471126245607,0.0,7.61953608648479,0.0,8.518632093063372,1.0098402101738628,7.139374284224802,5.636158862848209,5.012735339145919,-0.3272693321292801,,-0.0583467635893019,7.573063298469769,-3.129805109356301e-07,8.401729276991487,-0.0435175933377231,7.893482358275869,17,"[1.979975, 2.05033, 2.12069, 2.19104, 2.2614, 2.33175, 1.979975, 2.05033, 2.12069, 2.19104, 2.2614, 2.33175, 1.979975, 2.05033, 2.12069, 2.2614, 2.33175]","[-7.018669, -7.061345, -7.059241, -7.004056, -6.995855000000001, -6.983185000000001, -7.014403, -7.012014000000001, -7.053864, -6.994525, -6.937139, -6.972761, -7.004523, -7.005, -7.001057, -6.844418, -6.867859]","[1.7912491, 1.808491, 1.827026, 1.88906, 1.925112, 1.97041, 1.828219, 1.8447209999999998, 1.864866, 1.930361, 1.958246, 2.001728, 1.886773, 1.884402, 1.903081, 2.047184, 2.109358]",2024-10-14 19:36:17,"[2.15, -6.99, 1.91]","[2.308, -6.865, 1.78]"
65,2024-10-14 19:36:18,f54a7a72-a568-7b70-961d-6f5ed6005c87,17,-54.0,-82.0,-69.0,-71.0,2.2824691364712453,-1.1083595756333031,0.2719348462757729,-1.0059730159446616,0.4654539795185988,0.1500310608671337,0.2517549927870497,0.3222202545044856,,,,,,,,,,,0.8283790983263641,10.837233287795112,3.607390121344118,3.876233181227384,-1.766383769515354,8.005206794855138,-0.7109097299436659,7.295874029016734,0.0,7.450073899359627,0.7921536522567314,6.8433898615212,3.953822884765674,3.8058471990909055,-1.1720755731581345,,-0.6465035837879055,7.3413561086244945,-1.9922478850699928e-07,7.595366667808619,-0.3846463810193208,7.44487782102883,20,"[1.979975, 2.05033, 2.12069, 2.19104, 2.2614, 2.33175, 2.2614, 2.33175, 1.979975, 2.05033, 2.12069, 2.19104, 2.2614, 2.33175, 1.979975, 2.05033, 2.12069, 2.19104, 2.2614, 2.33175]","[-7.010052, -7.008148, -7.050696, -6.917496, -6.9163250000000005, -6.882772, -6.9948250000000005, -6.984212, -7.018357, -7.061972, -7.0601840000000005, -6.941384, -6.988519, -6.970338, -7.014768, -7.013192, -7.055716, -6.930244, -6.928772, -6.899313]","[1.856909, 1.867848, 1.883337, 2.0117, 2.014522, 2.083877, 1.92919, 1.967077, 1.7944574, 1.802298, 1.819094, 1.944748, 1.952512, 2.008442, 1.825492, 1.83684, 1.8529499999999999, 1.9785, 1.982592, 2.052151]",2024-10-14 19:36:18,"[2.17, -6.98, 1.92]","[2.308, -6.865, 1.78]"
