;CreateTime;BeaconID;Channel;RSSI_1;RSSI_2;RSSI_3;RSSI_4;Azim_1;Azim_2;Azim_3;Azim_4;Elev_1;Elev_2;Elev_3;Elev_4;X_sylabs;Y_sylabs;Z_sylabs;X_real;Y_real;Z_real;Real_Dist_1;Real_Dist_2;Real_Dist_3;Real_Dist_4;Dest_RSSI_1;Dest_RSSI_2;Dest_RSSI_3;Dest_RSSI_4;X_est_MLT;Y_est_MLT;X_est_TRIG;Y_est_TRIG;X_est_TRIANG;Y_est_TRIANG;Dest_MLT_1;Dest_MLT_2;Dest_MLT_3;Dest_MLT_4;X_est_MLT_KF;Y_est_MLT_KF;X_est_TRIG_KF;Y_est_TRIG_KF;X_est_TRIANG_KF;Y_est_TRIANG_KF;X_est_FUSAO;Y_est_FUSAO
0;1728945037;13903086-df03-d538-9108-90bee0572493;0;-67;-73;-57;-64;-3.084059319;-2.058911544;1.563249994;-2.260405912;0.295756789;0.155951518;0.711581596;0.122015463;;;;-5.9;6.865;1.78;;;;;3.399669347;5.142536882;1.320776932;2.206249631;-4.517545319;6.957872108;-4.902722265;7.033825612;-5.7218424;8.499481983;3.627703999;6.747414966;1.492468654;2.532343912;-5.047369994;;-5.047369994;7.497059901;-5.047369994;7.497059901;-5.047369994;7.497059901
1;1728945038;b962046b-1c90-5f6a-9b13-927bd3ea9b09;3;-70;-71;-57;-67;-3.075288465;-2.052773357;1.609542657;-2.231134576;0.331675675;0.23275993;0.675039032;0.079636157;;;;-5.9;6.865;1.78;;;;;4.709188918;4.357475652;1.320776932;2.808987166;-5.376200931;6.46177233;-5.157601239;7.127437666;-5.685684813;8.596528635;4.588388745;6.845575315;1.425563134;2.606416717;-5.165411869;;-5.15025249;7.152079148;-5.623912412;8.490128435;-5.339716458;7.687298863
2;1728945039;edf04b19-1cbb-f4ea-7f72-931b7e000d9e;29;-64;-70;-58;-71;-3.107090869;-2.077361258;1.615444222;-2.270848167;0.335820785;0.299482585;0.783543937;0.103257372;;;;-5.9;6.865;1.78;;;;;2.454297729;4.01110237;1.436127874;3.876233181;-3.185487073;7.537525368;-4.671135235;6.783423256;-5.693979998;8.309614539;2.209270305;6.701371276;2.550238087;2.928042826;-4.143936535;;-4.708158752;6.801039175;-5.707376773;8.362394872;-5.10425921;7.413619026
3;1728945040;610a21d5-843d-2a05-7604-3cf25ce9a26c;4;-66;-69;-57;-71;-3.107740947;-2.055110281;1.622931434;-2.338278873;0.300717226;0.244116381;0.820652025;0.119342174;;;;-5.9;6.865;1.78;;;;;3.049768455;3.692262105;1.320776932;3.876233181;-3.237081441;7.358886528;-4.650267549;6.70800439;-5.685268692;8.359661787;2.290019859;6.550373091;2.527305996;2.744818734;-3.437946629;;-4.636889568;6.696322166;-5.7003197;8.367338646;-5.050349081;7.346881221
4;1728945041;35c28a71-7c39-9de4-26be-f3aa24a9fde1;24;-68;-74;-56;-72;3.137841858;-2.113714738;1.626447871;-2.300921647;0.405036442;0.231605466;0.790483936;0.118797616;;;;-5.9;6.865;1.78;;;;;3.789714477;5.58661365;1.214691071;4.201215217;-3.860874539;8.052680588;-5.083487377;7.13762557;-5.707320516;7.980029751;2.874904403;7.424214146;1.86759701;3.440312191;-3.503915982;;-5.041183104;7.09397141;-5.711895843;8.020890737;-5.295910728;7.447574437
5;1728945042;6e3e1463-f604-5064-70ae-3003085963be;1;-70;-75;-54;-62;-3.130016691;-2.060768433;1.670879518;-2.269191947;0.438956159;0.185451703;0.687854962;0.13062429;;;;-5.9;6.865;1.78;;;;;4.709188918;6.069038062;1.027397646;1.878125374;-5.258634772;6.526638183;-5.171218476;7.039051288;-5.648805943;8.376500379;4.456941201;6.821321975;1.396715535;2.571664584;-4.493710047;;-5.174290013;7.054388962;-5.657842057;8.324709235;-5.362741981;7.553532886
6;1728945043;f0c03d56-e666-0112-3b53-2232493431a8;31;-69;-76;-61;-73;-3.129861695;-2.161468812;1.683126864;-2.205791669;0.467683478;0.193412291;0.600525848;0.108107978;;;;-5.9;6.865;1.78;;;;;4.224509607;6.593121577;1.846222421;4.553443633;-3.2193271;7.528772882;-4.803563994;6.736525363;-5.708932359;7.909313066;2.243965587;6.70427895;2.517737667;2.915630292;-3.770937916;;-4.840940719;6.762522;-5.70231998;7.958501631;-5.18387169;7.233786601
7;1728945044;e6ecea41-c442-3093-fc43-7f33e1d4fb95;28;-65;-74;-57;-73;-3.089086036;-2.20779157;1.680740139;-2.220720284;0.452682058;0.174994834;0.814668368;0.131286718;;;;-5.9;6.865;1.78;;;;;2.735880076;5.58661365;1.320776932;4.553443633;-2.996069372;8.206797611;-5.020106036;6.904549735;-5.734519379;7.729617373;2.037166671;7.282546362;2.74474742;3.616392074;-3.227116782;;-4.997972784;6.883596535;-5.733096836;7.735745877;-5.282728118;7.213374986
8;1728945045;b744a9d8-784a-1270-da31-35cc94ffd45d;20;-64;-74;-57;-84;-3.117574669;-2.169632333;1.675684926;-2.258658612;0.504986742;0.108850801;0.868458429;0.148522996;;;;-5.9;6.865;1.78;;;;;2.454297729;5.58661365;1.320776932;11.03965113;-2.418644462;8.369399391;-4.922965048;6.816987236;-5.723420351;7.793116049;1.524183143;7.304472317;3.339625155;3.900024199;-2.605813056;;-4.93094174;6.822242256;-5.726776387;7.768406539;-5.242847513;7.19302123
9;1728945046;6601af0e-dd27-3ba9-be3f-dca50a65c1ce;9;-69;-73;-54;-63;-3.083177014;-2.142552512;1.712306054;-2.187570454;0.49369414;0.120577931;0.82399569;0.179603135;;;;-5.9;6.865;1.78;;;;;4.224509607;5.142536882;1.027397646;2.035586749;-4.795046758;6.958616525;-5.140942444;7.108032402;-5.681223325;8.091440187;3.897560223;6.897171718;1.279627763;2.654282597;-3.820767061;;-5.124181757;7.085170126;-5.686348454;8.05355866;-5.341326029;7.46163871
10;1728945047;e28b5e5b-aaaa-3039-9b18-0f86268bd616;16;-62;-72;-55;-88;3.122626686;-2.195478577;1.707897458;-2.280837684;0.488995658;0.166874406;0.853872429;0.236606034;;;;-5.9;6.865;1.78;;;;;1.975093332;4.733759526;1.11712611;15.23405395;-2.589629466;8.208447043;-4.976804331;6.74691697;-5.754818452;7.586639283;1.640083769;7.182832242;3.148303403;3.699137965;-3.125931845;;-4.994684263;6.781110843;-5.746295946;7.644515477;-5.291278455;7.122754385
11;1728945048;0f4cfa7d-aa0e-acb8-1656-01c14340f841;19;-69;-74;-55;-67;-3.125963094;-2.183986505;1.699077601;-2.21480314;0.484837798;0.156978216;0.740470503;0.24638586;;;;-5.9;6.865;1.78;;;;;4.224509607;5.58661365;1.11712611;2.808987166;-4.886290971;7.378306845;-5.326590706;7.261303911;-5.725430842;7.794401157;3.916845694;7.299209212;0.953317564;3.068753884;-4.178647707;;-5.300477778;7.218411548;-5.729891498;7.763127651;-5.464626043;7.425660968
12;1728945049;a91448f8-9b04-c9e9-dc5a-cd026a388c46;4;-63;-69;-56;-77;-2.989953326;-2.091304238;1.695185657;-2.302258021;0.401221197;0.111797538;0.796133299;0.32434792;;;;-5.9;6.865;1.78;;;;;2.201696409;3.692262105;1.214691071;6.283478084;-2.518961356;8.009914298;-4.740930328;6.808783745;-5.653176014;8.309103008;1.535138923;6.973591084;3.202236573;3.526850591;-3.256477957;;-4.792814786;6.852763594;-5.660778847;8.255361606;-5.139645915;7.409024523
13;1728945050;ac5fb34a-6c30-26ea-7cff-a8b5e4ea01fb;21;-72;-79;-57;-68;-3.037430298;-2.171516785;1.665987292;-2.219417067;0.425730502;0.166033913;0.83536539;0.41115106;;;;-5.9;6.865;1.78;;;;;5.851749625;8.452880966;1.320776932;3.044491669;-6.186914008;5.86673128;-5.664359127;7.039334276;-5.709164639;7.963055769;5.548944715;6.980711373;2.03428706;2.937416648;-5.036647924;;-5.58569102;7.01694027;-5.700787756;8.017812591;-5.619400822;7.40486075
14;1728945051;566091d7-4f29-1281-4493-deb680068d74;18;-62;-74;-55;-74;-3.06859674;-2.153863356;1.60494178;-2.237534152;0.441374143;0.165097928;0.901890289;0.378747746;;;;-5.9;6.865;1.78;;;;;1.975093332;5.58661365;1.11712611;4.935202756;-2.675349127;8.378530767;-4.882213866;6.930087756;-5.71253527;7.981019201;1.769171981;7.367876172;3.08791662;3.844150489;-3.774616279;;-4.958785326;6.939325564;-5.711963892;7.983202525;-5.263994827;7.348018937
