,CreateTime,BeaconID,Channel,RSSI_1,RSSI_2,RSSI_3,RSSI_4,Azim_1,Azim_2,Azim_3,Azim_4,Elev_1,Elev_2,Elev_3,Elev_4,X_sylabs,Y_sylabs,Z_sylabs,X_real,Y_real,Z_real,Real_Dist_1,Real_Dist_2,Real_Dist_3,Real_Dist_4,Dest_RSSI_1,Dest_RSSI_2,Dest_RSSI_3,Dest_RSSI_4,X_est_MLT,Y_est_MLT,X_est_TRIG,Y_est_TRIG,X_est_TRIANG,Y_est_TRIANG,Dest_MLT_1,Dest_MLT_2,Dest_MLT_3,Dest_MLT_4,X_est_MLT_KF,Y_est_MLT_KF,X_est_TRIG_KF,Y_est_TRIG_KF,X_est_TRIANG_KF,Y_est_TRIANG_KF,X_est_FUSAO,Y_est_FUSAO
0,1728944922.223522,6bba18e6-5485-b6e5-7a8c-c0116dd633d4,17,-63.0,-76.0,-57.0,-71.0,-3.101772802654819,-2.2576362245706925,2.561078929703193,-2.287567492062093,0.5250847861970495,0.2752072387547215,0.2979915472762445,0.2465104130075999,,,,,,,,,,,2.201696409216202,6.593121576781917,1.3207769323882153,3.8762331812273843,-3.143334116221992,7.685416236014334,-5.471318496922968,6.944782032648716,-6.222093895628598,7.715199121429724,2.1528639302314794,6.827860761293518,2.578670825556965,3.0799068802606633,-4.945582169591186,,-4.945582169591186,7.448465796697591,-4.945582169591186,7.448465796697591,-4.945582169591186,7.448465796697591
1,1728944923.228143,96f0d89d-158d-f0a8-6720-944fa605a965,11,-63.0,-74.0,-55.0,-76.0,3.030765204826146,-2.2653039979812486,2.582444938496681,-2.299549586438577,0.5439586421319547,0.2827009745880409,0.2629205453285592,0.214994048680141,,,,,,,,,,,2.201696409216202,5.586613649704094,1.1171261102409566,5.797424075157783,-2.7807113794155844,8.348414926312909,-5.709535103363118,7.051810460234082,-6.141203945132905,7.446298252568975,1.8608407550517203,7.363473244603114,2.9789615005158314,3.792761499267833,-4.168449065425586,,-5.658604907778322,7.078254149331649,-6.025498612015965,7.446508014904002,-5.8053623894733795,7.22555569556059
2,1728944924.222228,273562e7-544d-f70e-c306-79c764276b02,1,-63.0,-77.0,-56.0,-79.0,3.098155963578383,-2.281259528704131,2.586593610842806,-2.272315568499209,0.5256908883716378,0.2952443634537732,0.2598648176490454,0.2794988229828433,,,,,,,,,,,2.201696409216202,7.162461609883263,1.2146910705915435,7.381254412681241,-2.829948030229571,8.47326468058948,-5.772591473457979,7.132841997661268,-6.218101985744016,7.558753142663908,1.946093874853719,7.496568861265066,2.954408579677214,3.906237571785722,-3.332830704290905,,-5.782687005437237,7.119434847387288,-6.237143915234517,7.547614411799083,-5.96152197868219,7.285864767877856
3,1728944925.260786,7a556fdd-70bd-493e-6de3-b6e224a40f81,35,-65.0,-86.0,-60.0,-72.0,-3.090919622264419,-2.3128640603084283,2.5636185201186925,-2.256550986426485,0.5137039004366503,0.3922577626165843,0.2927633958717691,0.2730993800414373,,,,,,,,,,,2.7358800764546123,15.09396415848645,1.6979323560113309,4.201215216834319,-3.270271383887586,8.922648316525883,-6.037131977830452,7.358297940845345,-6.344043772633831,7.6638516262000795,2.526201040517131,8.046508486611964,2.6731353348421,4.301079820162334,-3.0924711387249513,,-6.031674145539461,7.339328618162434,-6.361112786236033,7.658270157786374,-6.1589081671564525,7.461261537133291
4,1728944926.227406,bf0c3181-355d-d051-0105-a57a4abac24b,16,-63.0,-70.0,-57.0,-76.0,-3.080583894073822,-2.270513141073444,2.669068514009252,-2.261057853939226,0.5912878083926248,0.3692233499791892,0.2100525699222558,0.281244991130581,,,,,,,,,,,2.201696409216202,4.011102370120824,1.3207769323882153,5.797424075157783,-2.176710048815285,8.14819395202762,-5.636614547936086,7.064219489085741,-6.281194218372709,7.7915457099956225,1.2251093706678824,7.042892701690694,3.5531639595016635,3.7679202094323503,-2.3706064708558525,,-5.680563904899778,7.092205850816781,-6.307587248332358,7.7871643115249425,-5.9313519514700435,7.368357547265972
5,1728944927.229208,3dbb1480-5115-777f-a8e1-930bff609b40,30,-65.0,-84.0,-61.0,-75.0,-3.1063478470914663,-2.2565374043049258,2.641874976118453,-2.210972582266433,0.629515022416704,0.3628026350385763,0.2456960349910105,0.2774185945658687,,,,,,,,,,,2.7358800764546123,12.789715040732366,1.8462224205560511,5.348968430783272,-3.51590777808561,10.0,-6.670911180054494,7.93642469590009,-6.073536067217427,7.781965039243994,3.3295046216535766,9.149570815256494,3.0796952721611963,5.3710046825162685,-2.891324347517209,,-6.591900126350641,7.869095112407323,-6.101446210283369,7.793210889811039,-6.3871642611345845,7.829285298984812
6,1728944928.234309,324cca2d-a863-7b9e-00f9-2e2184e72503,34,-67.0,-77.0,-61.0,-80.0,-3.109362545445436,-2.1668706346147206,2.684124961548124,-2.294896511381991,0.6405453695986214,0.4587209090716332,0.2444777885951105,0.2668787850119871,,,,,,,,,,,3.3996693465135586,7.162461609883263,1.8462224205560511,8.000096203722888,-2.312138337589926,8.662775036028346,-5.74203447769604,7.357936509239368,-5.7940914384374045,7.818122225679195,1.5609998114482428,7.573080200398026,3.50145746791661,4.211594354490943,-2.483164873968062,,-5.837474236887566,7.423990733997858,-5.814919922710423,7.820738335183282,-5.841049475526927,7.588239301917098
7,1728944929.231992,c71acbf1-7d34-d8b6-fd5a-a7710817fc61,35,-63.0,-75.0,-61.0,-72.0,-3.085437505160491,-2.0891492076779574,2.6941842536175717,-2.233116500414333,0.5649911565779372,0.411329890894646,0.2026353001017352,0.2134991997155227,,,,,,,,,,,2.201696409216202,6.069038061753152,1.8462224205560511,4.201215216834319,-2.1222326025029936,7.7171347260264795,-5.239561280651204,7.107012089607791,-5.2817668674135865,7.933898461935362,1.1323816748230493,6.6088445349121825,3.5970764380179174,3.390977055065572,-2.170245053344984,,-5.2657665943015735,7.123727138979891,-5.313878995700259,7.926638341287365,-5.28888858836426,7.441626533396536
8,1728944930.231461,beffea44-ce09-5347-5ac5-2168733c1509,1,-63.0,-71.0,-54.0,-80.0,-3.0819674062601177,-2.093300276869064,2.641616116860497,-2.254905419188925,0.6312482076541275,0.4293116544434018,0.3114434402583437,0.1361766976652963,,,,,,,,,,,2.201696409216202,4.357475651666184,1.0273976457029026,8.000096203722888,-2.8671516711808143,8.07632343116934,-5.347949978660379,7.284817339097604,-5.325718771185334,7.929400895482714,1.8889455648482423,7.122151532050648,2.859140496761067,3.5091560052958712,-2.509501663742384,,-5.311283243836842,7.258251060153468,-5.28872949258169,7.936522261955247,-5.297204843074178,7.5192805982435935
9,1728944931.228234,59c1ab21-d941-b03c-eeb1-f1fc960cd29d,19,-61.0,-74.0,-56.0,-75.0,-2.985777489795873,-2.1650849851038227,2.6486202305274054,-2.3029163546886555,0.6169004272813255,0.3844903536917457,0.3033331826326709,0.1532201130487195,,,,,,,,,,,1.7718127048307177,5.586613649704094,1.2146910705915435,5.348968430783272,-2.3968137465095727,8.113107033177863,-5.491873156391838,7.1788628644679005,-5.87221343476281,8.0067922189467,1.4311140564154048,7.048918533019332,3.330913226885366,3.661597642585851,-2.4278263466727736,,-5.467790791036317,7.183798979551518,-5.798658664062722,8.003756478491955,-5.594730701355599,7.504549001504466
