,CreateTime,BeaconID,Channel,RSSI_1,RSSI_2,RSSI_3,RSSI_4,Azim_1,Azim_2,Azim_3,Azim_4,Elev_1,Elev_2,Elev_3,Elev_4,X_sylabs,Y_sylabs,Z_sylabs,X_real,Y_real,Z_real,Real_Dist_1,Real_Dist_2,Real_Dist_3,Real_Dist_4,Dest_RSSI_1,Dest_RSSI_2,Dest_RSSI_3,Dest_RSSI_4,X_est_MLT,Y_est_MLT,X_est_TRIG,Y_est_TRIG,X_est_TRIANG,Y_est_TRIANG,Dest_MLT_1,Dest_MLT_2,Dest_MLT_3,Dest_MLT_4,X_est_MLT_KF,Y_est_MLT_KF,X_est_TRIG_KF,Y_est_TRIG_KF,X_est_TRIANG_KF,Y_est_TRIANG_KF,X_est_FUSAO,Y_est_FUSAO
0,1728945737.255744,44cb2949-40bd-f873-833d-957187696a56,12,-68.0,,-61.0,,3.116849756534085,,2.600357359988553,,0.6474605336851211,,0.4224777500596632,,,,,,,,,,,,3.789714476550828,,1.8462224205560511,,,,,,,,,,,,-4.732342457378102,,-4.732342457378102,6.52890680419583,-4.732342457378102,6.52890680419583,-4.732342457378102,6.52890680419583
1,1728945738.248825,cefac9a2-b4cd-de54-6da3-42487315c57e,28,-78.0,-72.0,-64.0,-83.0,3.0960004009920725,-2.198452129875589,2.579780712142165,-2.322795254329443,0.6567612908970866,0.1924356760875975,0.5289723355982926,0.3528917809103873,,,,,,,,,,,11.228056876919752,4.733759526135378,2.373421815133791,10.185686718803106,-3.0811873527371696,5.8060693373759165,-5.193015535484699,6.15158478350652,-5.922824483912436,7.629066291705053,2.9031463434012834,5.0530884073914635,3.3329904620002475,1.2572552009325595,-4.139620112122382,,-5.162303996944259,6.176739584885807,-5.807616545860726,7.522599244526741,-5.4204290165108455,6.71508344874218
2,1728945739.270426,291d0814-0121-8ba9-dbed-12621f85523b,28,-69.0,-74.0,-62.0,-76.0,3.1222117650728505,-2.207032834907824,2.6292899420711744,-2.286228454666001,0.5859672785878371,0.1966830351968672,0.6809814760098395,0.2578081582077181,,,,,,,,,,,4.224509606649664,5.586613649704094,2.0074634976454258,5.797424075157783,-1.6903384017641534,8.40708094488255,-5.682129313724885,7.121126053668795,-5.959442531397298,7.701071250471275,0.9068151517058417,7.235056368248705,4.065564592208265,4.199112306158647,-2.750938926566855,,-5.65584216367141,7.0443202779023295,-5.982342472162015,7.71846985924374,-5.7795960044664705,7.297857536121385
3,1728945740.307489,ee2b7f52-696b-4916-a2ab-b461c6ecd04f,3,,-79.0,-51.0,-66.0,,-2.1880715274206235,2.5850889248269118,-2.1731924464103507,,0.2788661557763813,0.6816378786395169,0.2124778774374773,,,,,,,,,,,,8.4528809658235,0.7991856130370477,2.591699948194533,-5.821489336547729,7.309906636772716,-5.7335223300006035,7.55010486858096,-5.719046104857667,7.845234873314751,4.853897453454258,7.784662191746821,0.5461813943631961,3.5313331229601688,-4.322818541125059,,-5.753136396232328,7.547084810329927,-5.769352557347625,7.858292382390724,-5.760435696917423,7.666738539409206
4,1728945741.271486,00404b29-eef4-94c6-b866-5559deda7a36,28,,-84.0,-67.0,-73.0,,-2.086850500183055,2.53040464026766,-2.121702090946432,,0.2156343724747369,0.8086516210345025,0.3233854873499362,,,,,,,,,,,,12.789715040732366,3.051166018694743,4.5534436327619,,,,,-5.267466242559699,8.125030867619829,,,,,,,,,-5.315157258500654,8.117934595878413,,
5,1728945742.300226,63cb0c30-67d0-e251-78b4-3c363b8aa44e,18,,-80.0,-63.0,-68.0,,-2.1421824655194137,2.483190522566081,-2.1124930130549924,,0.4948995862957098,0.8306892124758808,0.2647822946676063,,,,,,,,,,,,9.182817987739101,2.182786672672443,3.0444916689452066,,,,,-5.48176000274644,8.034857807998597,,,,,,,,,-5.440534794645629,8.065222331191466,,
6,1728945743.315187,aadc5c34-4ae7-6424-c691-35c378e921c3,15,,-74.0,-65.0,-70.0,,-2.0019827467771734,2.4861349134672728,-2.111173283576804,,0.3442070794375845,0.8533517146670464,0.325383623826309,,,,,,,,,,,,5.586613649704094,2.5807062060060075,3.576389901436631,,,,,-4.815425938393181,8.281175747627689,,,,,,,,,-4.87181731158277,8.267154033074045,,
7,1728945744.264008,0170af6b-40a0-0777-d05b-26085d20afaf,25,,-85.0,-80.0,-73.0,,-2.0063532604421024,2.5555219777726337,-2.078390436348201,,0.2113392928476843,0.8062270791780943,0.3400776484303348,,,,,,,,,,,,13.89415346187271,9.061354298965988,4.5534436327619,,,,,-4.8184873567663455,8.277842506974489,,,,,,,,,-4.79084575974579,8.290825976729195,,
8,1728945745.272792,ec75917c-d71e-375d-00b8-f799d5ac81ba,32,-74.0,-75.0,-84.0,-74.0,-3.1042873593560723,-2.020607697018697,2.6941688072832486,-2.024170740241114,0.3739104802082151,0.248498729077453,0.7616085448539339,0.4202258143314058,,,,,,,,,,,7.271522606673862,6.069038061753152,12.666238376152789,4.935202756016667,-3.35243044019983,1.840035301021582,-6.439931175848077,5.916987337147477,-4.792127498254797,8.142789369655539,6.4325174487442,2.4460331861453333,6.454672816534428,2.794175740156334,-3.566750301218657,,-6.35922666701524,5.92660653618647,-4.773244138688439,8.16454710538988,-5.732625663475246,6.826775085732738
9,1728945746.265877,67ff6e45-7afb-db48-a10e-19dc336d756d,22,-77.0,,-69.0,-67.0,2.9760116780785526,,2.800746916211566,-2.045707990292694,0.2903652525996663,,0.6903751775438488,0.5344426682143971,,,,,,,,,,,10.0724424020768,,3.607390121344118,2.808987166343766,-5.966920742266036,4.251828223412929,-6.933429945053512,6.761878991641136,-5.084145452313458,7.6258085010273975,6.1227079313301935,5.834964407889449,3.6028504183534835,2.4728540481662113,-4.942573271820569,,-6.946478404076078,6.687724046652718,-5.044872122381623,7.674348234100633,-6.207600040940182,7.0818593874253075
