numObj,x,y,z,velocity,numObj_static,x_static,y_static,z_static,velocity_static,timestamp
0,"[]","[]","[]","[]",5,"[-0.0915762, -0.0762491, -0.298677, -0.476058, 0.149923]","[1.41102, 0.07932, 0.062702, 0.0421769, 0.0287088]","[-0.519663, -0.0597279, 0.0475768, 0.0781143, 0.0890875]","[0, 0, 0, 0, 0]",24/11/2025 20:55:12
0,"[]","[]","[]","[]",5,"[-0.0915762, -0.0762491, -0.298677, -0.476058, 0.149923]","[1.41102, 0.07932, 0.062702, 0.0421769, 0.0287088]","[-0.519663, -0.0597279, 0.0475768, 0.0781143, 0.0890875]","[0, 0, 0, 0, 0]",24/11/2025 20:55:13
0,"[]","[]","[]","[]",5,"[-0.0915762, -0.0762491, -0.298677, -0.476058, 0.149923]","[1.41102, 0.07932, 0.062702, 0.0421769, 0.0287088]","[-0.519663, -0.0597279, 0.0475768, 0.0781143, 0.0890875]","[0, 0, 0, 0, 0]",24/11/2025 20:55:14
0,"[]","[]","[]","[]",5,"[-0.0915762, -0.0762491, -0.298677, -0.476058, 0.149923]","[1.41102, 0.07932, 0.062702, 0.0421769, 0.0287088]","[-0.519663, -0.0597279, 0.0475768, 0.0781143, 0.0890875]","[0, 0, 0, 0, 0]",24/11/2025 20:55:15
0,"[]","[]","[]","[]",5,"[-0.0915762, -0.0762491, -0.298677, -0.476058, 0.149923]","[1.41102, 0.07932, 0.062702, 0.0421769, 0.0287088]","[-0.519663, -0.0597279, 0.0475768, 0.0781143, 0.0890875]","[0, 0, 0, 0, 0]",24/11/2025 20:55:16
0,"[]","[]","[]","[]",5,"[-0.0915762, -0.0762491, -0.298677, -0.476058, 0.149923]","[1.41102, 0.07932, 0.062702, 0.0421769, 0.0287088]","[-0.519663, -0.0597279, 0.0475768, 0.0781143, 0.0890875]","[0, 0, 0, 0, 0]",24/11/2025 20:55:17
0,"[]","[]","[]","[]",5,"[-0.0915762, -0.0762491, -0.298677, -0.476058, 0.149923]","[1.41102, 0.07932, 0.062702, 0.0421769, 0.0287088]","[-0.519663, -0.0597279, 0.0475768, 0.0781143, 0.0890875]","[0, 0, 0, 0, 0]",24/11/2025 20:55:18
0,"[]","[]","[]","[]",5,"[-0.0915762, -0.0762491, -0.298677, -0.476058, 0.149923]","[1.41102, 0.07932, 0.062702, 0.0421769, 0.0287088]","[-0.519663, -0.0597279, 0.0475768, 0.0781143, 0.0890875]","[0, 0, 0, 0, 0]",24/11/2025 20:55:19
10,"[0.515901, 6.2072, 1.11222, 6.27626, 3.64378, 6.14691, 3.71387, 3.96547, 4.25283, 6.14849]","[-5.86588, 1.82044, -5.92964, 1.84023, 2.80322, 2.02272, 2.63833, 2.8406, 2.87797, 2.02272]","[-2.68721, 0.228929, -2.53256, 0.183107, 2.58995, -0.141047, 2.66261, 2.19009, 1.72584, 0.0194504]","[0, 0, 0, 0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",5,"[-0.0915762, -0.0762491, -0.298677, -0.476058, 0.149923]","[1.41102, 0.07932, 0.062702, 0.0421769, 0.0287088]","[-0.519663, -0.0597279, 0.0475768, 0.0781143, 0.0890875]","[0, 0, 0, 0, 0]",24/11/2025 20:55:20
4,"[4.24945, 4.22615, 4.4339, 4.22848]","[2.53939, 2.74386, 2.77904, 2.74386]","[2.20033, 2.17391, 1.87342, 2.16939]","[0.147187, 0.147187, 0.147187, -0.147187]",5,"[-0.0915762, -0.0762491, -0.298677, -0.476058, 0.149923]","[1.41102, 0.07932, 0.062702, 0.0421769, 0.0287088]","[-0.519663, -0.0597279, 0.0475768, 0.0781143, 0.0890875]","[0, 0, 0, 0, 0]",24/11/2025 20:55:21
