numObj,x,y,z,velocity,timestamp
15,"[2.53279, 2.60315, 2.6735, 2.74386, 2.46244, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386]","[0, 0.0313149, 0.0314246, 0.0319337, -0.095918, 0.0625534, 0.0625472, 0.0312577, 0.0312687, 0.0312873, 0.0639023, 0.0312643, 0.0312702, 0.0312965, 0.0313076]","[0.043127, 0.0618104, 0.103898, 0.206491, 0.205799, -0.020111, -0.0143263, 0.0128295, 0.0295046, 0.0453647, 0.206662, 0.0243122, 0.0311069, 0.0514311, 0.0579364]","[0, 0, 0, 0, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:38:58
22,"[2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.60315, 2.6735, 2.53279, 2.60315, 2.39208, 2.46244, 2.46244, 2.53279, 2.60315, 2.6735]","[0.0317221, 0.0321058, 0.0942514, 0.0629476, 0, 0, 0, 0, 0, -0.0313417, -0.0313494, -0.0314265, -0.0314626, -0.0314704, 0.0938962, 0.0939491, 0.0963528, 0.118555, -0.225352, 0.0938986, 0.0940738, 0.0629775]","[0.171775, 0.230675, 0.0877257, 0.113685, 0.0273447, -0.0341248, 0.0643599, 0.095043, 0.0825169, 0.0743677, 0.0775759, 0.104462, 0.114904, 0.117031, -0.0132944, 0.0360538, 0.226343, -0.655685, 0.205464, 0.0150792, 0.062782, 0.117759]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:38:59
22,"[2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.46244, 2.53279, 2.60315, 2.39208, 2.46244, 2.53279, 2.39208, 2.46244, 2.53279, 2.60315, 2.60315, 2.6735]","[-0.202025, -0.197399, -0.269149, 0.0312792, -0.062842, -0.0314668, -0.0314785, 0, 0.0313188, 0.0626638, -0.0316218, 0, 0.0313511, -0.0939917, -0.0940824, -0.0941731, -0.0941064, -0.0942647, -0.0628399, 0, -0.0965918, -0.128539]","[0.364099, 0.297578, -0.60475, 0.0392807, 0.097897, 0.116044, 0.119191, 0.104961, 0.0638092, 0.0626405, 0.152418, 0.133737, 0.0782818, 0.0469364, 0.0642162, 0.0777312, 0.0680637, 0.0893172, 0.0975469, 0.0719487, 0.236814, 0.223395]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:39:00
23,"[2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.60315, 2.6735, 2.74386, 2.39208, 2.46244, 2.53279, 2.60315, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735]","[0.0628491, 0.0628973, 0.0625619, 0.031265, -0.0312744, -0.0626342, 0.0316849, 0.0979293, -0.0625408, -0.0626202, -0.0626885, -0.0626021, -0.0627283, -0.0628727, 0.0965643, 0.032027, 0.0625701, 0.0625416, 0.0627648, 0.0628114, 0.0625417, 0.0626031, 0.0632369]","[0.0990382, -0.106454, 0.0259845, 0.0251268, 0.0351624, 0.0546023, 0.164878, 0.287856, 0.000652388, 0.0503368, 0.0686144, 0.0442367, 0.077301, 0.102739, 0.235636, -0.219959, -0.030611, 0.0053089, 0.0844686, -0.0928005, 0.00558179, 0.0446122, 0.148417]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:39:01
25,"[2.32173, 2.39208, 2.46244, 2.53279, 2.53279, 2.60315, 2.6735, 2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.53279, 2.60315, 2.6735, 2.32173, 2.39208, 2.46244, 2.53279, 2.32173, 2.39208, 2.46244, 2.53279]","[-0.0972753, -0.127918, -0.09475, -0.189137, 0.0997864, 0.0626851, 0.0628164, -0.0321981, 0, 0.0314963, 0.0630879, 0.063066, 0.0628321, 0.0626601, 0.0632628, 0.0633238, 0.063136, -0.0962954, -0.0951613, -0.0947346, -0.0630037, -0.0317062, -0.0956442, -0.0950136, -0.0632622]","[0.26428, 0.201041, 0.1348, -0.0737549, 0.345022, 0.0678345, 0.0936468, 0.242572, 0.196558, 0.123808, 0.131707, 0.129069, 0.0962787, 0.0616858, 0.151133, 0.157317, 0.13734, 0.223745, 0.163533, 0.133603, 0.121217, 0.168863, 0.191648, 0.15386, 0.151066]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:39:02
23,"[2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.60315, 2.6735, 2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735]","[0.0646952, 0.0643451, 0.0639515, 0.0634703, 0.128994, -0.0692458, -0.0650898, -0.0689852, -0.0312674, -0.0625746, -0.0625409, -0.0625411, 0.0951206, 0.0946166, 0.0944334, 0.0944843, 0.063561, 0.0638447, 0.0953951, 0.0950149, 0.0947582, 0.0632901, 0.0661758]","[0.258627, 0.237218, 0.210297, 0.171244, 0.238357, 0.443387, 0.280597, 0.435378, -0.0280591, -0.0328824, -0.00236097, -0.00320112, 0.160932, 0.124006, 0.107377, 0.112255, 0.179296, 0.202315, 0.177733, 0.153949, 0.135438, 0.153936, 0.332762]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:39:03
19,"[2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.53279, 2.60315, 2.39208, 2.46244, 2.32173, 2.39208, 2.46244, 2.53279]","[0, 0, 0, -0.031305, -0.031256, -0.0318341, -0.0315287, -0.0313048, -0.0312807, -0.0312551, 0.0938881, -0.0313154, -0.0312577, 0.0313274, 0, 0, 0, 0, -0.0314805]","[0.142724, 0.0400906, -0.000132465, 0.0564609, 0.00754524, 0.190981, 0.131818, 0.0563297, 0.0404445, -0.000229628, -0.00198445, 0.0620613, 0.01294, -0.0679701, -0.153463, 0.10971, 0.0119886, -0.0860946, -0.119725]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:39:04
19,"[2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.32173, 2.39208, 2.46244, 2.53279]","[0.0630655, 0.0944565, 0.094621, 0.0312925, 0.0627476, 0.0942538, 0.094292, 0.12629, 0.0314968, 0.0631753, 0.0948284, 0.0947834, 0.0949337, 0.0315649, 0.0317681, 0, 0, 0, 0.032136]","[0.129006, 0.10962, 0.124382, 0.0488872, 0.0811605, 0.0880123, 0.0924759, 0.123168, 0.123939, 0.141764, 0.140749, 0.13737, 0.148349, 0.140195, 0.179921, 0.281126, 0.266267, 0.255283, 0.234648]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:39:05
28,"[2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.46244, 2.53279, 2.60315, 2.6735, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.39208, 2.46244, 2.6735, 2.74386, 2.39208, 2.46244, 2.53279, 2.6735]","[-0.0316759, -0.031456, -0.0314227, 0, 0, -0.0313796, -0.0632402, -0.0628722, -0.062803, -0.0626776, -0.031258, -0.0949666, -0.0946719, -0.0945846, -0.0630058, -0.0961484, -0.0955882, -0.0954951, 0.0627781, 0.0629037, 0, 0.0314646, 0.0628632, 0.0629202, 0, 0.0316328, 0.0315343, 0.0314418]","[0.163153, 0.113078, 0.103323, 0.0869986, 0.0430533, 0.089093, 0.148763, 0.102661, 0.0913585, 0.0660547, 0.0135507, 0.150642, 0.1286, 0.121273, 0.121493, 0.216946, 0.188618, 0.183452, 0.0869271, 0.107406, 0.146061, 0.115443, 0.101256, 0.109812, 0.182801, 0.154657, 0.133138, 0.109021]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156, -0.44156, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:39:06
28,"[2.18102, 2.25137, 2.46244, 2.39208, 2.46244, 2.53279, 2.60315, 2.46244, 2.53279, 2.60315, 2.6735, 2.53279, 2.60315, 2.6735, 2.60315, 2.46244, 2.53279, 2.60315, 2.18102, 2.25137, 2.32173, 2.46244, 2.53279, 2.60315, 2.18102, 2.25137, 2.32173, 2.39208]","[-0.0317058, -0.0316245, 0, 0, 0, 0, 0.0314959, 0.0312974, 0.0939853, 0.0939078, 0.094132, 0.062775, 0.0628643, 0.0945809, 0.0631183, -0.0940745, -0.0942514, -0.0944931, -0.0313055, -0.0313177, -0.0626447, -0.0959989, -0.0955585, -0.0955393, -0.0314588, -0.0314398, -0.0314285, 0]","[0.168784, 0.152961, 0.128241, 0.0358526, 0.125035, 0.139623, 0.123713, 0.0519862, -0.0454701, 0.0205832, 0.0719267, 0.08636, 0.101433, 0.120952, 0.135288, 0.0629008, 0.0877242, 0.113077, 0.0567222, 0.0632271, 0.0575685, 0.209786, 0.186986, 0.185921, 0.113847, 0.108446, 0.105092, 0.00568737]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156, 0.588746, -0.44156, -0.44156, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:39:07
