numObj,x,y,z,velocity,x_static,y_static,z_static,velocity_static,timestamp
5,"[3.72883, 3.79919, 3.72883, 3.79919, 3.86954]","[-0.263387, -0.26241, -0.258629, -0.257704, -0.258213]","[0.28294, 0.270156, 0.212551, 0.19562, 0.205117]","[0.147187, 0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:25
12,"[3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.86954, 3.9399]","[-0.321827, -0.291608, -0.259929, -0.229465, -0.229931, -0.288802, -0.256744, -0.25755, -0.289516, -0.257834, -0.25865, -0.262282]","[0.155179, 0.208771, 0.234126, 0.277573, 0.284483, 0.15814, 0.176227, 0.192659, 0.172536, 0.198102, 0.212922, 0.26843]","[0, 0, 0, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:26
19,"[3.65848, 3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.86954, 3.9399, 3.86954, 3.72883, 3.65848, 3.72883, 3.79919, 4.5731, 3.58812, 3.65848, 3.72883, 3.79919, 3.86954]","[-0.233398, -0.230851, -0.262479, -0.297357, -0.300523, -0.299412, -0.332873, -0.33317, -0.335721, -0.193951, -0.228109, -0.1951, -0.195025, 0.804972, -0.233178, -0.231086, -0.196523, -0.195646, -0.194842]","[0.330735, 0.297573, 0.271084, 0.284096, 0.317226, 0.306077, 0.296515, 0.299315, 0.322166, 0.233652, 0.256289, 0.256943, 0.255501, 0.3052, 0.328032, 0.300811, 0.282886, 0.267237, 0.251931]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:27
20,"[3.65848, 3.72883, 3.79919, 4.15097, 4.22132, 3.65848, 3.72883, 3.79919, 4.15097, 4.15097, 4.22132, 4.29168, 3.65848, 3.72883, 3.79919, 4.15097, 4.15097, 4.22132, 3.72883, 3.79919]","[-0.292254, -0.258545, -0.222985, -0.259373, -0.258564, -0.291116, -0.257371, -0.256094, -0.261112, 0.832167, -0.293424, -0.293759, -0.295126, -0.259568, -0.256716, -0.264505, 0.831128, -0.296377, -0.333025, -0.332963]","[0.218683, 0.211071, 0.147192, 0.225181, 0.211403, 0.20088, 0.189132, 0.161679, 0.252016, 0.236848, 0.235469, 0.240046, 0.257777, 0.228353, 0.175627, 0.296818, 0.232892, 0.27289, 0.297954, 0.297362]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:28
8,"[3.72883, 3.86954, 3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 4.64345]","[-0.234301, -0.264357, -0.293042, -0.292506, -0.296167, -0.28539, -0.285583, 0.732871]","[0.341583, 0.295021, 0.230138, 0.222408, 0.270413, 0.044768, 0.0575525, 0.195593]","[0, 0, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:29
16,"[3.72883, 3.79919, 3.72883, 3.79919, 4.15097, 4.22132, 4.22132, 4.08061, 4.15097, 4.22132, 4.22132, 4.15097, 4.22132, 3.65848, 3.72883, 3.79919]","[-0.223414, -0.223575, -0.255993, -0.25763, -0.293309, -0.295997, 0.888995, -0.295439, -0.295632, -0.296584, 0.896492, -0.332032, -0.330448, -0.261624, -0.259014, -0.25678]","[0.159446, 0.163794, 0.15931, 0.194209, 0.233876, 0.2684, 0.261712, 0.261649, 0.26401, 0.275299, 0.283317, 0.288431, 0.272434, 0.259345, 0.219171, 0.176999]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:30
13,"[3.58812, 3.65848, 3.72883, 3.79919, 3.86954, 3.58812, 3.65848, 3.72883, 3.58812, 3.65848, 3.72883, 3.79919, 3.86954]","[-0.267571, -0.267974, -0.29617, -0.262624, -0.358448, -0.229423, -0.263071, -0.258969, -0.263076, -0.263246, -0.261006, -0.259762, -0.323885]","[0.331445, 0.335683, 0.27045, 0.273012, 0.201116, 0.276939, 0.278875, 0.218417, 0.278941, 0.281135, 0.250473, 0.23147, 0.190408]","[0, 0, 0, 0, 0, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:31
2,"[3.72883, 3.79919]","[-0.260632, -0.229125]","[0.244928, 0.27242]","[0.147187, 0.147187]","[]","[]","[]","[]",28/06/2025 12:04:32
2,"[3.79919, 3.86954]","[-0.27402, -0.267856]","[0.39275, 0.334449]","[0.147187, 0.147187]","[]","[]","[]","[]",28/06/2025 12:04:34
1,"[3.9399]","[-0.29272]","[0.225526]","[-0.147187]","[]","[]","[]","[]",28/06/2025 12:04:35
8,"[3.86954, 3.9399, 4.01025, 3.86954, 3.9399, 3.86954, 3.9399, 4.01025]","[-0.327742, -0.329576, -0.331639, -0.32724, -0.326228, -0.327733, -0.327646, -0.328585]","[0.242333, 0.263161, 0.284555, 0.236283, 0.223513, 0.24223, 0.241192, 0.252148]","[0, 0, 0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:36
9,"[3.79919, 3.86954, 3.9399, 2.18102, 3.79919, 3.86954, 3.9399, 2.11066, 2.18102]","[-0.259695, -0.259971, -0.262155, 0.285141, -0.23408, -0.229277, -0.228998, 0.285152, 0.317835]","[0.230402, 0.234785, 0.266701, -0.0173563, 0.338969, 0.274729, 0.270459, 0.0194572, 0.00825105]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373]","[]","[]","[]","[]",28/06/2025 12:04:37
4,"[4.01025, 4.01025, 3.9399, 4.01025]","[-0.331589, -0.325666, -0.325459, -0.329005]","[0.284063, 0.216071, 0.213259, 0.256876]","[0, -0.294373, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:38
6,"[3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.86954]","[-0.274901, -0.273837, -0.309306, -0.266104, -0.266103, -0.299624]","[0.400222, 0.391169, 0.392499, 0.315434, 0.315419, 0.308239]","[0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:39
0,"[]","[]","[]","[]","[0.59802, 0.365692, 0.363198, -1.88308]","[1.02823, 1.7106, 2.2642, 2.04451]","[0.12502, 0.183853, -0.363198, -0.44024]","[0, 0, 0, 0]",28/06/2025 12:04:40
11,"[3.79919, 3.86954, 3.9399, 3.72883, 3.79919, 3.86954, 3.79919, 3.86954, 3.72883, 3.79919, 3.86954]","[-0.256535, -0.257194, -0.261447, -0.260658, -0.261054, -0.261243, -0.2638, -0.26372, -0.298136, -0.29963, -0.269802]","[0.171683, 0.185582, 0.25684, 0.245323, 0.251179, 0.253922, 0.288157, 0.287152, 0.29265, 0.308299, 0.354141]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:42
3,"[3.9399, 3.86954, 3.9399]","[-0.261563, -0.327418, -0.331199]","[0.258483, 0.238441, 0.280143]","[0, 0.147187, 0.147187]","[]","[]","[]","[]",28/06/2025 12:04:43
1,"[3.86954]","[-0.259954]","[0.234523]","[0.147187]","[]","[]","[]","[]",28/06/2025 12:04:44
0,"[]","[]","[]","[]","[0.59802, 0.365692, 0.363198, -1.88308]","[1.02823, 1.7106, 2.2642, 2.04451]","[0.12502, 0.183853, -0.363198, -0.44024]","[0, 0, 0, 0]",28/06/2025 12:04:45
1,"[3.86954]","[-0.291843]","[0.212439]","[-0.147187]","[]","[]","[]","[]",28/06/2025 12:04:46
5,"[3.72883, 3.79919, 3.86954, 3.72883, 3.79919]","[-0.274904, -0.271838, -0.264107, -0.273406, -0.280343]","[0.400247, 0.373403, 0.291959, 0.387431, 0.442803]","[0, 0, 0, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:47
14,"[3.72883, 3.79919, 3.86954, 3.79919, 3.86954, 3.9399, 3.86954, 3.9399, 3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.86954]","[-0.26225, -0.261539, -0.2623, -0.303994, -0.26568, -0.23325, -0.235381, -0.236211, -0.258287, -0.257993, -0.259085, -0.261436, -0.26052, -0.261356]","[0.267991, 0.258141, 0.268667, 0.349373, 0.310623, 0.328915, 0.354037, 0.363253, 0.206457, 0.201082, 0.220378, 0.256681, 0.243251, 0.255542]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:48
6,"[3.86954, 3.9399, 3.9399, 3.86954, 3.9399, 4.01025]","[-0.29733, -0.331002, -0.325245, -0.295618, -0.328568, -0.29672]","[0.283787, 0.278144, 0.210318, 0.263835, 0.251956, 0.276871]","[0, 0, -0.294373, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:49
10,"[3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.72883, 3.79919]","[-0.259336, -0.226574, -0.227903, -0.262536, -0.262172, -0.229693, -0.266275, -0.265265, -0.226619, -0.226405]","[0.224567, 0.229515, 0.252871, 0.271845, 0.266927, 0.280984, 0.317349, 0.305825, 0.230337, 0.226341]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:50
4,"[3.72883, 3.79919, 3.72883, 3.79919]","[-0.265493, -0.269879, -0.258784, -0.226262]","[0.308476, 0.354898, 0.215242, 0.22363]","[0.147187, 0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:51
8,"[3.72883, 3.79919, 3.72883, 3.79919, 3.86954, 3.9399, 3.72883, 3.79919]","[-0.26668, -0.205823, -0.291953, -0.296299, -0.326583, -0.291683, -0.237312, -0.237186]","[0.321827, 0.4092, 0.21412, 0.271977, 0.228081, 0.209947, 0.375048, 0.373714]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:52
8,"[3.79919, 3.79919, 3.86954, 3.9399, 3.72883, 3.79919, 3.86954, 3.9399]","[-0.229359, -0.264219, -0.298212, -0.332283, -0.257883, -0.259674, -0.259921, -0.260202]","[0.275974, 0.293341, 0.293464, 0.290863, 0.199027, 0.230072, 0.233997, 0.238381]","[0, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:53
10,"[3.79919, 3.86954, 3.9399, 4.22132, 4.29168, 4.22132, 4.29168, 3.79919, 3.86954, 3.9399]","[-0.230351, -0.261875, -0.295117, -0.268679, -0.270756, -0.30798, -0.309123, -0.290136, -0.291154, -0.292934]","[0.290547, 0.262851, 0.257664, 0.342947, 0.363325, 0.382306, 0.391109, 0.184064, 0.201506, 0.228598]","[0, 0, 0, 0.147187, 0.147187, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:54
14,"[3.86954, 3.9399, 4.01025, 3.79919, 3.86954, 3.9399, 3.79919, 3.86954, 3.86954, 3.9399, 3.79919, 3.86954, 3.9399, 4.01025]","[-0.352913, -0.325103, -0.293569, -0.239697, -0.242542, -0.252584, -0.243048, -0.248095, -0.288168, -0.289428, -0.295485, -0.291291, -0.291542, -0.294992]","[0.104421, 0.208329, 0.237459, 0.399103, 0.425555, 0.504686, 0.430034, 0.471629, 0.14411, 0.170817, 0.262216, 0.203721, 0.207726, 0.256097]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:55
0,"[]","[]","[]","[]","[0.365692, 0.363198, -1.88308]","[1.7106, 2.2642, 2.04451]","[0.183853, -0.363198, -0.44024]","[0, 0, 0]",28/06/2025 12:04:56
8,"[3.72883, 3.79919, 3.86954, 3.72883, 3.79919, 3.86954, 3.79919, 3.79919]","[-0.260561, -0.2598, -0.227112, -0.263444, -0.262348, -0.229504, -0.264974, -0.258109]","[0.243862, 0.232081, 0.239276, 0.283671, 0.269324, 0.278165, 0.302414, 0.203226]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, -0.147187]","[]","[]","[]","[]",28/06/2025 12:04:57
