numObj,x,y,z,velocity,numObj_static,x_static,y_static,z_static,velocity_static,timestamp
4,"[0.492522, 1.04022, 1.02852, 0.831324]","[2.50641, 2.48662, 2.42286, 2.57237]","[0.789274, 0.513234, 0.468519, 0.469667]","[0, 0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:32:32
2,"[1.13452, 1.13425]","[2.48662, 2.55038]","[0.241519, 0.358945]","[-0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:32:33
2,"[0.953724, 0.976294]","[2.42286, 2.48662]","[0.606438, 0.626356]","[0.147187, 0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:32:35
3,"[0.69134, 0.805169, 1.10327]","[2.63833, 2.70428, 2.42286]","[0.693604, 0.59941, 0.245243]","[0.147187, 0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:32:36
2,"[1.11454, 0.963958]","[2.09307, 2.23158]","[0.31449, 0.392957]","[-0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:32:38
21,"[1.11649, 1.14063, 1.07978, 1.10927, 1.14601, 1.17993, 1.19868, 1.07657, 1.0985, 0.927288, 1.05338, 1.08668, 1.12702, 1.16272, 1.17791, 1.04262, 1.06774, 1.00466, 1.05369, 1.10223, 1.14527]","[2.09307, 2.15463, 2.3591, 2.42286, 2.48662, 2.55038, 2.61414, 2.09307, 2.15463, 2.29534, 2.3591, 2.42286, 2.48662, 2.55038, 2.61414, 2.09307, 2.15463, 2.3591, 2.42286, 2.48662, 2.55038]","[0.307506, 0.346588, 0.212318, 0.216517, 0.179258, 0.152021, 0.223991, 0.426723, 0.463094, 0.535327, 0.318425, 0.310607, 0.274414, 0.251866, 0.315473, 0.504028, 0.530182, 0.449072, 0.408767, 0.361341, 0.322057]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373]",0,"[]","[]","[]","[]",26/11/2025 18:32:39
13,"[1.32396, 1.18058, 0.957017, 0.937726, 0.880158, 0.907397, 1.32834, 1.36166, 0.862851, 0.892163, 1.29213, 1.32657, 1.35715]","[2.40088, 2.55038, 2.23158, 2.29534, 2.23158, 2.29534, 2.40088, 2.46244, 2.23158, 2.29534, 2.33932, 2.40088, 2.46244]","[0.108126, 0.146934, 0.409573, 0.516824, 0.555835, 0.56839, -0.00792482, 0.0456656, 0.582339, 0.592016, 0.0749763, 0.0690344, 0.119803]","[0, 0, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:32:40
5,"[0.914778, 1.13476, 0.916811, 1.30743, 1.34682]","[2.63833, 2.48662, 2.63833, 2.19641, 2.25577]","[0.3496, 0.24042, 0.344233, 0.492758, 0.495173]","[0, 0.147187, 0.147187, -0.588746, -0.588746]",0,"[]","[]","[]","[]",26/11/2025 18:32:41
13,"[1.13988, 1.17853, 1.20895, 1.03953, 1.10733, 1.15044, 1.17826, 1.18642, 1.22294, 1.1098, 1.13787, 1.14759, 1.13767]","[2.15463, 2.21619, 2.27775, 2.42286, 2.15463, 2.21619, 2.27775, 2.33931, 2.07768, 2.21619, 2.27775, 2.33932, 2.48662]","[0.349046, 0.338517, 0.355882, 0.443559, 0.441568, 0.424283, 0.447113, 0.517327, 0.501265, 0.521412, 0.541726, 0.598544, 0.226201]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:32:42
8,"[1.12577, 1.27716, 1.12636, 1.1116, 1.14908, 1.25526, 1.29756, 1.33292]","[2.21619, 2.33932, 2.48662, 2.15463, 2.21619, 2.33931, 2.40088, 2.46244]","[0.485977, 0.209991, 0.27711, 0.430699, 0.427957, 0.315501, 0.284402, 0.281987]","[0, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 18:32:43
