numObj,x,y,z,velocity,numObj_static,x_static,y_static,z_static,velocity_static,timestamp
15,"[2.91019, 2.91899, 2.93335, 2.80151, 2.87106, 2.97822, 3.05948, 2.93883, 2.7563, 2.89566, 2.98304, 3.01527, 2.87153, 3.07436, 2.98114]","[2.72407, 2.77024, 2.81641, 2.72407, 2.77024, 2.81641, 2.86258, 3.04727, 2.72407, 2.77024, 2.81641, 2.86258, 3.04727, 2.81641, 2.86258]","[1.15791, 1.27468, 1.37176, 1.40053, 1.37924, 1.27143, 1.21347, 1.31283, 1.48754, 1.32683, 1.26006, 1.31951, 1.45415, 1.01717, 1.3949]","[-1.17749, -1.17749, -1.17749, -1.03031, -1.03031, -1.03031, -1.03031, -1.03031, -0.883119, -0.883119, -0.883119, -0.883119, -0.883119, -0.735933, -0.735933]",7,"[-0.137324, -0.0623486, -0.0596558, -0.439443, -0.30254, -0.425362, 0.149923]","[-1.0733, 0.092067, 0.0707165, 0.432149, 0.062228, 0.0524397, 0.0287088]","[0.605057, 0.0257979, -0.0843408, -0.162239, 0, 0.225453, 0.0890875]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:48
9,"[2.29744, 2.374, 2.2996, 2.2332, 2.45679, 2.52912, 2.19919, 2.28136, 2.35621]","[2.57896, 2.62953, 2.79662, 2.69109, 2.62953, 2.6801, 2.69109, 2.74386, 2.79662]","[0.972295, 0.913329, 0.891583, 0.803395, 0.658947, 0.569923, 0.8923, 0.806898, 0.72896]","[0, 0, 0, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",7,"[-0.168143, -0.0589794, -0.0596558, -0.439443, -0.30254, -0.425362, 0.149923]","[-1.00303, 0.0899548, 0.0707165, 0.432149, 0.062228, 0.0524397, 0.0287088]","[0.708928, 0.0381937, -0.0843408, -0.162239, 0, 0.225453, 0.0890875]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:49
0,"[]","[]","[]","[]",7,"[-0.137324, -0.0623486, -0.0596558, -0.439443, -0.30254, -0.425362, 0.149923]","[-1.0733, 0.092067, 0.0707165, 0.432149, 0.062228, 0.0524397, 0.0287088]","[0.605057, 0.0257979, -0.0843408, -0.162239, 0, 0.225453, 0.0890875]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:50
0,"[]","[]","[]","[]",7,"[-0.137324, -0.0589794, -0.0596558, -0.439443, -0.30254, -0.425362, 0.16212]","[-1.0733, 0.0899548, 0.0707165, 0.432149, 0.062228, 0.0524397, 0.0349464]","[0.605057, 0.0381937, -0.0843408, -0.162239, 0, 0.225453, 0.0611018]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:51
0,"[]","[]","[]","[]",7,"[-0.137324, -0.0589794, -0.0596558, -0.439443, -0.30254, -0.425362, -0]","[-1.0733, 0.0899548, 0.0707165, 0.432149, 0.062228, 0.0524397, -0]","[0.605057, 0.0381937, -0.0843408, -0.162239, 0, 0.225453, -0]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:52
5,"[2.0088, 2.07898, 1.94941, 1.8498, 1.97724]","[2.58556, 2.42726, 2.58556, 2.63833, 2.47783]","[1.079, 1.09122, 1.18294, 1.41145, 1.35482]","[0, 0.147187, 0.147187, 0.147187, 0.294373]",7,"[-0.137324, -0.0623486, -0.0596558, -0.439443, -0.30254, -0.425362, -0]","[-1.0733, 0.092067, 0.0707165, 0.432149, 0.062228, 0.0524397, -0]","[0.605057, 0.0257979, -0.0843408, -0.162239, 0, 0.225453, -0]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:53
7,"[2.31337, 2.1786, 2.1781, 2.09078, 2.28508, 2.22076, 2.0446]","[2.41846, 2.57896, 2.74386, 2.91315, 2.47783, 2.47783, 2.63833]","[1.08352, 1.21544, 1.05432, 1.02293, 0.723469, 0.901794, 1.11065]","[0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.147187, -0.147187]",7,"[-0.168143, -0.0589794, -0.0596558, -0.439443, -0.30254, -0.425362, -0]","[-1.00303, 0.0899548, 0.0707165, 0.432149, 0.062228, 0.0524397, -0]","[0.708928, 0.0381937, -0.0843408, -0.162239, 0, 0.225453, -0]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:54
9,"[1.68889, 1.67333, 2.07193, 2.31673, 1.70287, 1.75236, 2.13047, 2.19996, 2.2272]","[2.63833, 2.69329, 2.63833, 2.57896, 2.63833, 2.69329, 2.63833, 2.69109, 2.74386]","[1.26151, 1.35307, 1.05878, 0.925393, 1.24257, 1.24903, 0.935432, 0.890403, 0.94619]","[0, 0, 0, 0, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",7,"[-0.137324, -0.0589794, -0.0596558, -0.439443, -0.30254, -0.425362, -0]","[-1.0733, 0.0899548, 0.0707165, 0.432149, 0.062228, 0.0524397, -0]","[0.605057, 0.0381937, -0.0843408, -0.162239, 0, 0.225453, -0]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:55
14,"[1.94993, 2.07406, 1.96913, 1.99063, 1.95585, 1.9572, 1.88139, 2.28499, 1.92467, 2.04512, 2.07646, 1.95352, 1.99836, 2.02172]","[2.48003, 2.53279, 2.69329, 2.74826, 2.42726, 2.48003, 2.53279, 2.52839, 2.48003, 2.69329, 2.74826, 2.63833, 2.69329, 2.74826]","[0.990723, 0.82931, 0.867962, 0.926918, 0.87005, 0.976281, 1.2041, 0.872206, 1.03893, 0.669567, 0.714208, 0.792159, 0.798358, 0.856981]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",7,"[-0.137324, -0.0589794, -0.0596558, -0.439443, -0.30254, -0.425362, 0.133278]","[-1.0733, 0.0899548, 0.0707165, 0.432149, 0.062228, 0.0524397, 0.0210895]","[0.605057, 0.0381937, -0.0843408, -0.162239, 0, 0.225453, 0.114148]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:56
3,"[2.04896, 1.97931, 2.02602]","[2.58556, 2.69329, 2.74826]","[1.00064, 0.844496, 0.846763]","[0, -0.147187, -0.147187]",7,"[-0.137324, -0.0589794, -0.0596558, -0.439443, -0.30254, -0.425362, -0]","[-1.0733, 0.0899548, 0.0707165, 0.432149, 0.062228, 0.0524397, -0]","[0.605057, 0.0381937, -0.0843408, -0.162239, 0, 0.225453, -0]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:57
12,"[2.11991, 2.1906, 2.30307, 2.04138, 2.08066, 2.14127, 1.96282, 2.02242, 2.07306, 1.97468, 2.16701, 2.22102]","[2.58556, 2.63833, 2.69109, 2.53279, 2.58556, 2.63833, 2.53279, 2.58556, 2.63833, 2.63833, 2.58556, 2.63833]","[0.839949, 0.784355, 0.573166, 0.906776, 0.932948, 0.910428, 1.06622, 1.05326, 1.05657, 0.737834, 0.709658, 0.693551]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187]",7,"[-0.137324, -0.0589794, -0.0596558, -0.439443, -0.30254, -0.425362, 0.16212]","[-1.0733, 0.0899548, 0.0707165, 0.432149, 0.062228, 0.0524397, 0.0349464]","[0.605057, 0.0381937, -0.0843408, -0.162239, 0, 0.225453, 0.0611018]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:35:58
21,"[1.99834, 2.22844, 2.34198, 2.02658, 1.96048, 2.01616, 2.03785, 2.10745, 1.9931, 2.47006, 2.10531, 2.28064, 2.40619, 2.45496, 2.36463, 2.00594, 2.04942, 1.99796, 2.52485, 2.43941, 2.48637]","[2.3701, 2.80322, 2.74386, 2.69329, 2.85819, 2.91535, 2.97251, 2.74826, 2.91535, 2.62953, 2.58556, 2.5284, 2.57896, 2.62953, 2.79662, 2.53279, 2.58556, 2.63833, 2.46683, 2.62953, 2.6801]","[1.50795, 0.225064, 0.608966, 0.723758, 0.601645, 0.557179, 0.629122, 0.616782, 0.634751, 0.607304, 0.875911, 0.883505, 0.65866, 0.665741, 0.701136, 0.982692, 0.999702, 1.19251, 0.643797, 0.720625, 0.734325]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",6,"[-0.137324, -0.0589794, -0.439443, -0.30254, -0.425362, 0.16212]","[-1.0733, 0.0899548, 0.432149, 0.062228, 0.0524397, 0.0349464]","[0.605057, 0.0381937, -0.162239, 0, 0.225453, 0.0611018]","[0, 0, 0, 0, 0, 0]",24/11/2025 20:35:59
1,"[2.02267]","[2.85819]","[0.338045]","[-0.147187]",7,"[-0.137324, -0.0589794, -0.0596558, -0.439443, -0.30254, -0.425362, 0.0887361]","[-1.0733, 0.0899548, 0.0707165, 0.432149, 0.062228, 0.0524397, 0.00580381]","[0.605057, 0.0381937, -0.0843408, -0.162239, 0, 0.225453, 0.152741]","[0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:36:00
