numObj,x,y,z,velocity,x_static,y_static,z_static,velocity_static,timestamp
16,"[1.68853, 1.75888, 1.82924, 1.68853, 1.75888, 1.82924, 1.89959, 1.75888, 1.82924, 1.96995, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 2.0403]","[-0.614954, -0.606341, -0.607483, -0.664998, -0.613999, -0.571058, -0.531791, -0.601322, -0.564005, -0.637323, -0.611817, -0.604283, -0.603263, -0.560088, -0.598146, -0.637099]","[0.22406, 0.160943, 0.17077, 0.275728, 0.218034, 0.185491, 0.167278, 0.106965, 0.111595, -0.0660145, 0.203537, 0.141421, 0.130617, -0.00623349, -0.0466041, -0.0612671]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:47:44
11,"[1.75888, 1.82924, 1.68853, 1.75888, 1.82924, 1.89959, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995]","[-0.572859, -0.528109, -0.571082, -0.573215, -0.56889, -0.525721, -0.567302, -0.567368, -0.526437, -0.488251, -0.488109]","[0.199831, 0.124515, 0.185694, 0.202544, 0.166469, 0.0855868, 0.150927, 0.151607, 0.0989186, 0.0376379, 0.0296856]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:47:46
27,"[1.54782, 1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 2.0403, 1.54782, 1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 2.0403, 1.89959, 1.96995, 2.0403, 1.61817, 1.68853, 1.75888, 1.54782, 1.61817, 1.68853, 1.75888, 1.82924]","[-0.743765, -0.755948, -0.781515, -0.778172, -0.645122, -0.524504, -0.524171, -0.524192, -0.756621, -0.741947, -0.705639, -0.685678, -0.598583, -0.561727, -0.525163, -0.525168, -0.563464, -0.526626, -0.526351, -0.70014, -0.728132, -0.727298, -0.731028, -0.710823, -0.735044, -0.733213, -0.734236]","[0.394721, 0.295481, 0.219212, 0.203453, 0.158593, 0.0559583, 0.0444985, 0.0453271, 0.426409, 0.389936, 0.270145, 0.161091, 0.0587559, 0.0724942, 0.0735043, 0.0736346, 0.103671, 0.102129, 0.0974171, 0.245532, 0.166715, 0.161055, 0.359308, 0.291144, 0.207388, 0.197502, 0.368669]","[0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:47:47
18,"[1.68853, 1.75888, 1.82924, 1.89959, 1.61817, 1.68853, 1.75888, 1.82924, 1.68853, 1.75888, 1.75888, 1.82924, 1.89959, 1.61817, 1.68853, 1.75888, 1.82924, 1.89959]","[-0.726733, -0.768852, -0.566644, -0.607414, -0.741176, -0.732542, -0.727925, -0.687445, -0.733968, -0.7294, -0.602594, -0.56604, -0.532355, -0.695739, -0.647887, -0.605812, -0.605633, -0.573289]","[0.15709, 0.150028, 0.143968, 0.170193, 0.23721, 0.193741, 0.165326, 0.173839, 0.201644, 0.174946, 0.12299, 0.137255, 0.172858, 0.223577, 0.18002, 0.156174, 0.154517, 0.203095]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:47:48
19,"[1.68853, 1.75888, 1.82924, 1.89959, 1.61817, 1.68853, 1.75888, 1.82924, 1.82924, 1.89959, 1.89959, 1.68853, 1.75888, 1.82924, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995]","[-0.497108, -0.579946, -0.352465, -0.391426, -0.541883, -0.539407, -0.542863, -0.322428, -0.899447, -0.373437, -0.830602, -0.544563, -0.588317, -0.358469, -0.534037, -0.494199, -0.561131, -0.675164, -0.675251]","[0.18498, 0.247729, 0.0920622, 0.184959, 0.247767, 0.230869, 0.254112, 0.166269, -0.57693, 0.341506, -0.373253, 0.264712, 0.293373, 0.201392, 0.188461, 0.153492, 0.0579755, 0.00897336, 0.0172478]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:47:49
12,"[1.68853, 1.75888, 1.61817, 1.68853, 1.75888, 1.82924, 1.68853, 1.75888, 1.61817, 1.68853, 1.75888, 1.82924]","[-0.68113, -0.67026, -0.679227, -0.669395, -0.656147, -0.691229, -0.661768, -0.650472, -0.671265, -0.662586, -0.651938, -0.645555]","[0.339407, 0.298334, 0.33267, 0.294759, 0.231814, 0.198232, 0.260689, 0.197839, 0.302423, 0.264591, 0.207208, 0.162147]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:47:50
9,"[1.75888, 1.68853, 1.75888, 1.82924, 1.68853, 1.75888, 1.82924, 1.96995, 2.0403]","[-0.534191, -0.584879, -0.577118, -0.536432, -0.573905, -0.569195, -0.529651, -0.716256, -0.716188]","[0.189815, 0.275689, 0.229945, 0.208535, 0.207675, 0.169286, 0.144036, 0.0309896, 0.0283652]","[0, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:47:52
21,"[1.82924, 1.89959, 1.96995, 2.0403, 1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.68853, 1.82924, 1.89959, 1.96995, 2.0403, 1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 2.0403]","[-0.525506, -0.491455, -0.491066, -0.491604, -0.745735, -0.688988, -0.668704, -0.629784, -0.802392, -0.738974, -0.523923, -0.488258, -0.488273, -0.453599, -0.679972, -0.662145, -0.605668, -0.52483, -0.489006, -0.488958, -0.489219]","[0.0811548, 0.115779, 0.109336, 0.118149, 0.399813, 0.365551, 0.291868, 0.300943, 0.0274449, 0.381931, 0.0334831, 0.0379937, 0.0386893, 0.0566723, 0.335331, 0.262497, 0.154841, 0.0652244, 0.0652221, 0.0638087, 0.0710813]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:47:53
11,"[1.75888, 1.82924, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 1.75888, 1.82924, 1.75888, 1.82924]","[-0.643439, -0.606312, -0.6508, -0.645419, -0.646756, -0.758464, -0.75815, -0.648135, -0.649388, -0.638903, -0.600861]","[0.143893, 0.16068, 0.199976, 0.16104, 0.171606, -0.0298747, 0.0151896, 0.181813, 0.190585, 0.0927927, 0.100509]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:47:54
17,"[1.75888, 1.82924, 1.89959, 1.96995, 2.0403, 1.75888, 1.82924, 1.89959, 1.82924, 1.96995, 2.0403, 1.75888, 1.82924, 1.89959, 1.89959, 1.96995, 2.0403]","[-0.716113, -0.724371, -0.808322, -0.76207, -0.716098, -0.612183, -0.616689, -0.601214, -0.644825, -0.718311, -0.675288, -0.64056, -0.648506, -0.941747, -0.639128, -0.716356, -0.715894]","[0.0251401, 0.139251, -0.110106, -0.0920043, -0.0244525, 0.206049, 0.234565, 0.350519, 0.156107, -0.0752826, -0.0197876, 0.114225, 0.184455, -0.260771, 0.666745, -0.0344898, 0.0113577]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]","[]","[]","[]","[]",28/06/2025 11:47:55
