numObj,x,y,z,velocity,timestamp
1,"[3.00745]","[-4.34444]","[0.819461]","[-0.44156]",21/10/2025 19:45:39
4,"[3.03553, 3.07016, 2.75971, 3.01794]","[-3.90252, -3.95749, -4.05862, -3.95749]","[0.712862, 0.756681, 0.929463, 0.94364]","[-0.44156, -0.44156, -0.294373, -0.294373]",21/10/2025 19:45:40
3,"[2.40319, 2.43497, 2.37572]","[-3.97728, -4.03664, -3.97728]","[0.791181, 0.815291, 0.870177]","[-0.44156, -0.44156, -0.294373]",21/10/2025 19:45:41
2,"[2.75681, 2.72149]","[-3.9443, -3.9443]","[0.639437, 0.776132]","[0, 0.147187]",21/10/2025 19:45:45
2,"[2.64873, 2.64556]","[-3.88713, -3.9443]","[0.873299, 1.00493]","[-0.147187, -0.147187]",21/10/2025 19:45:46
2,"[2.69429, 2.79905]","[-3.9443, -4.00146]","[0.865844, 0.638781]","[0.147187, 0.147187]",21/10/2025 19:45:48
7,"[2.6381, 2.65286, 2.71328, 2.7404, 2.68377, 2.70328, 2.90894]","[-3.88713, -3.9443, -3.88713, -3.9443, -3.88713, -3.9443, -3.84756]","[0.904906, 0.985509, 0.645381, 0.706476, 0.758821, 0.83736, 0.994347]","[0, 0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",21/10/2025 19:45:50
1,"[2.64038]","[-4.00146]","[1.12743]","[0.294373]",21/10/2025 19:45:51
4,"[2.66269, 2.62678, 2.71073, 2.90806]","[-3.88713, -3.9443, -3.88713, -3.79259]","[0.829743, 1.05306, 0.656022, 0.851915]","[0, 0, -0.147187, -0.147187]",21/10/2025 19:45:52
1,"[2.77186]","[-4.00146]","[0.747996]","[0.147187]",21/10/2025 19:45:53
5,"[2.71721, 2.72658, 2.71632, 2.68559, 2.68654]","[-3.9443, -4.00146, -4.05862, -3.9443, -4.00146]","[0.790988, 0.899154, 1.04951, 0.892446, 1.01253]","[0.147187, 0.147187, 0.147187, 0.294373, 0.294373]",21/10/2025 19:45:56
2,"[2.8234, 2.83282]","[-4.00146, -4.05862]","[0.520676, 0.674555]","[0.147187, 0.147187]",21/10/2025 19:45:58
6,"[2.47624, 2.74425, 3.027, 2.7477, 2.78779, 3.02211]","[-4.096, -4.00146, -3.84756, -3.9443, -4.00146, -3.90252]","[0.810796, 0.84368, 0.536637, 0.677521, 0.686253, 0.767794]","[0, 0, -0.294373, -0.147187, -0.147187, -0.147187]",21/10/2025 19:45:59
4,"[2.31214, 2.40258, 2.36792, 2.37707]","[-3.91791, -3.91791, -3.91791, -3.97728]","[0.930393, 0.662736, 0.777544, 0.866488]","[0, -0.294373, -0.147187, -0.147187]",21/10/2025 19:46:02
7,"[2.68812, 2.72495, 2.72829, 2.67454, 2.67622, 2.6128, 2.58524]","[-3.88713, -3.9443, -4.00146, -3.9443, -4.00146, -3.9443, -4.00146]","[0.743242, 0.763901, 0.89395, 0.925058, 1.0395, 1.08727, 1.24869]","[0, 0, 0, 0.147187, 0.147187, 0.294373, 0.294373]",21/10/2025 19:46:03
6,"[2.78653, 2.68741, 2.74342, 2.98408, 2.64541, 2.62525]","[-4.00146, -4.39281, -4.00146, -3.90252, -4.39281, -4.45217]","[0.691325, 0.765868, 0.846366, 0.904367, 0.900292, 1.06265]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187]",21/10/2025 19:46:04
5,"[2.7426, 2.31884, 2.32075, 2.21272, 2.27189]","[-4.00146, -4.49395, -4.55551, -4.49395, -4.55551]","[0.849026, 0.897376, 0.983355, 1.13409, 1.0915]","[-0.44156, -0.294373, -0.294373, -0.147187, -0.147187]",21/10/2025 19:46:05
4,"[2.24647, 2.24915, 2.31562, 2.63725]","[-4.49395, -4.55551, -4.49395, -4.39281]","[1.06569, 1.13763, 0.905669, 0.923921]","[0, 0, -0.147187, -0.147187]",21/10/2025 19:46:10
5,"[2.56279, 2.57762, 2.53749, 2.53918, 2.79686]","[-4.096, -4.15536, -4.096, -4.15536, -4.05862]","[0.470365, 0.585838, 0.591844, 0.734786, 0.810824]","[0.294373, 0.294373, 0.44156, 0.44156, 0.44156]",21/10/2025 19:46:11
3,"[2.36023, 2.28233, 2.2948]","[-4.43239, -4.43239, -4.49395]","[0.665877, 0.897266, 0.957178]","[0, 0.147187, 0.147187]",21/10/2025 19:46:13
2,"[2.633, 2.64369]","[-3.82997, -3.88713]","[0.786529, 0.888442]","[0.147187, 0.147187]",21/10/2025 19:46:14
4,"[2.37114, 2.55898, 2.33532, 2.60607]","[-4.49395, -4.15536, -4.49395, -4.39281]","[0.748344, 0.662559, 0.853587, 1.00852]","[0, 0.147187, 0.147187, 0.147187]",21/10/2025 19:46:15
1,"[2.15657]","[-4.2477]","[0.934113]","[0]",21/10/2025 19:46:17
1,"[2.44475]","[-4.49395]","[0.453335]","[-0.147187]",21/10/2025 19:46:23
2,"[2.35488, 2.42534]","[-4.49395, -4.55551]","[0.798025, 0.685973]","[0.147187, 0.147187]",21/10/2025 19:46:24
2,"[2.33542, 2.28933]","[-3.79919, -3.79919]","[0.621806, 0.774478]","[-0.294373, -0.147187]",21/10/2025 19:46:33
1,"[2.314]","[-3.79919]","[0.697326]","[0.147187]",21/10/2025 19:46:35
5,"[2.77893, 2.81845, 2.7466, 2.79033, 2.32458]","[-3.9443, -4.00146, -3.9443, -4.00146, -4.55551]","[0.535194, 0.546861, 0.681946, 0.67582, 0.974258]","[0, 0, 0.147187, 0.147187, -0.147187]",21/10/2025 19:46:39
3,"[2.03681, 2.00177, 2.26009]","[-4.18614, -4.2477, -4.43239]","[1.10265, 1.23138, 0.951895]","[0.147187, 0.147187, 0.147187]",21/10/2025 19:46:45
5,"[2.67751, 2.70899, 2.80841, 2.63583, 2.67495]","[-3.82997, -3.88713, -3.6277, -3.82997, -3.88713]","[0.618273, 0.663169, 0.717149, 0.777007, 0.789325]","[0, 0, 0.147187, 0.147187, 0.147187]",21/10/2025 19:46:49
6,"[2.80742, 2.8271, 2.53637, 2.79279, 2.48002, 2.46862]","[-4.00146, -4.05862, -4.15536, -4.05862, -4.15536, -4.21472]","[0.60091, 0.698143, 0.744418, 0.824759, 0.914798, 1.04609]","[0, 0, 0.147187, 0.147187, 0.294373, 0.294373]",21/10/2025 19:46:50
5,"[2.50556, 2.51579, 2.84957, 2.90153, 2.44476]","[-4.15536, -4.21472, -4.11579, -4.17295, -4.15536]","[0.842334, 0.926937, 0.774838, 0.738557, 1.00523]","[-0.294373, -0.294373, -0.294373, -0.294373, -0.147187]",21/10/2025 19:46:51
2,"[2.54051, 2.58806]","[-3.71564, -3.77281]","[0.808105, 0.793437]","[-0.44156, -0.44156]",21/10/2025 19:46:52
