numObj,x,y,z,velocity,numObj_static,x_static,y_static,z_static,velocity_static,timestamp
34,"[1.01774, 1.04484, 1.25846, 1.30974, 1.36094, 1.63487, 1.5775, 1.64501, 1.29422, 1.36238, 1.40891, 1.53281, 1.59384, 1.65285, 1.34935, 1.39704, 1.53482, 1.59561, 1.66134, 1.1056, 1.44274, 1.52681, 0.842609, 1.5981, 1.04705, 1.06976, 1.26575, 1.32559, 1.3777, 0.732872, 1.39647, 1.51212, 1.24737, 1.58466]","[0.0351777, 0.0373763, 0.0395749, 0.0417735, 0.0439721, 0.422132, 0.353975, 0.369366, 0.334188, 0.351777, 0.415536, 0.193477, 0.25284, 0.316599, 0.395749, 0.415536, 0.193477, 0.25284, 0.263833, -0.277024, 0.277024, 0.241846, -0.290216, 0.25284, 0.0351777, 0.0373763, 0.0395749, 0.0417735, 0.0879442, -0.395749, -0.230853, 0.290216, -0.241846, 0.303407]","[0.479735, 0.580884, 0.135883, 0.26408, 0.354754, 0.0113387, 0.0684945, 0.092934, 0.0150704, 0.0110955, 0.158711, 0.0937845, 0.119239, 0.137825, 0.0507848, 0.241884, 0.0512505, 0.0927059, 0.146537, -0.940102, 0.157025, 0.0780931, -1.26551, 0.024952, 0.411854, 0.533598, 0.00816435, 0.167277, 0.272302, 1.13412, -0.423638, 0.158163, -0.883925, 0.123592]","[0.147187, 0.147187, 0.147187, 0.147187, 0.147187, -0.883119, -0.735933, -0.735933, -0.588746, -0.588746, -0.588746, -0.588746, -0.588746, -0.588746, -0.44156, -0.44156, -0.44156, -0.44156, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",9,"[0.561241, 0, -0.0405195, -0.142229, -0.0078908, -0.203062, -0.445003, -1.2391, 0.149923]","[0.630449, 0, -0.300809, -1.13418, -1.10333, 0.484207, 0.102857, 0.831334, 0.0287088]","[-0.0529046, 0, -0.0472518, -0.350038, 0.351209, 0.0562809, 0.0712021, 0.784931, 0.0890875]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:08:07
25,"[1.16497, 1.23991, 1.30263, 1.38109, 1.45946, 1.53527, 1.15969, 1.2468, 1.3342, 1.39289, 1.45806, 1.5224, 1.18103, 1.25668, 1.32927, 1.39606, 1.46501, 1.53438, 1.08237, 1.17497, 1.25183, 1.32568, 1.39586, 1.46585, 1.53558]","[-0.0747525, -0.0791498, -0.12532, -0.131916, -0.184683, -0.193477, -0.0373763, -0.0395749, 0, 0.131916, 0.0923414, -0.0967386, -0.0747525, -0.0791498, -0.083547, -0.175888, -0.184683, -0.193477, -0.0351777, -0.0747525, -0.0791498, -0.083547, -0.175888, -0.184683, -0.193477]","[0.260326, 0.245208, 0.272666, 0.234831, 0.13701, 0.0352884, 0.290219, 0.21839, 0.0825868, 0.1497, 0.220033, 0.262063, 0.173468, 0.135093, 0.113816, -0.00577007, -0.0502294, -0.0632256, 0.30724, 0.210647, 0.174391, 0.150028, 0.0240278, -0.00906943, -0.0169684]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",10,"[0, 0, -0.0120916, -0.205634, 0.00308215, -0.230901, -0.0684744, -0.427813, -1.09261, -0]","[0, 0, -0.238664, 0.486387, 1.25786, 1.5247, 0.0755389, 0.104439, 0.790661, -0]","[0, 0, 0.0390041, 0, -0.828973, -0.188306, -0.0726508, 0.140518, 1.01176, -0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:08:08
36,"[0.935179, 0.995651, 1.08957, 1.20669, 1.20732, 1.28219, 1.25694, 1.39547, 1.46441, 1.54094, 0.921449, 1.00912, 1.11651, 1.2169, 1.29438, 1.39402, 1.46385, 1.53411, 1.19324, 1.27184, 1.3914, 1.46086, 1.53107, 0.973115, 1.05263, 1.14669, 1.2562, 1.3312, 0.953515, 1.02337, 1.13286, 1.24842, 1.32558, 1.39636, 1.44353, 1.45585]","[0.0329791, 0.0703553, 0.112129, -0.237449, 0.197874, -0.292414, 0.167094, -0.175888, -0.184683, -0.145108, 0, 0, 0.0747525, 0.118725, 0.083547, -0.0439721, -0.184683, -0.193477, 0.118725, 0.083547, -0.0879442, -0.184683, -0.193477, 0.0659581, 0.0703553, 0.112129, 0.0791498, 0.083547, 0.0329791, 0.0703553, 0.0747525, 0.0791498, 0.083547, 0.0879442, -0.138512, 0.230853]","[0.487928, 0.520479, 0.480399, -0.302128, 0.327098, -0.23955, 0.423182, -0.0409255, -0.0654217, 0.0135286, 0.514445, 0.498842, 0.422282, 0.329874, 0.323287, 0.186356, 0.0769219, 0.0693017, 0.407249, 0.402927, 0.190324, 0.121117, 0.118931, 0.403011, 0.392677, 0.32101, 0.139449, 0.0884509, 0.451047, 0.463606, 0.376229, 0.197323, 0.150838, 0.149661, 0.282718, -0.100442]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",10,"[0.563998, 0.0166835, 0.273692, 0.0295109, -0.0840333, -0.203062, -0.172945, -0.445003, -1.09261, -0]","[0.610258, 0.0672395, 1.02248, 0.700655, -1.17833, 0.484207, 0.169654, 0.102857, 0.790661, -0]","[-0.157316, 0.00974366, -0.0937828, -0.444826, -0.376027, -0.0562809, -0.0618709, 0.0712021, 1.01176, -0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:08:09
24,"[1.01801, 1.10402, 1.18186, 1.25593, 1.32838, 1.3992, 0.929494, 0.98949, 1.07257, 1.25064, 1.3155, 1.38464, 0.975505, 1.04319, 1.19273, 1.26093, 1.33421, 1.40468, 1.1234, 1.19181, 1.25759, 1.3312, 1.40173, 1.47429]","[0, 0, 0, -0.0395749, -0.0417735, 0, 0, 0.0351777, 0.112129, -0.197874, -0.167094, -0.0879442, 0.0351777, 0.0747525, -0.0747525, -0.0791498, -0.0417735, -0.0439721, 0, -0.0747525, -0.0791498, -0.0417735, -0.0439721, 0]","[0.278171, 0.219811, 0.183632, 0.157604, 0.143425, 0.14896, 0.499763, 0.535575, 0.517235, -0.0226239, 0.168624, 0.234507, 0.560643, 0.580248, 0.0481625, 0.0869177, 0.0709244, 0.0699982, -0.0717587, 0.067217, 0.126337, 0.114252, 0.114744, 0.0968292]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",11,"[0.562309, -0.0858365, -0.0518374, 0.00938583, -0.00186944, -0.203062, -0.163442, -0.427813, -1.09261, -0, -0.66859]","[0.622851, -0.248914, -0.202587, 0.0731048, 0.60275, 0.484207, 0.165691, 0.104439, 0.790661, -0, -0.00892419]","[-0.105458, -0, -0, -0.0233808, -0.0534048, -0.0562809, -0.0913978, 0.140518, 1.01176, -0, 0.829332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:08:10
29,"[1.16369, 1.22844, 1.30319, 1.37938, 1.42872, 1.49624, 2.75351, 2.82558, 1.11226, 1.15589, 1.21713, 1.28913, 1.38029, 1.45124, 1.52019, 1.57768, 2.73793, 1.20544, 1.2732, 1.51897, 1.58661, 1.59734, 1.16265, 1.23887, 1.31285, 1.3991, 1.45584, 1.51934, 1.59816]","[0, -0.0395749, -0.12532, -0.263833, 0.369366, 0.386954, -0.527665, -0.540857, 0, -0.0373763, -0.0791498, -0.083547, -0.131916, 0.277024, 0.290216, 0.353975, -0.527665, -0.0791498, -0.083547, 0.290216, 0.303407, 0.25284, -0.0747525, -0.0791498, -0.083547, -0.0439721, 0.230853, 0.290216, 0.25284]","[0.276299, 0.305169, 0.269997, 0.0875446, -0.0723224, -0.0852292, 0.244038, 0.210547, 0.173346, 0.305006, 0.340706, 0.343603, 0.239482, 0.00791766, 0.0231334, 0.0640836, 0.380955, 0.379997, 0.398595, 0.0652202, 0.0954411, -0.0554464, 0.270494, 0.250375, 0.23739, 0.143256, -0.100712, -0.0558902, 0.0208965]","[0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",10,"[0, 0.0182697, -0.126267, -0.0840333, -0.203062, -0.0826545, -0.399845, -1.2391, 0.133278, -0.774492]","[0, 0.32129, -1.16514, -1.17833, 0.484207, 0.0821408, 0.106319, 0.831334, 0.0210895, 0.0382213]","[0, 0, -0.235814, 0.376027, -0.0562809, -0.0457616, 0.206148, 0.784931, 0.114148, 0.961779]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:08:11
2,"[1.46486, 1.53174]","[0.184683, 0.193477]","[-0.0544367, -0.109832]","[0.147187, 0.147187]",10,"[0, 0.0166835, 0.0338186, -0.126267, -0.05342, -0.203062, -0.445003, -1.34955, -0.960765, -0]","[0, 0.0672395, 0.662103, -1.16514, -1.23199, 0.484207, 0.102857, 0.8567, 0.680073, -0]","[0, 0.00974366, -0.179308, -0.235814, 0.127589, -0.0562809, 0.0712021, 0.536089, 1.26005, -0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:08:12
21,"[1.3927, 1.45924, 1.52803, 1.05462, 1.12512, 1.1935, 1.25042, 1.30442, 1.31267, 1.46545, 1.52866, 1.45926, 1.05533, 1.12547, 1.19604, 1.26128, 1.32023, 1.3813, 0.995699, 1.45916, 1.5284]","[0.175888, 0.230853, 0.241846, 0, 0, 0, -0.0395749, -0.083547, -0.175888, 0.184683, 0.241846, 0.230853, 0, 0, 0, -0.0395749, -0.0417735, 0.263833, -0.21986, 0.230853, 0.241846]","[0.096898, 0.0143642, -0.0487885, 0.0387268, 0.0356255, 0.0778925, 0.196568, 0.280021, 0.475289, 0.0353032, -0.0209772, -0.0128486, -0.00133732, -0.0219019, -0.00181757, 0.106629, 0.205297, -0.0484595, 0.969636, 0.0211733, 0.0353354]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",11,"[0, 0, 0.0390008, 0.0106595, -0.0840333, -0.205634, -0.0489857, -0.0874261, -0.399845, -1.09261, -0]","[0, 0, 0.30377, 0.241102, -1.17833, 0.486387, 0.0830695, 0.0840836, 0.106319, 0.790661, -0]","[0, 0, -0.023729, 0.0195928, 0.376027, 0, 0.061066, -0.0309779, 0.206148, 1.01176, -0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:08:13
30,"[1.01439, 1.10975, 1.23723, 1.40041, 1.45571, 0.923017, 0.977521, 1.01628, 1.15136, 1.23918, 1.31305, 1.37546, 1.53037, 0.969471, 1.36665, 1.2562, 1.32232, 1.39606, 1.47054, 1.54058, 0.940241, 0.975784, 0.978561, 1.15436, 1.25049, 1.3187, 1.23444, 1.38688, 1.47038, 1.54056]","[-0.131916, -0.105533, -0.0395749, -0.0439721, 0.0461707, -0.153902, -0.164895, -0.175888, -0.0747525, -0.0791498, -0.083547, -0.175888, 0.193477, -0.164895, -0.175888, -0.0395749, -0.0417735, 0.175888, 0.138512, 0.145108, -0.153902, -0.197874, -0.316599, 0, -0.0395749, -0.0417735, -0.21986, 0.21986, 0.138512, 0.145108]","[0.259489, 0.15647, 0.267291, 0.129925, 0.248322, 0.307455, 0.361917, 0.451011, 0.315128, 0.248862, 0.23629, 0.239017, -0.127601, 0.382959, 0.285085, 0.155446, 0.191412, 0.00612122, 0.0348272, 0.0358905, 0.249871, 0.349877, 0.45755, 0.312999, 0.196127, 0.214926, 0.638565, -0.0904572, 0.0412449, 0.0367311]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",9,"[0.561241, -0.0200403, -0.0166835, 0.0159099, -0.137324, -0.205634, -0.399845, -1.09261, -0]","[0.630449, -0.063023, -0.0672395, 0.49979, -1.0733, 0.486387, 0.106319, 0.790661, -0]","[-0.0529046, -0.00438956, -0.00974366, 0, 0.605057, 0, 0.206148, 1.01176, -0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:08:14
38,"[1, 1.09583, 1.18246, 1.24607, 1.31452, 1.38085, 2.84578, 2.91384, 2.98347, 0.90174, 0.954423, 0.938749, 1.14634, 1.23982, 1.30793, 1.37273, 1.44432, 2.83428, 2.90123, 2.97536, 0.944087, 1.1383, 1.23109, 1.29895, 1.36382, 1.43922, 2.88341, 2.95952, 1.25783, 1.32767, 0.959422, 1.0325, 1.16194, 1.2536, 1.32285, 1.38816, 1.45469, 2.92287]","[0.0329791, 0.0351777, 0.0747525, 0.0791498, 0.083547, 0.131916, -0.360571, -0.369366, -0.37816, 0.0307805, 0.0329791, 0.0351777, 0.0747525, 0.0791498, 0.083547, 0.131916, 0.230853, -0.360571, -0.369366, -0.37816, 0.0329791, 0.0747525, 0.0791498, 0.083547, 0.131916, 0.230853, -0.369366, -0.37816, 0.0791498, 0.083547, 0.0659581, 0.0703553, 0.0747526, 0.0791498, 0.083547, 0.131916, 0.230853, -0.369366]","[0.335602, 0.25514, 0.163446, 0.211675, 0.227966, 0.236215, 0.303788, 0.32358, 0.328979, 0.395085, 0.449123, 0.620226, 0.332902, 0.245641, 0.263162, 0.279594, 0.208692, 0.396973, 0.421934, 0.395631, 0.470462, 0.359436, 0.286189, 0.304404, 0.320219, 0.241371, 0.530182, 0.500532, 0.123922, 0.131246, 0.434604, -0.442906, 0.273519, 0.161206, 0.173184, 0.188599, 0.116087, 0.227967]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",6,"[0.0170876, -0.19546, -0.172945, -0.445003, -1.41816, -0]","[0.0662685, 0.477662, 0.169654, 0.102857, 0.870329, -0]","[0.0145233, 0.11177, -0.0618709, -0.0712021, 0.271961, -0]","[0, 0, 0, 0, 0, 0]",24/11/2025 20:08:15
27,"[1.25616, 1.32109, 1.38068, 1.45106, 1.52028, 1.05664, 1.19341, 1.24486, 1.3109, 1.376, 1.44741, 1.51876, 1.58899, 1.26382, 1.32648, 1.40029, 1.44965, 1.51789, 0.986824, 1.07454, 1.19169, 1.25969, 1.31963, 1.39433, 1.45124, 1.51997, 1.5887]","[0.0395749, 0.0417735, 0.131916, 0.277024, 0.290216, -0.0351777, -0.0373763, 0.0395749, 0.0417735, 0.0879442, 0.277024, 0.290216, 0.303407, 0.0395749, 0.083547, 0.0879442, 0.277024, 0.290216, 0.0329791, -0.0351777, -0.0373763, 0.0395749, 0.083547, 0.0879442, 0.277024, 0.290216, 0.303407]","[0.155707, 0.199672, 0.237236, 0.0240175, 0.0163923, 0.386564, 0.0699154, 0.229167, 0.258281, 0.280764, 0.10556, 0.069828, 0.0393931, 0.0704399, 0.142761, 0.106752, -0.0682463, -0.0867987, 0.372575, 0.333619, -0.0947946, 0.123972, 0.196241, 0.167528, -0.00792809, -0.0345198, -0.0497049]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",12,"[0, 0.0166835, 0.0384868, 0.0189042, 0.231138, -0.116254, -0.0544616, -0.0762491, -0.190141, -0.445003, -1.2391, -0]","[0, 0.0672395, 0.304761, 0.320197, 0.902839, -1.18386, 0.0869637, 0.07932, 0.105558, 0.102857, 0.831334, -0]","[0, 0.00974366, 0, 0.0260401, -0.341316, 0.118653, 0.0500046, -0.0597279, -0.186989, 0.0712021, 0.784931, -0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24/11/2025 20:08:16
