numObj,x,y,z,velocity,timestamp
13,"[2.01202, 2.06355, 1.87799, 1.86134, 2.31629, 2.34602, 2.42994, 2.33613, 2.29702, 2.44711, 1.98701, 2.01962, 1.91423]","[2.58336, 2.63833, 2.96812, 2.96812, 2.63833, 2.69109, 2.52839, 2.69109, 2.63833, 2.57896, 2.5284, 2.58336, 2.74386]","[0.460762, 0.43071, 0.195237, 0.316844, 0.220717, 0.358949, 0.278011, 0.418526, 0.370993, 0.485024, 0.364636, 0.42619, 0.459851]","[0.147187, 0.147187, 0.44156, 0.588746, -0.735933, -0.735933, -0.588746, -0.588746, -0.44156, -0.44156, -0.147187, -0.147187, -0.147187]",21/10/2025 19:31:31
11,"[1.926, 1.97419, 2.01758, 2.05767, 1.92458, 1.97013, 2.0132, 2.05258, 1.96399, 2.00843, 2.05177]","[2.41846, 2.47343, 2.5284, 2.58336, 2.41846, 2.47343, 2.5284, 2.58336, 2.47343, 2.5284, 2.58336]","[0.156574, 0.0905707, 0.102615, 0.162805, 0.173105, 0.15562, 0.167833, 0.21782, 0.219945, 0.217593, 0.22528]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373]",21/10/2025 19:31:32
15,"[2.04082, 1.92526, 1.9552, 2.06223, 2.24841, 2.29047, 2.31949, 2.26369, 2.28417, 1.92241, 1.963, 2.00317, 1.91759, 1.95261, 1.99051]","[2.58336, 2.74386, 2.80102, 2.63833, 2.58556, 2.63833, 2.69109, 2.63833, 2.69109, 2.68669, 2.74386, 2.80102, 2.68669, 2.74386, 2.80102]","[0.309121, 0.411229, 0.464875, 0.436983, 0.379702, 0.409458, 0.502586, 0.53817, 0.644379, 0.142458, 0.149613, 0.16202, 0.196977, 0.251167, 0.277084]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",21/10/2025 19:31:33
21,"[2.00713, 2.01822, 2.19309, 2.2636, 1.85491, 1.82902, 2.03746, 1.793, 2.1272, 2.17499, 2.22213, 2.05582, 2.22504, 2.15564, 2.20504, 2.23705, 2.03274, 2.06828, 2.24312, 2.17468, 2.16879]","[2.37449, 2.42726, 2.37669, 2.42726, 2.96812, 2.96812, 2.91535, 2.96812, 2.42726, 2.48003, 2.53279, 2.37449, 2.32612, 2.48003, 2.53279, 2.58556, 2.37449, 2.42726, 2.37669, 2.53279, 2.58556]","[0.597243, 0.713547, 0.689909, 0.623722, 0.352519, 0.468691, 0.473399, 0.591704, 0.239523, 0.230601, 0.227147, 0.398593, 0.335103, 0.370104, 0.356762, 0.44177, 0.503221, 0.551882, 0.503994, 0.510155, 0.704181]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.294373, -0.44156, -0.44156, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",21/10/2025 19:31:35
12,"[2.10802, 2.13884, 2.00953, 2.01689, 2.34793, 2.26135, 1.83433, 1.86318, 1.90647, 1.99787, 2.02364, 2.0626]","[2.63833, 2.69329, 2.85819, 2.58336, 2.42726, 2.58556, 2.90875, 2.96812, 2.74386, 2.80102, 2.85819, 2.91535]","[0.00372061, 0.237067, 0.408974, 0.438952, -0.0126413, 0.292981, 0.242953, 0.305854, 0.491048, 0.217799, 0.332161, 0.347929]","[0, 0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",21/10/2025 19:31:36
13,"[1.56458, 1.74856, 1.94721, 1.96354, 1.88794, 1.89801, 1.91872, 1.95991, 1.87593, 1.87978, 1.88584, 1.91342, 2.11686]","[2.89336, 2.84939, 2.80102, 2.85819, 2.68669, 2.74386, 2.80102, 2.85819, 2.68669, 2.74386, 2.80102, 2.85819, 2.42726]","[0.338832, 0.477505, 0.497277, 0.591582, 0.389384, 0.522785, 0.597875, 0.603489, 0.443641, 0.584975, 0.694636, 0.737756, 0.318208]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, -0.147187]",21/10/2025 19:31:37
13,"[2.04423, 2.09004, 2.27447, 2.32576, 2.03295, 2.08034, 2.12804, 2.16965, 2.06724, 2.25011, 1.96868, 2.00229, 2.02883]","[2.58336, 2.63833, 2.58556, 2.63833, 2.58336, 2.63833, 2.69329, 2.74826, 2.63833, 2.58556, 2.74386, 2.80102, 2.85819]","[0.285725, 0.274706, 0.162274, -0.0689064, 0.357233, 0.340502, 0.319809, 0.33823, 0.41264, 0.369496, 0.00674718, 0.172559, 0.298838]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187]",21/10/2025 19:31:38
12,"[2.33546, 2.12161, 2.06306, 2.24609, 2.27983, 2.19241, 2.14701, 2.16597, 2.24512, 2.35484, 2.29984, 2.14808]","[2.42726, 2.69329, 2.37449, 2.32612, 2.37669, 2.42726, 2.69329, 2.27556, 2.32612, 2.27336, 2.42726, 2.69329]","[-0.241924, 0.35998, 0.359249, 0.134738, -0.296633, -0.840405, -0.145551, 0.392342, 0.150124, -0.469935, -0.472914, 0.128847]","[0, 0, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",21/10/2025 19:31:39
16,"[2.10221, 2.15576, 2.21152, 2.14745, 2.05072, 2.20959, 2.13438, 2.19315, 2.13837, 2.04502, 2.07738, 2.17488, 2.0989, 2.16876, 2.12845, 2.17789]","[2.42726, 2.48003, 2.53279, 2.69329, 2.85819, 2.32612, 2.48003, 2.53279, 2.69329, 2.85819, 2.91535, 2.32612, 2.48003, 2.53279, 2.69329, 2.74826]","[0.403812, 0.369403, 0.314056, 0.13892, 0.00360558, 0.425201, 0.477681, 0.423733, 0.241273, 0.15275, 0.244687, 0.577052, 0.615124, 0.534764, 0.317097, 0.280278]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373]",21/10/2025 19:31:40
12,"[1.58834, 1.58767, 1.59002, 1.7124, 1.74739, 1.734, 1.72689, 1.95711, 1.689, 1.66292, 1.66676, 1.76937]","[2.62953, 2.68669, 2.74386, 2.80102, 2.62953, 2.68669, 2.74386, 2.47343, 2.62953, 2.68669, 2.74386, 2.80102]","[1.01818, 1.09328, 1.16085, 1.05195, 0.711421, 0.842135, 0.9453, 0.274531, 0.840701, 0.975006, 1.0477, 0.953016]","[0, 0, 0, 0, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",21/10/2025 19:31:41
15,"[2.09842, 2.14664, 2.17761, 1.97905, 1.86677, 2.09095, 2.12981, 2.08721, 2.11929, 2.29557, 2.23291, 2.12625, 2.17585, 2.21278, 2.10102]","[2.42726, 2.48003, 2.53279, 2.80102, 2.96812, 2.91535, 2.97251, 2.91535, 2.42726, 2.37669, 2.53279, 2.42726, 2.48003, 2.53279, 2.69329]","[0.423057, 0.419146, 0.497498, 0.349695, 0.283068, 0.0573433, 0.112019, 0.137496, 0.301561, -0.126364, 0.0599976, 0.247766, 0.222277, 0.305091, 0.465345]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",21/10/2025 19:31:42
10,"[1.9236, 2.04431, 2.09144, 1.76572, 1.43573, 1.90088, 2.05013, 2.08935, 2.0501, 2.08424]","[2.74386, 2.85819, 2.91535, 1.75668, 2.89336, 2.74386, 2.85819, 2.91535, 2.85819, 2.91535]","[0.41896, -0.162023, -0.0349791, -2.17499, 0.708104, 0.512243, -0.049319, 0.0998656, 0.0504672, 0.176874]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373]",21/10/2025 19:31:43
2,"[1.96606, 1.95088]","[2.80102, 2.85819]","[0.416561, 0.632094]","[0.147187, 0.147187]",21/10/2025 19:31:44
9,"[2.04417, 2.05009, 1.9701, 2.00155, 2.03809, 2.0461, 2.07648, 1.94934, 2.00022]","[2.69329, 2.74826, 2.63833, 2.69329, 2.74826, 2.63833, 2.69329, 2.85819, 2.91535]","[0.672454, 0.786695, 0.749979, 0.790334, 0.817297, 0.507166, 0.564859, 0.636802, 0.611946]","[0, 0, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",21/10/2025 19:31:45
11,"[2.0357, 2.04817, 1.83997, 2.0996, 2.27818, 2.18089, 2.20113, 2.27441, 1.83345, 1.89056, 1.95737]","[2.37449, 2.42726, 2.58336, 2.63833, 2.58556, 2.32612, 2.37669, 2.58556, 2.68669, 2.74386, 2.80102]","[0.491136, 0.622381, 0.935439, 0.188275, 0.0971707, 0.553897, 0.663816, 0.163059, 0.595328, 0.549135, 0.455676]","[0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187]",21/10/2025 19:31:46
