numObj,x,y,z,velocity,timestamp
3,"[6.26163, 6.33198, 6.33198]","[-0.772336, -0.766669, -0.732048]","[0.172114, 0.134226, 0.190919]","[0.147187, 0.147187, 0.294373]",13/08/2025 22:18:56
2,"[6.54305, 6.6134]","[-0.866063, -0.820724]","[0.17612, 0.187988]","[0.147187, 0.147187]",13/08/2025 22:18:58
7,"[6.54305, 6.6134, 6.33198, 6.54305, 6.6134, 6.54305, 6.6134]","[-0.820781, -0.825364, -0.776132, -0.810482, -0.809933, -0.816059, -0.81869]","[0.188263, 0.209361, 0.193135, 0.127367, 0.123219, 0.163389, 0.177716]","[0, 0, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187]",13/08/2025 22:18:59
1,"[6.54305]","[-0.81434]","[0.153244]","[0.147187]",13/08/2025 22:19:00
1,"[6.54305]","[-0.867414]","[0.182452]","[-0.147187]",13/08/2025 22:19:02
1,"[6.33198]","[-0.771155]","[0.164984]","[0.147187]",13/08/2025 22:19:05
1,"[6.54305]","[-0.812234]","[0.139745]","[-0.147187]",13/08/2025 22:19:10
1,"[6.68376]","[-0.816642]","[0.166675]","[0.147187]",13/08/2025 22:19:11
1,"[6.6134]","[-0.818062]","[0.174413]","[-0.147187]",13/08/2025 22:19:12
1,"[6.26163]","[-0.723879]","[0.135224]","[0.147187]",13/08/2025 22:19:25
7,"[6.12091, 6.19127, 6.26163, 6.19127, 6.26163, 6.6134, 6.6134]","[-0.772171, -0.771313, -0.768712, -0.777045, -0.733355, -0.857921, -0.861541]","[0.17114, 0.165955, 0.14907, 0.197825, 0.198288, 0.131027, 0.152849]","[0.147187, 0.147187, 0.147187, 0.294373, 0.588746, -0.294373, -0.147187]",13/08/2025 22:19:27
2,"[6.19127, 6.26163]","[-0.7295, -0.733121]","[0.175579, 0.196991]","[-0.147187, -0.147187]",13/08/2025 22:19:28
3,"[6.33198, 6.26163, 6.33198]","[-0.769629, -0.765838, -0.767451]","[0.155249, 0.12767, 0.140099]","[0.147187, -0.147187, -0.147187]",13/08/2025 22:19:29
2,"[6.33198, 6.33198]","[-0.813646, -0.767051]","[0.148937, 0.137128]","[0, -0.147187]",13/08/2025 22:19:30
10,"[6.26163, 6.33198, 6.26163, 6.54305, 6.47269, 6.54305, 6.6134, 6.54305, 6.47269, 6.54305]","[-0.768654, -0.767329, -0.774621, -0.864389, -0.862815, -0.865265, -0.863508, -0.861238, -0.864679, -0.86266]","[0.148668, 0.139206, 0.185078, 0.167915, 0.159778, 0.172261, 0.163413, 0.151153, 0.169369, 0.158951]","[0.147187, 0.147187, 0.294373, -0.588746, -0.44156, -0.44156, -0.44156, -0.294373, -0.147187, -0.147187]",13/08/2025 22:19:31
1,"[6.6134]","[-0.81556]","[0.160513]","[0.147187]",13/08/2025 22:19:33
1,"[6.47269]","[-0.861462]","[0.152409]","[0.147187]",13/08/2025 22:19:34
10,"[6.33198, 6.40234, 6.33198, 6.40234, 6.54305, 6.6134, 6.33198, 6.40234, 6.54305, 6.6134]","[-0.760914, -0.718693, -0.768093, -0.767705, -0.854257, -0.81272, -0.775874, -0.77446, -0.857495, -0.816064]","[0.0777629, 0.0808594, 0.144741, 0.141954, 0.104115, 0.142978, 0.191785, 0.1842, 0.128202, 0.163413]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373]",13/08/2025 22:19:36
5,"[6.40234, 6.33198, 6.40234, 6.47269, 6.33198]","[-0.764399, -0.767845, -0.766939, -0.769873, -0.77078]","[0.115399, 0.142971, 0.136284, 0.156849, 0.162649]","[0.294373, 0.44156, 0.44156, 0.44156, 0.588746]",13/08/2025 22:19:38
7,"[6.40234, 6.47269, 6.40234, 6.47269, 6.40234, 6.47269, 6.54305]","[-0.764352, -0.768727, -0.759555, -0.760976, -0.762899, -0.764317, -0.764089]","[0.114974, 0.149172, 0.0564911, 0.0785951, 0.100975, 0.114662, 0.112573]","[0, 0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",13/08/2025 22:19:39
4,"[6.6134, 6.68376, 6.6134, 6.68376]","[-0.813111, -0.814532, -0.818834, -0.819857]","[0.14553, 0.15441, 0.178463, 0.183686]","[0.147187, 0.147187, 0.294373, 0.294373]",13/08/2025 22:19:40
2,"[6.33198, 6.40234]","[-0.728808, -0.733618]","[0.171154, 0.199735]","[0.147187, 0.147187]",13/08/2025 22:19:41
4,"[6.54305, 6.6134, 6.47269, 6.54305]","[-0.7726, -0.774674, -0.769225, -0.725815]","[0.173665, 0.18537, 0.15256, 0.150426]","[0.147187, 0.147187, -0.147187, -0.147187]",13/08/2025 22:19:42
4,"[6.47269, 6.47269, 6.40234, 6.47269]","[-0.817992, -0.812209, -0.813909, -0.813613]","[0.174041, 0.139578, 0.150583, 0.148732]","[0, -0.294373, -0.147187, -0.147187]",13/08/2025 22:19:44
4,"[6.33198, 6.40234, 6.33198, 6.40234]","[-0.773909, -0.731376, -0.768611, -0.729752]","[0.181148, 0.187002, 0.148373, 0.177158]","[0, 0, -0.147187, -0.147187]",13/08/2025 22:19:45
4,"[6.33198, 6.26163, 6.33198, 6.47269]","[-0.815583, -0.813188, -0.812713, -0.863849]","[0.160644, 0.146027, 0.142936, 0.165169]","[0, -0.147187, -0.147187, -0.147187]",13/08/2025 22:19:46
3,"[6.33198, 6.40234, 6.68376]","[-0.772141, -0.769543, -0.809119]","[0.170959, 0.15468, 0.116787]","[0.147187, 0.294373, 0.294373]",13/08/2025 22:19:47
