numObj,x,y,z,velocity,timestamp
16,"[3.3067, 3.37706, 3.44741, 3.51777, 3.58812, 3.44741, 3.3067, 3.37706, 3.44741, 3.51777, 3.58812, 3.3067, 3.37706, 3.44741, 3.51777, 3.58812]","[0.716075, 0.759246, 0.75894, 0.75878, 0.759833, 0.717402, 0.715849, 0.758255, 0.758222, 0.758058, 0.758319, 0.67527, 0.758222, 0.75816, 0.758048, 0.758299]","[0.0233381, 0.0504109, 0.0435647, 0.0395072, 0.061456, 0.0598958, -0.00491609, 0.0212464, 0.0195551, -0.00596253, 0.0242524, -0.0186098, 0.0195439, 0.0158724, 0.00377394, 0.0233457]","[0, 0, 0, 0, 0, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 22:08:32
15,"[3.23635, 3.3067, 3.37706, 3.44741, 3.44741, 3.23635, 3.3067, 3.37706, 3.44741, 3.51777, 3.23635, 3.3067, 3.37706, 3.44741, 3.51777]","[0.769345, 0.765333, 0.764153, 0.766512, 0.710452, 0.774904, 0.769549, 0.766773, 0.766001, 0.726891, 0.78413, 0.726472, 0.724513, 0.768163, 0.728408]","[0.15336, 0.123508, 0.113168, 0.133013, -1.12492, 0.186617, 0.154717, 0.135026, 0.128986, 0.158211, 0.230698, 0.155226, 0.14039, 0.145235, 0.168541]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373]",13/08/2025 22:08:33
15,"[3.23635, 3.3067, 3.37706, 3.44741, 3.3067, 3.37706, 3.23635, 3.3067, 3.37706, 3.44741, 3.16599, 3.23635, 3.3067, 3.37706, 3.44741]","[0.72315, 0.72223, 0.722827, 0.725504, 0.722515, 0.723255, 0.717917, 0.71716, 0.717203, 0.718163, 0.720793, 0.719974, 0.719032, 0.719408, 0.722249]","[0.129015, 0.120698, 0.126164, 0.148089, 0.123337, 0.129926, 0.0690353, 0.0550799, 0.0559632, 0.0730011, 0.106381, 0.0972477, 0.0855081, 0.0903809, 0.120875]","[0, 0, 0, 0, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 22:08:34
5,"[3.37706, 3.44741, 3.51777, 3.37706, 3.44741]","[0.761022, 0.759672, 0.759131, 0.758966, 0.758076]","[0.0792046, 0.0586409, 0.0479656, 0.0441929, 0.00865637]","[0.147187, 0.147187, 0.147187, -0.147187, -0.147187]",13/08/2025 22:08:35
12,"[3.16599, 3.23635, 3.3067, 3.37706, 3.23635, 3.3067, 3.23635, 3.3067, 3.16599, 3.23635, 3.3067, 3.37706]","[0.779575, 0.830875, 0.834008, 0.841123, 0.781994, 0.780018, 0.816247, 0.816567, 0.772881, 0.821792, 0.823077, 0.823182]","[0.210227, 0.231913, 0.243676, 0.26817, 0.221367, 0.212318, 0.164458, 0.16626, 0.175301, 0.19314, 0.199142, 0.199623]","[0, 0, 0, 0, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 22:08:36
12,"[3.3067, 3.37706, 3.44741, 3.51777, 3.23635, 3.3067, 3.37706, 3.44741, 3.51777, 3.3067, 3.37706, 3.44741]","[0.855369, 0.855692, 0.811612, 0.812862, 0.859927, 0.859716, 0.860691, 0.866521, 0.874083, 0.862396, 0.86621, 0.830506]","[0.112991, 0.115434, 0.135484, 0.143913, 0.143555, 0.14229, 0.14803, 0.178296, 0.210663, 0.157533, 0.176824, 0.230484]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373]",13/08/2025 22:08:37
4,"[3.23635, 3.16599, 3.23635, 3.3067]","[0.721887, 0.720905, 0.719465, 0.719817]","[0.117444, 0.107569, 0.0911017, 0.0953943]","[0, 0.147187, 0.147187, 0.147187]",13/08/2025 22:08:38
8,"[3.3067, 3.37706, 3.51777, 3.3067, 3.23635, 3.3067, 3.37706, 3.51777]","[0.732066, 0.74104, 0.802005, 0.769256, 0.721452, 0.7248, 0.758808, 0.722588]","[0.191023, 0.236591, 0.00185466, 0.152768, 0.113173, 0.142664, 0.0402435, 0.124004]","[0, 0, 0.147187, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 22:08:39
19,"[3.23635, 3.3067, 3.37706, 3.44741, 3.51777, 3.23635, 3.3067, 3.37706, 3.44741, 3.51777, 3.23635, 3.3067, 3.37706, 3.44741, 3.51777, 3.51777, 3.23635, 3.3067, 3.37706]","[0.715839, 0.675242, 0.716175, 0.759258, 0.761117, 0.718779, 0.718523, 0.718499, 0.718465, 0.763268, 0.722119, 0.721014, 0.720695, 0.72047, 0.848542, 0.848076, 0.760099, 0.759928, 0.760581]","[-0.00145721, -0.0165953, 0.0278108, 0.0506773, 0.0804424, 0.0820642, 0.0784252, 0.0780813, 0.0775777, 0.104719, 0.119661, 0.108712, 0.105325, 0.102879, -0.029072, 0.00500395, 0.0658475, 0.0630627, 0.073134]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, -0.44156, -0.294373, -0.147187, -0.147187, -0.147187]",13/08/2025 22:08:40
19,"[3.23635, 3.3067, 3.37706, 3.44741, 3.3067, 3.37706, 3.44741, 3.51777, 3.37706, 3.44741, 3.51777, 3.51777, 3.23635, 3.3067, 3.37706, 3.23635, 3.3067, 3.37706, 3.44741]","[0.733475, 0.721267, 0.716355, 0.759013, 0.76003, 0.804571, 0.849642, 0.897029, 0.803648, 0.848064, 0.848544, 0.848079, 0.721426, 0.721349, 0.718713, 0.727014, 0.726647, 0.723797, 0.722391]","[0.19895, 0.111313, 0.0344547, 0.04529, 0.0647339, 0.0703682, 0.0527285, 0.0240731, 0.0563493, -0.00201464, -0.0291467, -0.00547316, 0.112918, 0.112146, 0.0811442, 0.159074, 0.156483, 0.13454, 0.122202]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.44156, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 22:08:41
