numObj,x,y,z,velocity,numObj_static,x_static,y_static,z_static,velocity_static,timestamp
14,"[3.36725, 3.39849, 3.39168, 3.29203, 3.56826, 3.44587, 3.47543, 3.47462, 3.35515, 3.42558, 3.43552, 3.46494, 3.46388, 3.33454]","[-0.114327, -0.116526, -0.118725, 0, -0.116526, -0.114327, -0.116526, -0.118725, 0, -0.224258, -0.114327, -0.116526, -0.118725, 0]","[1.42585, 1.53, 1.70769, 2.03369, 1.07615, 1.22366, 1.34611, 1.53191, 1.92777, 1.04391, 1.25242, 1.37288, 1.55605, 1.96321]","[0, 0, 0, 0, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:48
17,"[3.04313, 2.93876, 3.14113, 3.31909, 3.41442, 3.41938, 3.2225, 3.35835, 3.43285, 3.43298, 3.28017, 3.36254, 3.42882, 3.45671, 3.34734, 3.41187, 3.44579]","[0.112129, 0.10993, 0.112129, 0, 0.116526, 0.118725, 0, 0, 0, 0.118725, -0.112129, 0, 0, 0, -0.114327, -0.116526, -0.118725]","[1.89774, 1.93036, 1.73071, 1.53886, 1.4941, 1.65153, 1.578, 1.45118, 1.45593, 1.62308, 1.45, 1.44146, 1.4654, 1.57638, 1.47198, 1.49993, 1.5957]","[0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156, 0.44156, 0.588746, 0.588746, 0.588746]",0,"[]","[]","[]","[]",26/11/2025 19:35:49
13,"[2.95324, 3.05757, 3.80257, 3.7905, 2.89183, 3.01057, 3.20693, 3.77774, 3.81916, 3.87419, 3.691, 3.78533, 3.84318]","[0, 0, 0, 0, 0, 0, 0, 0.118725, 0.241846, 0.246244, 0.118725, 0.120923, 0.246244]","[2.03789, 2.00891, 0.716839, 1.07465, 2.12413, 2.07869, 1.90257, 0.385253, 0.573482, 0.672925, 0.892324, 0.793729, 0.831932]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:50
7,"[3.38875, 3.62818, 3.66842, 3.74586, 3.16548, 3.53794, 3.54541]","[0.116526, 0.237449, 0.118725, 0.120923, 0.116526, 0.120923, 0.123122]","[1.55145, 1.1017, 0.981045, 0.962969, 1.96731, 1.56261, 1.71398]","[0, 0, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:51
12,"[3.56208, 3.64525, 3.7541, 3.12761, 3.12198, 2.89974, 3.61051, 3.69377, 3.76606, 3.55013, 3.66547, 3.7782]","[-0.116526, -0.118725, -0.120923, 0.112129, 0.114327, 0.116526, -0.116526, -0.118725, -0.120923, -0.116526, -0.118725, -0.120923]","[1.09645, 1.06391, 0.930332, 1.75502, 1.90385, 2.3414, 0.924574, 0.880804, 0.880649, 1.13456, 0.992015, 0.827032]","[0, 0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:52
15,"[3.6857, 3.60678, 3.50423, 3.28281, 3.47679, 3.62039, 3.58821, 3.48266, 3.60468, 3.55225, 3.42766, 3.36717, 3.4888, 3.61181, 3.67783]","[-0.118725, -0.120923, -0.123122, 0, 0, 0, -0.120923, -0.123122, 0, -0.120923, -0.123122, 0.114327, 0.116526, 0.118725, 0]","[0.913984, 1.39637, 1.79668, 1.6148, 1.34765, 1.15178, 1.44343, 1.83813, 1.20006, 1.5298, 1.93877, 1.42602, 1.31107, 1.17243, 1.2029]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:53
3,"[2.96554, 3.01699, 3.57271]","[0.112129, 0.114327, 0.120923]","[2.01684, 2.0662, 1.48139]","[0.147187, 0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:54
8,"[3.28135, 3.31318, 3.6542, 3.61385, 3.20584, 3.29665, 3.19557, 3.26339]","[0.114327, 0.116526, -0.118725, -0.118725, 0, 0.112129, 0, 0.112129]","[1.61373, 1.70688, 1.03276, 1.16612, 1.4482, 1.41214, 1.47073, 1.4874]","[0.147187, 0.147187, 0.735933, 0.883119, -0.294373, -0.294373, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:55
12,"[3.59812, 3.63765, 3.64752, 3.57363, 3.59918, 3.5928, 3.56733, 3.59819, 3.70346, 4.40886, 3.50952, 3.60002]","[-0.237449, -0.120923, -0.123122, -0.237449, -0.241847, -0.246244, -0.241846, 0.123122, 0.250641, 0.277024, 0.123122, 0.12532]","[1.19624, 1.31387, 1.48434, 1.26751, 1.40028, 1.59811, 1.47953, 1.6002, 1.51779, 0.362355, 1.78632, 1.76247]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:56
17,"[3.53317, 3.6461, 3.67465, 3.62923, 3.32864, 3.4431, 3.57075, 3.68612, 3.8012, 2.70556, 3.38771, 3.67246, 3.57841, 3.5864, 3.69957, 3.71729, 3.62637]","[0.116526, 0, 0, 0, 0, 0.116526, 0.118725, 0.120923, 0.123122, -1.35434, 0, 0, 0, 0, -0.118725, -0.120923, -0.123122]","[1.18629, 1.06761, 1.21257, 1.53346, 1.5181, 1.42677, 1.29208, 1.17101, 1.02886, -2.52359, 1.55808, 1.21918, 1.64857, 1.02075, 0.856096, 1.06794, 1.53527]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:57
20,"[3.45193, 3.45863, 3.40492, 3.6843, 3.41901, 3.54329, 3.61653, 3.65753, 3.71581, 3.49448, 3.55752, 3.60097, 3.54768, 3.63399, 3.66894, 3.34429, 3.50058, 3.60391, 3.67071, 3.64038]","[0.116526, 0.356174, -0.36277, -0.123122, -0.116526, -0.118725, -0.120923, -0.123122, 0, -0.118725, -0.120923, -0.123122, 0.116526, 0.118725, 0.120923, 0.114327, 0.116526, 0.118725, 0.120923, 0.123122]","[1.40527, 1.53129, 1.8023, 1.39052, 1.48357, 1.36558, 1.37093, 1.45948, 1.50828, 1.48605, 1.5175, 1.59395, 1.14217, 1.10174, 1.22376, 1.47889, 1.27927, 1.19648, 1.21845, 1.50176]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:58
17,"[3.59891, 3.61651, 3.6097, 3.46888, 3.4818, 3.57415, 3.69542, 3.78649, 3.68967, 3.71911, 3.73586, 3.66489, 3.48987, 3.65416, 3.69242, 3.70934, 3.62042]","[-0.118725, -0.120923, -0.123122, -0.12532, 0, 0.118725, 0.120923, 0.246244, -0.118725, -0.120923, -0.123122, 0, 0, -0.118725, -0.120923, -0.123122, 0]","[1.21145, 1.37099, 1.57407, 2.0083, 1.33465, 1.28266, 1.14133, 1.06051, 0.897827, 1.06158, 1.24539, 1.6281, 1.31339, 1.03289, 1.151, 1.32228, 1.72473]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:35:59
13,"[3.28104, 3.42029, 3.54355, 3.6545, 3.36512, 3.44917, 3.53079, 3.50224, 3.6158, 3.4412, 3.56922, 3.66815, 3.7255]","[0, 0, 0, 0.120923, -0.116526, -0.118725, 0, 0.116526, 0.118725, 0.116526, 0.118725, 0.120923, 0.246244]","[1.6184, 1.4852, 1.37006, 1.26625, 1.60206, 1.58838, 1.74823, 1.27472, 1.16004, 1.43135, 1.29629, 1.22615, 1.25811]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:00
13,"[3.67846, 3.71315, 3.77319, 3.50788, 3.59094, 3.74449, 3.77515, 3.80906, 3.55141, 3.71256, 3.73356, 3.7424, 3.79635]","[-0.120923, 0, 0, 0, 0, 0.246244, -0.120923, -0.123122, 0, 0, -0.120923, -0.123122, -0.12532]","[1.19486, 1.31731, 1.35839, 1.26451, 1.24057, 1.20039, 0.840829, 0.999349, 1.13653, 0.80669, 1.0096, 1.22561, 1.28615]","[0, 0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:01
13,"[3.36535, 3.28466, 3.37193, 3.68248, 3.61283, 3.67355, 3.56342, 3.63038, 3.41662, 3.43093, 3.46017, 3.6151, 3.71312]","[0.116526, 0.237449, 0.241846, -0.123122, -0.120923, -0.123122, -0.12532, -0.123122, 0.237449, 0.116526, 0.237449, 0.120923, 0.123122]","[1.60156, 1.89432, 1.8828, 1.39534, 1.38065, 1.41869, 1.83535, 1.52577, 1.64443, 1.45579, 1.5507, 1.37471, 1.31162]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:02
10,"[3.30805, 3.45117, 3.59192, 3.63115, 3.43883, 3.59548, 3.37838, 3.46396, 3.33173, 3.66596]","[-0.116526, 0, 0.120923, 0, 0, 0.241846, -0.116526, -0.118725, -0.120923, -0.123122]","[1.7168, 1.58848, 1.43416, 1.52891, 1.61501, 1.40975, 1.57391, 1.55586, 1.96427, 1.43817]","[0, 0, 0, 0, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:03
15,"[3.54131, 3.59885, 3.807, 3.893, 3.5021, 3.64065, 3.75305, 3.78357, 3.63036, 3.70677, 3.59434, 3.65642, 3.74692, 3.71874, 2.78282]","[0.233052, 0.237449, -0.246244, -0.250641, 0, 0, -0.123122, -0.12532, 0.233052, 0.237449, 0.233052, 0.237449, 0.241846, 0.246244, -1.23122]","[1.1441, 1.19405, 0.98433, 0.929433, 1.47278, 1.31113, 1.19258, 1.32326, 0.818767, 0.798297, 0.964682, 1.004, 0.935671, 1.27794, -2.50257]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:04
5,"[3.53178, 3.70491, 3.46403, 3.53904, 3.51359]","[-0.118725, 0.246244, -0.116526, -0.237449, -0.241846]","[1.39508, 1.31751, 1.37518, 1.36112, 1.60298]","[0, 0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:05
10,"[3.5033, 3.70518, 3.7099, 3.74295, 3.81356, 3.27316, 3.52816, 3.7101, 3.7748, 3.80536]","[0.118725, -0.120923, -0.123122, -0.241847, -0.123122, 0.116526, -0.118725, -0.241847, -0.123122, 0]","[1.46514, 1.10923, 1.32071, 0.951439, 0.982028, 1.78242, 1.40423, 1.07239, 1.12184, 1.26544]","[0, 0, 0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:06
3,"[3.28498, 3.30304, 3.71264]","[-0.116526, -0.118725, 0.246244]","[1.76054, 1.87341, 1.29555]","[0.147187, 0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:07
15,"[3.31878, 3.27958, 3.56866, 3.6592, 3.57689, 3.64243, 3.67118, 3.58805, 3.66642, 3.6832, 3.38858, 3.55337, 3.67081, 3.70185, 3.52234]","[-0.116526, -0.237449, -0.36277, -0.246244, 0.118725, 0.120923, 0.123122, -0.118725, -0.120923, -0.123122, 0, -0.118725, -0.120923, -0.123122, 0]","[1.69598, 1.9031, 1.45136, 1.4396, 1.275, 1.30055, 1.4248, 1.24322, 1.2313, 1.39345, 1.55618, 1.33913, 1.21815, 1.3431, 1.9171]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:08
5,"[3.64637, 3.73305, 3.55292, 3.60603, 3.66941]","[0, 0, -0.116526, -0.118725, -0.120923]","[1.06669, 1.01867, 1.12577, 1.19009, 1.22236]","[0.147187, 0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:10
20,"[3.36431, 3.70018, 3.72901, 3.71958, 3.65219, 3.5733, 3.59819, 3.63461, 3.60892, 3.50645, 3.53601, 3.56573, 3.38353, 3.52018, 3.68794, 3.41115, 3.45195, 3.33093, 3.48708, 3.47826]","[0, -0.237449, -0.120923, 0, 0, -0.116526, -0.118725, -0.120923, -0.123122, -0.233052, -0.237449, -0.120923, 0.241846, 0.246244, 0.12532, 0.114327, 0.116526, 0.118725, 0.123122, 0]","[1.43733, 0.828335, 1.02627, 1.29906, 1.6564, 1.05932, 1.21359, 1.32226, 1.57587, 1.24687, 1.36897, 1.4981, 1.86189, 1.75228, 1.5702, 1.31735, 1.40523, 1.82335, 1.82974, 1.99596]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:11
9,"[3.4759, 3.51451, 3.51736, 3.58339, 3.64017, 3.64852, 3.50713, 3.58069, 3.61223]","[-0.118725, -0.120923, -0.123122, -0.118725, -0.120923, -0.123122, -0.118725, -0.120923, -0.123122]","[1.52901, 1.61461, 1.77082, 1.25661, 1.30687, 1.48188, 1.45596, 1.46199, 1.56827]","[0, 0, 0, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:12
1,"[3.51457]","[-0.118725]","[1.4379]","[0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:14
12,"[3.58816, 3.62909, 3.67299, 3.44475, 3.51494, 3.56706, 3.74772, 3.56128, 3.39979, 3.46167, 3.31559, 3.28452]","[0.116526, 0.118725, 0.241846, 0.116526, 0.118725, 0.241846, -0.123122, 0, 0.116526, 0.118725, 0.116526, 0.118725]","[1.00783, 1.11779, 1.19331, 1.42279, 1.43698, 1.4802, 1.20923, 1.84375, 1.52711, 1.56096, 1.70219, 1.90569]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:15
2,"[3.66046, 3.68391]","[0.120923, 0.123122]","[1.24891, 1.39156]","[0.147187, 0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:16
2,"[3.36303, 3.35774]","[0.116526, 0.118725]","[1.60643, 1.77351]","[-0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:17
6,"[3.60417, 3.63251, 3.6555, 3.63399, 3.66611, 3.68004]","[-0.118725, -0.120923, -0.120923, -0.118725, -0.120923, -0.123122]","[1.1957, 1.32801, 1.26334, 1.10174, 1.23222, 1.40177]","[0, 0, -0.294373, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:18
4,"[3.4912, 3.54701, 3.56814, 3.64515]","[-0.116526, -0.118725, -0.120923, 0]","[1.30465, 1.35591, 1.49235, 1.07085]","[0.147187, 0.147187, 0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:19
9,"[3.61921, 3.63164, 3.66931, 3.69497, 3.72906, 3.67856, 3.67798, 3.65007, 5.22064]","[-0.237449, -0.120923, 0, -0.118725, -0.120923, -0.118725, -0.120923, -0.123122, -0.347379]","[1.13082, 1.3304, 1.43492, 0.875751, 1.02609, 0.942291, 1.19632, 1.47806, 1.87521]","[0, 0, 0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:20
14,"[3.67981, 3.71424, 3.75786, 3.7685, 3.62592, 3.67484, 3.71548, 3.72607, 3.72373, 3.13427, 3.60395, 3.6412, 3.66992, 3.65845]","[-0.118725, 0, 0, 0.12532, -0.118725, 0, 0, 0.12532, 0.127519, -1.40271, -0.118725, -0.120923, 0, 0.12532]","[0.937406, 1.08527, 1.18377, 1.3656, 1.12803, 1.21199, 1.31074, 1.47745, 1.66402, -2.20457, 1.19637, 1.304, 1.43334, 1.63774]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373]",0,"[]","[]","[]","[]",26/11/2025 19:36:27
6,"[3.2126, 3.67529, 3.64945, 3.32724, 3.71527, 3.6983]","[0, -0.118725, -0.120923, 0, 0, -0.120923]","[1.89298, 0.954984, 1.28073, 1.68336, 0.794086, 1.13195]","[0, 0, 0, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:28
1,"[3.43029]","[-0.118725]","[1.62875]","[0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:50
9,"[3.44239, 3.66897, 3.72469, 3.35694, 3.38996, 3.59219, 3.67924, 3.57835, 3.62106]","[0.118725, -0.120923, -0.123122, 0.116526, 0.118725, -0.120923, -0.123122, -0.241847, -0.123122]","[1.60302, 1.22369, 1.27841, 1.61913, 1.71111, 1.43351, 1.40387, 1.45268, 1.54775]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373]",0,"[]","[]","[]","[]",26/11/2025 19:36:51
3,"[3.36033, 3.64377, 3.77568]","[-0.116526, 0.118725, 0]","[1.61208, 1.06897, 0.847119]","[-0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:36:52
