numObj,x,y,z,velocity,numObj_static,x_static,y_static,z_static,velocity_static,timestamp
numObj,x,y,z,velocity,numObj_static,x_static,y_static,z_static,velocity_static,timestamp
3,"[4.38372, 4.46917, 4.45328]","[2.63833, 2.57237, 2.60535]","[2.34551, 1.87736, 2.06703]","[0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:01:37
8,"[4.31636, 4.25413, 4.43596, 4.43414, 4.56967, 4.39592, 4.36009, 4.29618]","[2.53939, 2.57237, 2.53939, 2.57237, 2.33931, 2.53939, 2.57237, 2.60535]","[2.066, 2.32387, 1.79486, 1.95866, 1.49539, 1.89081, 2.11838, 2.37638]","[0, 0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:01:38
11,"[4.39063, 4.41535, 4.44575, 4.46057, 4.2316, 4.29866, 4.33545, 4.36762, 4.23489, 4.27378, 4.33859]","[2.47343, 2.50641, 2.53939, 2.57237, 2.47343, 2.50641, 2.53939, 2.57237, 2.50641, 2.53939, 2.57237]","[1.56446, 1.67721, 1.77048, 1.8977, 1.95415, 1.95702, 2.02564, 2.10283, 2.09142, 2.1527, 2.16208]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373]",0,"[]","[]","[]","[]",26/11/2025 19:01:39
2,"[4.35154, 4.14026]","[2.60535, 2.81421]","[2.27341, 2.57248]","[-0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:01:40
11,"[4.20897, 4.3912, 4.41252, 4.2728, 4.15795, 4.0474, 4.59335, 4.64586, 4.50027, 4.53298, 4.42095]","[2.53939, 2.40088, 2.43166, 2.63833, 2.50641, 2.70868, 2.40088, 2.43166, 2.40088, 2.43166, 2.63833]","[2.27681, 2.25127, 2.3471, 2.54197, 2.24049, 2.37264, 1.80331, 1.84261, 2.02444, 2.10507, 2.27456]","[0, 0, 0, 0, 0.147187, 0.147187, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:01:42
11,"[4.54657, 4.57491, 4.42165, 4.39977, 4.49651, 4.57084, 4.52923, 4.43827, 4.48976, 4.54825, 4.07019]","[2.3701, 2.40088, 2.60535, 2.33932, 2.3701, 2.40088, 2.60535, 2.3701, 2.40088, 2.43166, 2.77904]","[1.74904, 1.84959, 2.13386, 1.93911, 1.87398, 1.85964, 1.89484, 2.00804, 2.04764, 2.07188, 2.56956]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:01:43
9,"[4.26102, 4.32568, 4.44348, 4.64647, 4.64919, 4.53316, 4.56196, 4.61091, 4.52784]","[2.53939, 2.57237, 2.60535, 2.3701, 2.40088, 2.60535, 2.3701, 2.40088, 2.60535]","[2.17785, 2.1878, 2.08802, 1.46313, 1.65404, 1.88541, 1.7085, 1.75792, 1.89815]","[0, 0, 0, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:01:44
9,"[4.39666, 4.52026, 4.48792, 4.18073, 4.35971, 4.44783, 4.41423, 4.34073, 4.41259]","[2.33931, 2.3701, 2.57237, 2.27775, 2.33932, 2.3701, 2.57237, 2.3701, 2.40088]","[1.94614, 1.81596, 1.8321, 2.10686, 2.02757, 1.98676, 2.00313, 2.211, 2.20904]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373]",0,"[]","[]","[]","[]",26/11/2025 19:01:45
1,"[3.87388]","[2.70868]","[2.64649]","[-0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:01:46
