numObj,x,y,z,velocity,numObj_static,x_static,y_static,z_static,velocity_static,timestamp
26,"[1.13533, 1.19718, 1.26351, 1.29953, 1.47047, 1.53287, 1.59169, 1.06253, 1.04528, 1.30308, 1.38784, 1.46972, 1.54429, 1.22234, 1.2963, 1.35865, 1.42794, 1.53522, 1.58844, 1.16624, 1.22204, 1.27948, 1.31767, 1.46388, 1.52808, 1.5861]","[0.0747525, 0.1583, 0.208867, 0.307805, 0.138512, 0.193477, 0.25284, -0.0373763, -0.118725, 0.167094, 0.0879442, -0.0923414, -0.0483693, 0.197874, 0.208867, 0.307805, 0.0923414, 0.193477, 0.303407, 0.186881, 0.1583, 0.208867, 0.263833, 0.138512, 0.241846, 0.303407]","[0.368716, 0.381392, 0.383163, 0.443198, -0.0379409, 0.0928205, 0.145198, 0.547854, 0.705014, 0.246921, 0.214767, -0.119541, -0.0925864, 0.265505, 0.25077, 0.198152, -0.367889, -0.0374064, 0.0574449, 0.188345, 0.292073, 0.325888, 0.417251, -0.14412, 0.0472535, 0.103533]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:09:39
26,"[1.25063, 1.31371, 1.38271, 1.44772, 1.53537, 1.24165, 1.30981, 1.38707, 1.45083, 1.51873, 1.58646, 1.23594, 1.30302, 1.38096, 1.44788, 1.51599, 1.58359, 1.63893, 1.37435, 1.44391, 1.51202, 1.57989, 1.65482, 1.24843, 1.32468, 1.37105]","[0.118725, 0.12532, 0.0879442, 0.184683, 0.193477, 0.0791498, 0.12532, 0.131916, 0.277024, 0.290216, 0.303407, 0.0791498, 0.12532, 0.263833, 0.277024, 0.290216, 0.303407, 0.369366, 0.263833, 0.277024, 0.290216, 0.303407, 0.316599, 0.0395749, 0.12532, -0.131916]","[0.159957, 0.213017, 0.245633, 0.230001, 0.0307121, 0.236214, 0.235793, 0.196463, 0.0353193, 0.070416, 0.0978119, 0.264455, 0.270826, 0.0572511, 0.0989654, 0.115274, 0.136693, 0.169164, 0.146616, 0.145825, 0.159081, 0.174289, 0.111627, 0.208874, 0.128163, 0.287695]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156, 0.44156, 0.44156, -0.147187, -0.147187, -0.147187]",0,"[]","[]","[]","[]",26/11/2025 19:09:40
26,"[1.25952, 1.3178, 1.38032, 1.43821, 1.19412, 1.32017, 1.21573, 1.38381, 1.26227, 1.39125, 1.51031, 1.57556, 1.44012, 1.50694, 1.55848, 1.43325, 1.50071, 1.54823, 1.26475, 1.33083, 1.39843, 1.46623, 1.26318, 1.32583, 1.39144, 1.45151]","[-0.0395749, 0, 0, 0, 0.1583, -0.208867, 0.208867, -0.131916, -0.0923414, 0.415536, 0.338585, 0.353975, 0.323195, 0.338585, 0.404543, 0.323195, 0.338585, 0.404543, -0.0395749, -0.0417735, -0.0439721, -0.0461707, -0.0791498, -0.0417735, -0.0439721, 0]","[0.125748, 0.224295, 0.273231, 0.338297, 0.39087, -0.0206999, 0.515052, 0.218219, 0.762259, -0.273193, -0.00854825, 0.103905, 0.066938, 0.10117, 0.161101, 0.155695, 0.170193, 0.240429, 0.0510366, 0.118569, 0.149671, 0.175868, 0.0433605, 0.165307, 0.204692, 0.275701]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",2,"[0.012564, -0.427319]","[0.0717555, 0.298605]","[0.0107925, 0.145458]","[0, 0]",26/11/2025 19:09:42
28,"[1.23645, 1.31453, 1.3797, 1.44543, 1.51358, 1.561, 1.24083, 1.29255, 1.32228, 1.30743, 1.47081, 1.53994, 1.61768, 1.38119, 1.44167, 1.50975, 1.24746, 1.32645, 1.37289, 1.45092, 1.51978, 1.57425, 1.24448, 1.31684, 1.38106, 1.44999, 1.5182, 1.58384]","[0.118725, 0.083547, 0.263833, 0.277024, 0.290216, 0.353975, 0.1583, 0.167094, 0.21986, -0.21986, -0.138512, -0.0967386, 0, 0.263833, 0.323195, 0.338585, 0.1583, 0.12532, 0.307805, 0.277024, 0.290216, 0.353975, 0.1583, 0.12532, 0.263833, 0.277024, 0.290216, 0.303407]","[0.246697, 0.227905, 0.0822072, 0.129917, 0.143448, 0.23762, 0.197619, 0.297167, 0.428008, -0.471434, 0.0204347, 0.122298, -0.0397335, 0.0515253, 0.00641994, -0.0419771, 0.150135, 0.108255, 0.0197145, 0.031579, 0.0421018, 0.122209, 0.173086, 0.192723, -0.0549794, 0.0605632, 0.0810409, 0.133673]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, -0.44156, -0.44156, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",4,"[0.0170876, 0.0137606, -0.201716, -0.692974]","[0.0662685, 0.0691575, 0.451508, -0.113017]","[0.0145233, 0.0212383, -0.232104, 0]","[0, 0, 0, 0]",26/11/2025 19:09:43
28,"[1.17243, 1.28435, 1.1791, 1.37294, 1.45126, 1.51031, 1.57897, 1.03608, 1.01761, 1.29294, 1.37067, 1.45098, 1.5198, 1.5871, 1.28712, 1.36915, 1.43831, 1.50677, 1.58113, 1.36444, 1.4322, 1.49931, 1.07886, 1.10911, 1.26651, 1.37625, 1.47516, 1.52211]","[0.118725, 0.292414, -0.167094, 0.307805, 0.277024, 0.338585, 0.353975, 0.0373763, 0, 0.208867, 0.307805, 0.277024, 0.290216, 0.303407, 0.250641, 0.307805, 0.323195, 0.338585, 0.303407, 0.307805, 0.323195, 0.338585, 0.0747525, 0.0395749, -0.0417735, 0.21986, -0.0461707, -0.0483693]","[0.463752, 0.22771, 0.607218, 0.0157998, -0.00169637, -0.00837866, -0.0067233, 0.596365, 0.753808, 0.267532, 0.0804986, 0.0284549, 0.0414842, 0.0868711, 0.259603, 0.103146, 0.0985772, 0.103718, 0.162689, 0.153287, 0.165022, 0.182153, 0.510863, 0.609969, 0.425568, 0.193747, -0.0682645, 0.276704]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",2,"[0.0372323, -0.32726]","[0.126066, 0.267952]","[0.0473842, 0.337679]","[0, 0]",26/11/2025 19:09:44
31,"[1.17917, 1.32419, 1.40029, 1.45931, 1.49028, 1.59284, 1.08429, 1.19172, 1.2913, 1.37599, 1.46042, 1.53596, 1.17471, 1.27694, 1.36902, 1.44165, 1.51002, 1.57811, 1.63337, 1.30435, 1.38056, 1.44168, 1.50957, 1.56133, 1.13306, 1.22816, 1.30358, 1.38085, 1.44167, 1.49397, 1.49978]","[0.250641, -0.167094, -0.0879442, 0.184683, 0.338585, 0.25284, 0.0373763, 0.0791498, 0.0417735, 0.0439721, 0.0461707, 0.145108, 0.0395749, 0.0417735, 0, 0.323195, 0.338585, 0.353975, 0.422132, 0.167094, 0.263833, 0.323195, 0.338585, 0.404543, 0.0747525, 0.118725, 0.12532, 0.0879442, 0.323195, 0.386954, 0]","[0.577623, -0.0742002, 0.106825, 0.138569, 0.245271, 0.132021, 0.503418, 0.421066, 0.343083, 0.290993, 0.218973, 0.124555, 0.471446, 0.393167, 0.325171, 0.0089987, 0.0304853, 0.0525099, 0.0710414, 0.240123, -0.0663012, 0.003127, 0.0477864, 0.130624, 0.375635, 0.285121, 0.268102, 0.255853, 0.00431452, 0.118601, -0.607563]","[0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, -0.44156, -0.44156, -0.44156, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",3,"[-0.012564, 0, -0.442862]","[-0.0717555, 0, 0.302314]","[-0.0107925, 0, -0.0735076]","[0, 0, 0]",26/11/2025 19:09:45
25,"[1.02641, 1.18126, 1.30149, 1.38214, 1.45088, 1.51913, 1.58818, 1.11205, 1.15634, 1.27881, 1.37231, 1.44925, 1.51663, 1.58713, 1.14608, 1.29239, 1.3701, 1.44625, 1.51287, 1.10462, 1.20153, 1.32577, 1.36449, 1.44143, 1.5085]","[0.0373763, 0.237449, 0.208867, 0.263833, 0.277024, 0.290216, 0.303407, 0.0373763, 0.237449, 0.250641, 0.307805, 0.277024, 0.290216, 0.303407, 0.237449, 0.250641, 0.307805, 0.277024, 0.290216, 0.0373763, 0.0791498, -0.167094, -0.0439721, -0.0461707, -0.0483693]","[0.61287, 0.389874, 0.222243, 0.00662511, 0.0332735, 0.0612167, 0.0640345, 0.438696, 0.458524, 0.297855, 0.0444146, 0.0762395, 0.106543, 0.0863028, 0.483598, 0.23199, 0.0896009, 0.120496, 0.150782, 0.45708, 0.392187, -0.0364023, 0.340873, 0.320992, 0.343245]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",1,"[0]","[0]","[0]","[0]",26/11/2025 19:09:46
1,"[1.4573]","[0.230853]","[0.0766308]","[-0.147187]",4,"[0.0170876, 0, 0.0390008, 0.0120916]","[0.0662685, 0, 0.30377, 0.238664]","[0.0145233, 0, 0.023729, 0.0390041]","[0, 0, 0, 0]",26/11/2025 19:09:47
26,"[1.14854, 1.21686, 1.27819, 1.35107, 0.53807, 1.45741, 1.53293, 1.12729, 1.23762, 1.32475, 1.37674, 1.34251, 1.37142, 1.35517, 1.17171, 1.227, 1.29338, 1.3618, 1.45876, 1.5282, 1.16266, 1.21693, 1.28193, 1.35897, 1.45923, 1.52866]","[0.149505, 0.1583, 0.208867, 0.263833, -0.21986, 0.230853, 0.193477, 0, 0.0395749, -0.0417735, -0.0439721, -0.138512, -0.145108, -0.0439721, 0.149505, 0.197874, 0.208867, 0.263833, 0.230853, 0.241846, 0.149505, 0.197874, 0.208867, 0.21986, 0.230853, 0.241846]","[0.29836, 0.312968, 0.330907, 0.291468, -1.28144, 0.0745599, 0.0918313, 0.399673, 0.265508, 0.173773, 0.287426, 0.601151, 0.702768, 0.376194, 0.187756, 0.243037, 0.265408, 0.236297, -0.0402841, -0.043034, 0.237435, 0.289279, 0.316118, 0.291204, 0.0159637, 0.0213986]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",1,"[0.0175069]","[0.229034]","[-0.0765824]","[0]",26/11/2025 19:09:48
26,"[1.23761, 1.29803, 1.28963, 1.24093, 1.29663, 1.35934, 1.43941, 1.23953, 1.48574, 0.746107, 1.29177, 1.38118, 1.44933, 1.5195, 1.5891, 1.44844, 1.51717, 1.58501, 1.64443, 1.52281, 1.58761, 1.0728, 1.25263, 1.3306, 1.39469, 1.43644]","[0.0791498, 0.0417735, -0.0439721, 0.118725, 0.12532, 0.175888, 0.277024, -0.230853, 0.386954, -0.193477, 0.12532, 0.21986, 0.277024, 0.290216, 0.303407, 0.277024, 0.290216, 0.303407, 0.316599, 0.241846, 0.25284, -0.0373763, -0.0395749, -0.0417735, -0.0439721, -0.0923414]","[0.256523, 0.316663, 0.561135, 0.22304, 0.299931, 0.318134, 0.185033, -0.770172, -0.19644, -1.34225, 0.320205, 0.154805, 0.0748198, 0.0512266, 0.034538, 0.0904463, 0.0985025, 0.119103, 0.216181, 0.135246, 0.184491, 0.527464, 0.181939, 0.12104, 0.181262, 0.333172]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156, 0.44156, 0.588746, 0.588746, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",2,"[0, 0]","[0, 0]","[0, 0]","[0, 0]",26/11/2025 19:09:49
