numObj,x,y,z,velocity,timestamp
3,"[5.13278, 5.21235, 5.11091]","[-3.92671, -3.96848, -4.22132]","[1.40451, 1.32484, 1.29503]","[0.147187, 0.147187, 0.147187]",21/10/2025 19:36:18
6,"[4.92623, 4.96621, 5.0382, 5.11188, 4.97483, 5.04194]","[-3.84316, -3.88493, -3.84316, -3.88493, -3.84316, -3.88493]","[1.6906, 1.748, 1.32001, 1.25993, 1.54172, 1.51579]","[0, 0, -0.294373, -0.294373, -0.147187, -0.147187]",21/10/2025 19:36:20
8,"[5.1676, 4.97003, 5.12955, 5.14807, 4.89506, 5.09339, 5.08752, 4.83735]","[-3.88493, -4.0894, -4.17735, -4.22132, -4.38622, -4.22132, -4.26529, -4.43239]","[1.00732, 1.1777, 0.953981, 1.13837, 1.21332, 1.3623, 1.58045, 1.60374]","[0, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.44156]",21/10/2025 19:36:22
10,"[5.32431, 5.12363, 5.05185, 5.13225, 5.18585, 4.90377, 5.08351, 4.99427, 5.07219, 5.12068]","[-3.72004, -3.88493, -4.17735, -4.22132, -4.26529, -4.04543, -3.88493, -4.17735, -4.22132, -4.26529]","[1.24503, 1.21128, 1.30431, 1.2077, 1.21967, 1.21787, 1.36993, 1.50985, 1.43923, 1.46945]","[0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",21/10/2025 19:36:23
9,"[5.14519, 4.837, 4.90725, 4.97366, 5.03231, 5.31581, 5.07863, 5.14243, 5.21691]","[-3.88493, -4.00146, -4.04543, -4.0894, -4.13338, -3.68046, -3.84316, -3.88493, -3.92671]","[1.11613, 1.25763, 1.20378, 1.1623, 1.15244, 1.00389, 1.15471, 1.12877, 1.04971]","[0, 0.147187, 0.147187, 0.147187, 0.147187, -0.294373, -0.147187, -0.147187, -0.147187]",21/10/2025 19:36:24
4,"[5.10107, 5.13074, 5.06555, 5.2959]","[-3.84316, -3.88493, -3.84316, -3.68046]","[1.05116, 1.18078, 1.21081, 1.10411]","[0, 0, 0.147187, 0.147187]",21/10/2025 19:36:25
5,"[5.06613, 5.19099, 5.13297, 5.21747, 5.04717]","[-3.88493, -3.92671, -3.88493, -3.92671, -4.17735]","[1.43286, 1.17116, 1.17104, 1.04693, 1.32229]","[0, 0, -0.147187, -0.147187, -0.147187]",21/10/2025 19:36:26
8,"[5.07314, 5.11274, 4.99606, 5.11381, 4.98736, 4.96193, 5.05896, 5.13602]","[-3.84316, -3.88493, -4.13338, -4.17735, -3.84316, -4.13338, -4.17735, -4.22132]","[1.1786, 1.25646, 1.30063, 1.03506, 1.50071, 1.42532, 1.27646, 1.19156]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187]",21/10/2025 19:36:27
5,"[4.93724, 4.92675, 5.00775, 5.01556, 5.0144]","[-3.84316, -3.88493, -3.80139, -3.84316, -3.88493]","[1.65818, 1.8563, 1.20906, 1.40356, 1.60452]","[0, 0, -0.147187, -0.147187, -0.147187]",21/10/2025 19:36:29
1,"[5.06738]","[-3.88493]","[1.42841]","[0.147187]",21/10/2025 19:36:30
2,"[5.1967, 5.27475]","[-3.64089, -3.68046]","[1.27826, 1.20109]","[-0.147187, -0.147187]",21/10/2025 19:36:32
7,"[4.83021, 4.84537, 5.04907, 5.07233, 4.90645, 4.90116, 5.09804]","[-4.34004, -4.38622, -4.22132, -4.17735, -4.34004, -4.38622, -4.22132]","[1.25307, 1.3986, 1.51837, 1.22224, 0.909864, 1.18843, 1.34481]","[0, 0, 0, -0.294373, -0.147187, -0.147187, -0.147187]",21/10/2025 19:36:33
11,"[4.76529, 4.78766, 4.82901, 4.90121, 4.83801, 4.8808, 5.08019, 4.80884, 4.84308, 5.04185, 5.07835]","[-3.95749, -4.00146, -4.04543, -4.0894, -3.95749, -4.00146, -3.84316, -3.95749, -4.00146, -3.84316, -3.88493]","[1.31313, 1.43405, 1.48689, 1.4375, 1.01287, 1.07519, 1.14783, 1.14337, 1.23402, 1.30599, 1.38891]","[0, 0, 0, 0, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",21/10/2025 19:36:34
5,"[4.93577, 4.82656, 4.89943, 4.92762, 4.77721]","[-3.71784, -3.67607, -3.71784, -3.75961, -4.29387]","[1.01182, 1.23398, 1.17523, 1.29534, 1.24592]","[0, 0.147187, 0.147187, 0.147187, -0.147187]",21/10/2025 19:36:35
13,"[4.88349, 4.93072, 5.125, 4.8387, 4.88291, 5.07021, 5.0066, 4.78146, 4.82342, 4.85668, 4.84729, 4.72667, 4.7699]","[-3.95749, -4.00146, -3.84316, -3.95749, -4.00146, -3.84316, -3.88493, -3.95749, -4.00146, -4.04543, -4.0894, -4.00146, -4.04543]","[0.764087, 0.816246, 0.927467, 1.00957, 1.06557, 1.19114, 1.62872, 1.25296, 1.30875, 1.39388, 1.60998, 1.62383, 1.6668]","[0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156]",21/10/2025 19:36:36
11,"[4.98772, 5.04687, 5.12347, 5.17219, 4.87279, 4.91157, 4.97766, 5.07182, 5.10915, 4.83489, 5.04339]","[-4.0894, -4.13338, -4.17735, -4.22132, -4.04543, -4.0894, -4.13338, -4.17735, -4.22132, -4.38622, -4.22132]","[1.1004, 1.08691, 0.986103, 1.02319, 1.33647, 1.4017, 1.36936, 1.22435, 1.30195, 1.43441, 1.53712]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373]",21/10/2025 19:36:38
4,"[4.93995, 4.9509, 4.99372, 5.20869]","[-4.43239, -4.38622, -4.43239, -4.26529]","[1.25257, 0.960359, 1.01725, 1.11814]","[0, -0.147187, -0.147187, -0.147187]",21/10/2025 19:36:39
1,"[5.00478]","[-4.22132]","[1.65852]","[0.147187]",21/10/2025 19:36:41
11,"[4.98611, 5.0511, 5.11468, 5.04221, 5.13239, 5.3292, 4.91121, 5.01845, 5.09256, 5.149, 4.92884]","[-3.80139, -3.84316, -3.88493, -3.80139, -3.84316, -3.68046, -3.75961, -3.80139, -3.84316, -3.88493, -4.38622]","[1.29541, 1.26975, 1.24851, 1.05617, 0.885702, 0.93021, 1.35623, 1.16383, 1.09165, 1.09843, 1.06784]","[0, 0, 0, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",21/10/2025 19:36:42
8,"[5.3739, 5.30304, 5.13413, 5.36021, 5.15541, 5.26083, 5.17931, 5.0469]","[-3.72004, -3.96848, -3.64089, -3.47599, -3.92671, -3.96848, -4.22132, -4.17735]","[1.00973, 0.895285, 1.51009, 1.41318, 1.31903, 1.11689, 0.986535, 1.32331]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373]",21/10/2025 19:36:43
7,"[4.94285, 4.9591, 4.82968, 4.99552, 5.04765, 5.09419, 4.8771]","[-3.80139, -3.84316, -4.34004, -3.80139, -3.84316, -3.88493, -4.34004]","[1.45176, 1.59161, 1.2551, 1.25864, 1.28341, 1.32964, 1.05594]","[0, 0, 0, -0.147187, -0.147187, -0.147187, -0.147187]",21/10/2025 19:36:45
10,"[5.13972, 5.16686, 4.93169, 5.11534, 5.13769, 4.84732, 5.02492, 4.95688, 5.11051, 4.51629]","[-3.84316, -3.88493, -4.00146, -3.84316, -3.88493, -4.13338, -4.17735, -4.04543, -3.88493, -4.34004]","[0.842111, 1.01107, 0.810336, 0.979344, 1.15018, 1.77645, 1.40447, 0.979556, 1.26549, 2.12231]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373]",21/10/2025 19:36:47
